ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
MO,MAC,Macau,6,2020-08-17,2020-04-27,100,1,63,0,0,0,0,0,0,0,0,0.000704225352112676,0.00061705200811476,3,1,,,0,,,0
MO,MAC,Macau,6,2020-08-19,2020-05-14,100,1,63,0,0,0,0,0,0,0,0,0.000704225352112676,0.00061705200811476,3,1,,,0,,,0
MO,MAC,Macau,6,2020-08-21,2020-05-14,101,1,64,0,0,0,0,0,0,0,0,0.000697252823873937,0.000610944713696319,3,1,,,0,,,0
MO,MAC,Macau,6,2020-08-25,2020-05-16,100,2,64,0,0,0,0,0,0,0,0,0.000704225352112676,0.00061705200811476,3,1,,,0,,,0
MO,MAC,Macau,6,2020-08-27,2020-05-16,101,1,65,0,0,0,0,0,0,0,0,0.000697252823873937,0.000610944713696319,3,1,,,0,,,0
MO,MAC,Macau,6,2020-08-28,2020-05-17,100,1,65,0,0,0,0,0,0,0,0,0.000140845070422535,0.000276031824513654,2,0,,,0,,,0
MO,MAC,Macau,6,2020-08-31,2020-05-17,101,1,66,0,0,0,0,0,0,0,0,0.000139450564774787,0.000273299026737294,2,0,,,0,,,0
MO,MAC,Macau,6,2020-09-01,2020-05-20,100,2,65,0,0,0,0,0,0,0,0,0.000140845070422535,0.000276031824513654,2,0,,,0,,,0
MO,MAC,Macau,6,2020-09-02,2020-05-21,100,1,65,0,0,0,0,0,0,0,0,0.000140845070422535,0.000276031824513654,2,0,,,0,,,0
MO,MAC,Macau,6,2020-09-05,2020-05-21,101,1,66,0,0,0,0,0,0,0,0,0.000139450564774787,0.000273299026737294,2,0,,,0,,,0
MO,MAC,Macau,6,2020-09-06,2020-05-23,100,1,66,0,0,0,0,0,0,0,0,0.000140845070422535,0.000276031824513654,2,0,,,0,,,0
MO,MAC,Macau,6,2020-09-07,2020-05-23,102,2,67,0,0,0,0,0,0,0,0,0.000138083402375035,0.000270619809530604,2,0,,,0,,,0
MO,MAC,Macau,6,2020-09-08,2020-05-25,100,2,67,0,0,0,0,0,0,0,0,0.000140845070422535,0.000276031824513654,2,0,,,0,,,0
