ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
PY,PRY,Paraguay,1,2020-04-24,2020-04-23,50,2,115,1553742.700307,0,0,0,0,1,10656.8949401896,1,10656.8949401896,11,1870.20550603198,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-04-25,2020-04-24,66,2,116,1580474.04462845,0,0,0,0,2,9429.7062613575,1,2171.71232624396,12,1886.6108174884,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-04-26,2020-04-25,73,2,139,1671364.78757777,0,0,0,0,3,11937.0959487024,1,2171.71232624396,17,2263.93298098608,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-04-27,2020-04-26,58,2,131,1751616.6204227,0,0,0,0,1,2507.38968734492,0,0,13,2149.09580079113,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-04-28,2020-04-27,84,2,142,1776697.96034465,0,0,0,0,0,0,0,0,24,2329.55422681176,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-04-29,2020-04-28,60,2,144,1816778.10834862,0,0,0,0,0,0,0,0,30,2362.3648497246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-04-30,2020-04-29,73,2,133,1749130.65429223,0,0,0,0,0,0,0,0,42,2181.90642370397,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-05-01,2020-04-30,43,2,116,1625001.85195114,0,0,0,0,0,0,0,0,39,1903.01612894482,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-05-02,2020-04-30,25,3,141,2102551.65052044,0,0,0,0,0,0,0,0,43,2313.14891535534,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PY,PRY,Paraguay,1,2020-05-03,2020-05-02,85,2,110,1134190.10219362,0,0,0,0,0,0,0,0,8,1804.58426020629,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
