ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
HN,HND,Honduras,1,2020-04-23,2020-04-23,114,1,114,1181771.09968459,0,0,0,2,9308.71636463485,0,0,13,3079.46515312086,0,1,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-04-24,2020-04-24,122,1,122,1214641.77139649,0,0,1,1,2619.82963994925,0,0,16,3354.41739893522,0,0,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-04-25,2020-04-25,113,1,113,1168006.44766703,0,0,1,0,0,0,0,22,3106.96037770229,0,0,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-04-26,2020-04-26,117,1,117,1294707.47465307,0,0,0,1,5780.18842052062,1,5780.18842052062,21,3216.94127602804,0,0,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-04-27,2020-04-27,109,1,109,1191348.87510617,0,0,1,0,0,0,0,43,2996.97947937655,0,0,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-04-28,2020-04-28,133,1,133,1311751.02904506,0,0,1,3,13277.1322737867,2,8956.87374590575,5,3656.86486933102,0,1,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-04-29,2020-04-29,139,1,139,1375868.09804728,0,0,0,4,26170.8447896793,2,20076.8334008161,36,3821.83621681964,0,2,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-04-30,2020-04-30,138,1,138,1175783.05444286,0,0,1,1,3264.56837709183,0,0,6,3739.35054307533,0,0,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-05-01,2020-04-30,92,2,230,2338145.71797646,0,0,2,1,3264.56837709183,0,0,10,6213.92075540459,0,0,,,,,,,,,,,,,,,,,,,,,,,,
HN,HND,Honduras,1,2020-05-02,2020-05-01,76,2,168,2354781.64009888,0,0,1,0,0,0,0,11,4536.71205593698,0,0,,,,,,,,,,,,,,,,,,,,,,,,
