ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
MT,MLT,Malta,2,2020-12-05,2020-04-30,100,1,78,0.03,0.0334344809563718,0.0848430260599223,0.000470843277928182,0.03,0.0334344809563718,0.0848430260599223,0.000470843277928182,0.0387472588888794,0.00877488882713261,0,0,,,0.0299259013806908,0.0333531567529169,0.0862687167889993,0.000478374658441722,0.0299259013806908,0.0333531567529169,0.0862687167889993,0.000478374658441722,0.0338937309195423,0.00818860251985075,,,0.0299259013806908
MT,MLT,Malta,2,2020-12-06,2020-05-01,100,1,78,0.03,0.0334344809563718,0.0887328529746896,0.000491382550141699,0.03,0.0334344809563718,0.0887328529746896,0.000491382550141699,0.0387472588888794,0.00877488882713261,0,0,,,0.0299216978096652,0.0333485432229014,0.0862418756121097,0.000478232872615833,0.0299216978096652,0.0333485432229014,0.0862418756121097,0.000478232872615833,0.0336376267797387,0.00815706544356535,,,0.0299216978096652
MT,MLT,Malta,2,2020-12-07,2020-05-09,100,2,77,0.03,0.0334344809563718,0.0878046047222319,0.000486489708925454,0.03,0.0334344809563718,0.0878046047222319,0.000486489708925454,0.0387472588888794,0.00877488882713261,0,0,,,0.0299173794079428,0.0333438036644489,0.0862136444689222,0.000478083739982287,0.0299173794079428,0.0333438036644489,0.0862136444689222,0.000478083739982287,0.0333682604829024,0.00812390802232947,,,0.0299173794079428
MT,MLT,Malta,2,2020-12-08,2020-05-16,100,1,77,0.03,0.0334344809563718,0.0870182592893308,0.00048234065098535,0.03,0.0334344809563718,0.0870182592893308,0.00048234065098535,0.0391551247719202,0.00886537466070672,0,0,,,0.0299129677543451,0.0333389617618783,0.0861839815270051,0.00047792703874342,0.0299129677543451,0.0333389617618783,0.0861839815270051,0.00047792703874342,0.0330852960223753,0.00808909322216564,,,0.0299129677543451
MT,MLT,Malta,2,2020-12-09,2020-05-18,100,1,77,0.03,0.0334344809563718,0.0860021402130328,0.000476973527846267,0.03,0.0334344809563718,0.0860021402130328,0.000476973527846267,0.0391551247719202,0.00886537466070672,0,0,,,0.0299084896607137,0.033334046943053,0.0861528536281072,0.000477762592822143,0.0299084896607137,0.033334046943053,0.0861528536281072,0.000477762592822143,0.032788534737517,0.00805260140438276,,,0.0299084896607137
MT,MLT,Malta,2,2020-12-12,2020-05-31,100,2,76,0.03,0.0334344809563718,0.0837809250156202,0.000465218785794228,0.03,0.0334344809563718,0.0837809250156202,0.000465218785794228,0.0228404894502868,0.00682828412269553,0,0,,,0.0298950097400611,0.0333192524302917,0.0860505549040876,0.000477222114585091,0.0298950097400611,0.0333192524302917,0.0860505549040876,0.000477222114585091,0.0318164568751135,0.00793323952410944,,,0.0298950097400611
MT,MLT,Malta,2,2020-12-14,2020-06-01,101,2,76,0.0297029702970297,0.0331085145091172,0.0861018630108439,0.000477500545786316,0.0297029702970297,0.0331085145091172,0.0861018630108439,0.000477500545786316,0.0242170368055496,0.00698939285309893,0,0,,,0.0298864362460656,0.0333098428764348,0.085975158120252,0.000476823723555534,0.0298864362460656,0.0333098428764348,0.085975158120252,0.000476823723555534,0.031105998450772,0.00784619250842392,,,0.0298864362460656
MT,MLT,Malta,2,2020-12-18,2020-06-01,102,1,77,0.0294117647058824,0.032788840416564,0.0851580092379162,0.000472509966323086,0.0294117647058824,0.032788840416564,0.0851580092379162,0.000472509966323086,0.0239673766322965,0.00691822212207682,0,0,,,0.0298722658481274,0.0332942908204106,0.0858105264105221,0.000475953679065372,0.0298722658481274,0.0332942908204106,0.0858105264105221,0.000475953679065372,0.0295879210121616,0.00766082698446561,,,0.0298722658481274
MT,MLT,Malta,2,2020-12-28,2020-06-03,100,1,77,0.03,0.0334344809563718,0.0866945240052969,0.00048063138328287,0.03,0.0334344809563718,0.0866945240052969,0.00048063138328287,0.0244719529824502,0.00706204277510519,0,0,,,0.0298689098841518,0.0332906094515369,0.085401351842488,0.00047379025769312,0.0298689098841518,0.0332906094515369,0.085401351842488,0.00047379025769312,0.0262457875241594,0.00725701788490729,,,0.0298689098841518
MT,MLT,Malta,2,2020-12-29,2020-06-03,101,1,78,0.0297029702970297,0.0331085145091172,0.0857126205694392,0.000475443116088319,0.0297029702970297,0.0331085145091172,0.0857126205694392,0.000475443116088319,0.0242170368055496,0.00698939285309893,0,0,,,0.0298710024093097,0.033292906284504,0.0853669857279453,0.000473608471751269,0.0298710024093097,0.033292906284504,0.0853669857279453,0.000473608471751269,0.0260145076943069,0.00722943005843681,,,0.0298710024093097
MT,MLT,Malta,2,2020-12-30,2020-06-09,100,1,78,0.03,0.0334344809563718,0.0856858612863039,0.000475301639231007,0.03,0.0334344809563718,0.0856858612863039,0.000475301639231007,0.0244719529824502,0.00706204277510519,0,0,,,0.0298733609306921,0.0332954950529675,0.0853343074464987,0.000473435599318159,0.0298733609306921,0.0332954950529675,0.0853343074464987,0.000473435599318159,0.0258055355111394,0.00720457435817384,,,0.0298733609306921
MT,MLT,Malta,2,2020-12-31,2020-06-14,100,1,78,0.03,0.0334344809563718,0.0825687053010387,0.000458790775971081,0.03,0.0334344809563718,0.0825687053010387,0.000458790775971081,0.0244719529824502,0.00706204277510519,0,0,,,0.0298759280652425,0.0332983127752083,0.0853033116372484,0.000473271613651022,0.0298759280652425,0.0332983127752083,0.0853033116372484,0.000473271613651022,0.0256182127762458,0.00718236247471962,,,0.0298759280652425
MT,MLT,Malta,2,2021-08-28,2020-12-18,100,1,76,0.01,0.0195013954179879,0.0283292079533391,0.000265462143559285,0.01,0.0195013954179879,0.0283292079533391,0.000265462143559285,0.00874172185430463,0.00363686472974108,30,3,12,30,0.00998499876563147,0.0194722865410274,0.027430019726828,0.000257150630388236,0.00998499876563147,0.0194722865410274,0.027430019726828,0.000257150630388236,0.00950585123513108,0.00378687110789304,0.285714285714286,0.277469815671643,0.00998499876563147
MT,MLT,Malta,2,2021-09-02,2020-12-28,100,1,76,0.01,0.0195013954179879,0.0280791815327372,0.000263153092071428,0.01,0.0195013954179879,0.0280791815327372,0.000263153092071428,0.00993377483443708,0.00387457900754152,30,3,12,31,0.00997884586788297,0.0194603471521908,0.0271898462417487,0.000254929247422963,0.00997884586788297,0.0194603471521908,0.0271898462417487,0.000254929247422963,0.00949139248722013,0.00378298004754492,0.27906976744186,0.274973010989182,0.00997884586788297
