date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-10-06,AFG,Afghanistan,-99,1,0,1,1,0
2020-10-06,AFG,Afghanistan,1,22,3,22,30,2
2020-10-06,AFG,Afghanistan,2,27,3,27,24,0
2020-10-06,AFG,Afghanistan,3,14,2,14,29,2
2020-10-06,AFG,Afghanistan,4,8,1,8,101,2
2020-10-06,AFG,Afghanistan,5,2,0,2,0,0
2020-10-06,AFG,Afghanistan,7,4,2,4,101,2
2020-10-06,ALA,Aland Islands,1,4,0,4,1,0
2020-10-06,ALA,Aland Islands,2,1,0,1,0,0
2020-10-06,ALA,Aland Islands,3,1,1,1,45,1
2020-10-06,ALA,Aland Islands,5,3,0,3,0,0
2020-10-06,ALA,Aland Islands,6,1,0,1,0,0
2020-10-06,ALA,Aland Islands,7,1,0,1,0,1
2020-10-06,ALB,Albania,-99,1,0,1,0,0
2020-10-06,ALB,Albania,1,6,0,6,1,0
2020-10-06,ALB,Albania,2,20,2,20,29,1
2020-10-06,ALB,Albania,3,28,1,28,119,1
2020-10-06,ALB,Albania,4,11,0,11,5,1
2020-10-06,ALB,Albania,5,10,0,10,26,1
2020-10-06,ALB,Albania,6,4,0,4,1,0
2020-10-06,DZA,Algeria,1,11,3,11,128,3
2020-10-06,DZA,Algeria,2,34,2,34,121,2
2020-10-06,DZA,Algeria,3,30,1,30,16,1
2020-10-06,DZA,Algeria,4,18,0,18,6,0
2020-10-06,DZA,Algeria,5,13,1,13,2,1
2020-10-06,DZA,Algeria,6,7,0,7,6,1
2020-10-06,DZA,Algeria,7,1,0,1,0,0
2020-10-06,ASM,American Samoa,1,2,0,2,0,0
2020-10-06,ASM,American Samoa,3,3,0,3,0,0
2020-10-06,ASM,American Samoa,4,1,0,1,0,0
2020-10-06,ASM,American Samoa,5,1,0,1,0,1
2020-10-06,ASM,American Samoa,6,3,1,3,99,1
2020-10-06,ASM,American Samoa,7,1,1,1,1,1
2020-10-06,AND,Andorra,1,1,1,1,100,1
2020-10-06,AND,Andorra,2,1,0,1,0,0
2020-10-06,AND,Andorra,3,4,0,4,2,1
2020-10-06,AND,Andorra,4,2,0,2,0,0
2020-10-06,AND,Andorra,6,2,1,2,45,1
