"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_infected","p_infected_low","p_infected_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recent","p_recent_low","p_recent_high","p_daily","p_daily_low","p_daily_high","p_active","p_active_low","p_active_high"
"2022/07/01","USOK",3956971,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/07/02","USOK",3956971,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/07/03","USOK",3956971,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/07/04","USOK",3956971,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/07/05","USOK",3956971,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/07/06","USOK",3956971,1,40,1,40,0.5,0.34505124192386,0.65494875807614,0,0,0,0.05,0,0.117540597788103,0.00714285714285714,0,0.0332402702231858,0,0,0
"2022/07/07","USOK",3956971,1,40,1,40,0.5,0.34505124192386,0.65494875807614,0,0,0,0.05,0,0.117540597788103,0.00714285714285714,0,0.0332402702231858,0,0,0
"2022/07/08","USOK",3956971,1,40,1,40,0.5,0.34505124192386,0.65494875807614,0,0,0,0.05,0,0.117540597788103,0.00714285714285714,0,0.0332402702231858,0,0,0
"2022/07/09","USOK",3956971,1,40,1,40,0.5,0.34505124192386,0.65494875807614,0,0,0,0.05,0,0.117540597788103,0.00714285714285714,0,0.0332402702231858,0,0,0
"2022/07/10","USOK",3956971,1,40,1,40,0.5,0.34505124192386,0.65494875807614,0,0,0,0.05,0,0.117540597788103,0.00714285714285714,0,0.0332402702231858,0,0,0
"2022/07/11","USOK",3956971,1,40,1,40,0.5,0.34505124192386,0.65494875807614,0,0,0,0.05,0,0.117540597788103,0.00714285714285714,0,0.0332402702231858,0,0,0
