"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2022/08/15","CAAB",4436258,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CABC",5153039,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CAMB",1380935,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CANB",782078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CANL",520438,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CANS",979449,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CANT",45136,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CANU",39407,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CAON",14755211,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CAPE",159819,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CAQC",8575944,1,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CASK",1178832,1,50,0,0,0.2,0.110872305947974,NA,NA,NA,NA,NA,NA,NA,NA
"2022/08/15","CAYT",42192,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
