"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-03-06,"SK","SVK","Slovakia",1,0,0,NA
2020-03-07,"SK","SVK","Slovakia",1,0,0,NA
2020-03-08,"SK","SVK","Slovakia",3,0,0,NA
2020-03-09,"SK","SVK","Slovakia",5,0,0,NA
2020-03-10,"SK","SVK","Slovakia",7,0,0,NA
2020-03-11,"SK","SVK","Slovakia",7,0,0,NA
2020-03-12,"SK","SVK","Slovakia",10,0,0,NA
2020-03-13,"SK","SVK","Slovakia",21,0,0,NA
2020-03-14,"SK","SVK","Slovakia",32,0,0,NA
2020-03-15,"SK","SVK","Slovakia",44,0,0,NA
2020-03-16,"SK","SVK","Slovakia",61,0,0,NA
2020-03-17,"SK","SVK","Slovakia",72,0,0,NA
2020-03-18,"SK","SVK","Slovakia",96,1,0,NA
2020-03-19,"SK","SVK","Slovakia",104,1,0,NA
2020-03-20,"SK","SVK","Slovakia",123,1,0,NA
2020-03-21,"SK","SVK","Slovakia",137,1,0,NA
2020-03-22,"SK","SVK","Slovakia",178,0,7,171
2020-03-23,"SK","SVK","Slovakia",185,0,7,178
2020-03-24,"SK","SVK","Slovakia",204,0,7,197
2020-03-25,"SK","SVK","Slovakia",216,0,7,209
2020-03-26,"SK","SVK","Slovakia",226,0,2,224
2020-03-27,"SK","SVK","Slovakia",269,0,2,267
2020-03-28,"SK","SVK","Slovakia",292,0,2,290
2020-03-29,"SK","SVK","Slovakia",314,0,2,312
2020-03-30,"SK","SVK","Slovakia",336,0,7,329
2020-03-31,"SK","SVK","Slovakia",363,0,3,360
2020-04-01,"SK","SVK","Slovakia",400,1,3,396
2020-04-02,"SK","SVK","Slovakia",426,1,5,420
2020-04-03,"SK","SVK","Slovakia",450,1,10,439
2020-04-04,"SK","SVK","Slovakia",471,1,10,460
2020-04-05,"SK","SVK","Slovakia",485,1,10,474
2020-04-06,"SK","SVK","Slovakia",534,2,8,524
2020-04-07,"SK","SVK","Slovakia",581,2,13,566
2020-04-08,"SK","SVK","Slovakia",682,2,16,664
2020-04-09,"SK","SVK","Slovakia",701,2,23,676
2020-04-10,"SK","SVK","Slovakia",715,2,23,690
2020-04-11,"SK","SVK","Slovakia",728,2,23,703
2020-04-12,"SK","SVK","Slovakia",742,2,23,717
2020-04-13,"SK","SVK","Slovakia",769,2,107,660
2020-04-14,"SK","SVK","Slovakia",835,2,113,720
2020-04-15,"SK","SVK","Slovakia",863,6,151,706
2020-04-16,"SK","SVK","Slovakia",977,8,167,802
2020-04-17,"SK","SVK","Slovakia",1049,9,175,865
2020-04-18,"SK","SVK","Slovakia",1089,11,213,865
2020-04-19,"SK","SVK","Slovakia",1161,12,229,920
2020-04-20,"SK","SVK","Slovakia",1173,13,251,909
2020-04-21,"SK","SVK","Slovakia",1199,14,258,927
2020-04-22,"SK","SVK","Slovakia",1244,14,284,946
2020-04-23,"SK","SVK","Slovakia",1325,15,288,1022
2020-04-24,"SK","SVK","Slovakia",1360,17,355,988
2020-04-25,"SK","SVK","Slovakia",1373,17,386,970
2020-04-26,"SK","SVK","Slovakia",1379,18,394,967
2020-04-27,"SK","SVK","Slovakia",1381,18,403,960
2020-04-28,"SK","SVK","Slovakia",1384,20,423,941
2020-04-29,"SK","SVK","Slovakia",1391,22,484,885
2020-04-30,"SK","SVK","Slovakia",1396,23,524,849
2020-05-01,"SK","SVK","Slovakia",1403,23,558,822
2020-05-02,"SK","SVK","Slovakia",1407,24,608,775
