"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-02-25,"CH","CHE","Switzerland",1,0,0,NA
2020-02-26,"CH","CHE","Switzerland",1,0,0,NA
2020-02-27,"CH","CHE","Switzerland",8,0,0,NA
2020-02-28,"CH","CHE","Switzerland",8,0,0,NA
2020-02-29,"CH","CHE","Switzerland",18,0,0,NA
2020-03-01,"CH","CHE","Switzerland",27,0,0,NA
2020-03-02,"CH","CHE","Switzerland",42,0,0,NA
2020-03-03,"CH","CHE","Switzerland",56,0,2,NA
2020-03-04,"CH","CHE","Switzerland",90,0,3,NA
2020-03-05,"CH","CHE","Switzerland",114,0,3,NA
2020-03-06,"CH","CHE","Switzerland",214,1,3,NA
2020-03-07,"CH","CHE","Switzerland",268,1,3,NA
2020-03-08,"CH","CHE","Switzerland",337,2,3,NA
2020-03-09,"CH","CHE","Switzerland",374,2,3,NA
2020-03-10,"CH","CHE","Switzerland",491,5,3,NA
2020-03-11,"CH","CHE","Switzerland",652,7,4,NA
2020-03-12,"CH","CHE","Switzerland",652,10,4,NA
2020-03-13,"CH","CHE","Switzerland",1139,11,4,NA
2020-03-14,"CH","CHE","Switzerland",1359,14,4,NA
2020-03-15,"CH","CHE","Switzerland",2200,21,4,NA
2020-03-16,"CH","CHE","Switzerland",2200,32,4,NA
2020-03-17,"CH","CHE","Switzerland",2700,39,4,NA
2020-03-18,"CH","CHE","Switzerland",3028,48,15,NA
2020-03-19,"CH","CHE","Switzerland",4075,58,15,NA
2020-03-20,"CH","CHE","Switzerland",5294,79,15,NA
2020-03-21,"CH","CHE","Switzerland",6575,100,15,NA
2020-03-22,"CH","CHE","Switzerland",7474,116,131,7245
2020-03-23,"CH","CHE","Switzerland",8795,144,131,8544
2020-03-24,"CH","CHE","Switzerland",9877,164,131,9624
2020-03-25,"CH","CHE","Switzerland",10897,199,131,10613
2020-03-26,"CH","CHE","Switzerland",11811,242,131,11489
2020-03-27,"CH","CHE","Switzerland",12928,278,1530,11167
2020-03-28,"CH","CHE","Switzerland",14076,334,1530,12282
2020-03-29,"CH","CHE","Switzerland",14829,381,1595,12934
2020-03-30,"CH","CHE","Switzerland",15922,439,1823,13740
2020-03-31,"CH","CHE","Switzerland",16605,491,1823,14349
2020-04-01,"CH","CHE","Switzerland",17768,552,2967,14313
2020-04-02,"CH","CHE","Switzerland",18827,614,4013,14278
2020-04-03,"CH","CHE","Switzerland",19606,668,4846,14169
2020-04-04,"CH","CHE","Switzerland",20505,726,6415,13424
