"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-02-25,"CH","CHE","Switzerland",1,0,0,NA
2020-02-26,"CH","CHE","Switzerland",1,0,0,NA
2020-02-27,"CH","CHE","Switzerland",8,0,0,NA
2020-02-28,"CH","CHE","Switzerland",8,0,0,NA
2020-02-29,"CH","CHE","Switzerland",18,0,0,NA
2020-03-01,"CH","CHE","Switzerland",27,0,0,NA
2020-03-02,"CH","CHE","Switzerland",42,0,0,NA
2020-03-03,"CH","CHE","Switzerland",56,0,2,NA
2020-03-04,"CH","CHE","Switzerland",90,0,3,NA
2020-03-05,"CH","CHE","Switzerland",114,1,3,NA
2020-03-06,"CH","CHE","Switzerland",214,1,3,NA
2020-03-07,"CH","CHE","Switzerland",268,1,3,NA
2020-03-08,"CH","CHE","Switzerland",337,2,3,NA
2020-03-09,"CH","CHE","Switzerland",374,2,3,NA
2020-03-10,"CH","CHE","Switzerland",491,3,3,NA
2020-03-11,"CH","CHE","Switzerland",652,4,4,NA
2020-03-12,"CH","CHE","Switzerland",652,4,4,NA
2020-03-13,"CH","CHE","Switzerland",1139,11,4,NA
2020-03-14,"CH","CHE","Switzerland",1359,13,4,NA
2020-03-15,"CH","CHE","Switzerland",2200,14,4,NA
2020-03-16,"CH","CHE","Switzerland",2200,14,4,NA
2020-03-17,"CH","CHE","Switzerland",2700,27,4,NA
2020-03-18,"CH","CHE","Switzerland",3028,28,15,NA
2020-03-19,"CH","CHE","Switzerland",4075,41,15,NA
2020-03-20,"CH","CHE","Switzerland",5294,54,15,NA
2020-03-21,"CH","CHE","Switzerland",6575,75,15,NA
2020-03-22,"CH","CHE","Switzerland",7474,98,131,7245
2020-03-23,"CH","CHE","Switzerland",8795,120,131,8544
2020-03-24,"CH","CHE","Switzerland",9877,122,131,9624
2020-03-25,"CH","CHE","Switzerland",10897,153,131,10613
2020-03-26,"CH","CHE","Switzerland",11811,191,131,11489
2020-03-27,"CH","CHE","Switzerland",12928,231,1530,11167
2020-03-28,"CH","CHE","Switzerland",14076,264,1530,12282
2020-03-29,"CH","CHE","Switzerland",14829,300,1595,12934
2020-03-30,"CH","CHE","Switzerland",15922,359,1823,13740
2020-03-31,"CH","CHE","Switzerland",16605,433,1823,14349
2020-04-01,"CH","CHE","Switzerland",17768,488,2967,14313
2020-04-02,"CH","CHE","Switzerland",18827,536,4013,14278
2020-04-03,"CH","CHE","Switzerland",19606,591,4846,14169
2020-04-04,"CH","CHE","Switzerland",20505,666,6415,13424
