"CountryName","CountryCode","RegionName","RegionCode","Jurisdiction","Date","C1_School closing","C1_Flag","C2_Workplace closing","C2_Flag","C3_Cancel public events","C3_Flag","C4_Restrictions on gatherings","C4_Flag","C5_Close public transport","C5_Flag","C6_Stay at home requirements","C6_Flag","C7_Restrictions on internal movement","C7_Flag","C8_International travel controls","E1_Income support","E1_Flag","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H1_Flag","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","H6_Facial Coverings","H6_Flag","H7_Vaccination policy","H7_Flag","H8_Protection of elderly people","H8_Flag","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","StringencyLegacyIndex","StringencyLegacyIndexForDisplay","GovernmentResponseIndex","GovernmentResponseIndexForDisplay","ContainmentHealthIndex","ContainmentHealthIndexForDisplay","EconomicSupportIndex","EconomicSupportIndexForDisplay","cases","deaths","population","iso2"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-01,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,5.56,5.56,8.57,8.57,3.12,3.12,3.57,3.57,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-02,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-03,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-04,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-05,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-06,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-07,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-08,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-09,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-10,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-11,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-12,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-13,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-14,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-15,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-16,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-17,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-18,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-19,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,13.02,13.02,14.88,14.88,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-20,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,19.27,19.27,22.02,22.02,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-21,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,0,NA,NA,NA,NA,19.44,19.44,26.43,26.43,19.27,19.27,22.02,22.02,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-22,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,2,0,0,0,NA,0,NA,0,NA,NA,0,0,19.44,19.44,26.43,26.43,19.27,19.27,22.02,22.02,0,0,NA,NA,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-23,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,1,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,1,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-24,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,3,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,2,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-25,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,3,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-26,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,4,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,1,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-27,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,5,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,1,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-28,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,7,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,2,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-29,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,7,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-30,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,10,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,3,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-01-31,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,13,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,3,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-01,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,16,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,3,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-02,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,18,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,2,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-03,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,0,NA,NA,18,0,25,25,33.57,33.57,24.48,24.48,27.98,27.98,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-04,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,24,0,25,25,33.57,33.57,28.65,28.65,32.74,32.74,0,0,6,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-05,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,28,0,25,25,33.57,33.57,28.65,28.65,32.74,32.74,0,0,4,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-06,0,NA,0,NA,0,NA,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,28,0,25,25,33.57,33.57,28.65,28.65,32.74,32.74,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-07,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,30,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,2,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-08,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,33,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,3,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-09,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,40,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,7,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-10,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,45,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,5,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-11,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,47,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,2,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-12,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,50,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,3,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-13,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,58,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,8,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-14,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,67,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,9,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-15,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,72,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,5,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-16,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,75,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,3,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-17,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,77,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,2,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-18,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,4.47e+09,0,2,1,2,2,5600000,0,0,NA,0,NA,2,1,NA,81,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,4,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-19,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,84,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,3,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-20,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,84,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-21,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,85,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,1,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-22,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,85,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-23,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,89,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,4,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-24,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,89,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,0,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-25,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,91,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,2,0,5804343,"SG"
"Singapore","SGP",NA,NA,"NAT_TOTAL",2020-02-26,0,NA,0,NA,1,1,2,1,0,NA,0,NA,0,NA,3,0,NA,0,0,0,2,1,2,2,0,0,0,NA,0,NA,2,1,NA,93,0,30.56,30.56,34.52,34.52,31.77,31.77,36.31,36.31,0,0,2,0,5804343,"SG"
