Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Visibility,Recovered,Fatalities,RecentCases,RecentCases14,PositiveTest14Days,PositiveTest07Days,LongCovid,StillSick,Tested,Positive,Hospital,Severe,ICU,Vaccinated,RecentVaccinated,VaccineSideEffects,RefuseVaccine,ContactsDoctors,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/03/23,"United Kingdom",GB,,,,15,5,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,"East Lothian",GBELN,,10,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,"City of Edinburgh",GBEDH,,20,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,"Greater London",GBLND,,20,1,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,8,1,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,45,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Highland,GBHLD,,40,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,10,1,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,15,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,"City of Edinburgh",GBEDH,,8,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,6,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,"West Lothian",GBWLN,,20,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Fife,GBFIF,,5,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Cornwall,GBCON,,20,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,25,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,15,0,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,Midlothian,GBMLN,,40,2,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
2020/03/23,"United Kingdom",GB,"West Lothian",GBWLN,,15,2,,,,,,,,,,,,,,,,,,,,,,,GB-raw-csv,,
