"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"2","ES","ESAN","ESCO",782979,0.116666666666667,0.116666666666667,0,0,60,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"3","ES","ESAN","ESGR",914678,0.05,0.05,0,0,20,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"4","ES","ESAN","ESH",521870,0.16,0.16,0,0,50,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"5","ES","ESAN","ESCA",1240155,0.06,0.06,0,0,50,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"6","ES","ESAN","ESJ",633564,0.02,0.02,0.01,0.01,200,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"7","ES","ESAN","ESMA",1661785,0.05,0.05,0,0,200,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"8","ES","ESAN","ESSE",1942389,0.05,0.05,0.0333333333333333,0.0333333333333333,60,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0633809679087279,0.0633809679087279,0.00923451494136997,0.00923451494136997,640,640,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
"10","ES","ESAR","ESHU",220461,0.1,0.1,0,0,50,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,1.02443038175216,1.02443038175216,0.175295942294564,0.175295942294564,47026208,0.13,0.13,0,0,100,1.02443038175216,1.02443038175216,115,0.175295942294564,0.175295942294564,115,0.608416250704643,0.608416250704643,0.0937629458784876,0.0937629458784876
