"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"2","ES","ESAN","ESCO",782979,0.04,0.04,0,0,25,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"3","ES","ESAN","ESGR",914678,0.1,0.1,0.02,0.02,100,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"4","ES","ESAN","ESH",521870,0.1,0.1,0.0133333333333333,0.0133333333333333,150,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"5","ES","ESAN","ESCA",1240155,0.06,0.06,0,0,50,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"6","ES","ESAN","ESJ",633564,0,0,0,0,16,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"7","ES","ESAN","ESMA",1661785,0.1,0.1,0,0,100,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"8","ES","ESAN","ESSE",1942389,0.05,0.05,0.0333333333333333,0.0333333333333333,60,8414240,0,0,0,0,10,0.0666042920874787,0.0666042920874787,0.0116919859727892,0.0116919859727892,501,501,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.884935559695108,0.884935559695108,0.131050503344726,0.131050503344726,47026208,0.13,0.13,0,0,100,0.884935559695108,0.884935559695108,82,0.131050503344726,0.131050503344726,82,0.470135801620873,0.470135801620873,0.0590447322761953,0.0590447322761953
