"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-05,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-06,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-07,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-08,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-09,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-10,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-11,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-12,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-13,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-14,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-15,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-16,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-17,"Cameroon","CMR","CM",0,0,0,0,0,0,0,0,"CM",25876387,0,0,0,0,0,0
2020-01-18,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-19,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-20,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-21,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-22,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-23,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-24,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-25,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-26,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-27,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-28,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-29,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-30,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-01-31,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-01,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-02,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-03,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-04,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-05,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-06,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-07,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-08,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-09,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-10,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-11,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-12,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-13,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
2020-02-14,"Cameroon","CMR","CM",0,0,0,0,NA,NA,NA,NA,"CM",25876387,0,0,0,0,0,0
