"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active"
2020-01-22,"North America","OWID_NAM",NA,0,0,1,NA,NA,0,0,0,NA,NA,NA
2020-01-23,"North America","OWID_NAM",NA,0,0,1,NA,NA,0,0,0,NA,NA,NA
2020-01-24,"North America","OWID_NAM",NA,1,0,2,NA,NA,0,0,0,NA,NA,NA
2020-01-25,"North America","OWID_NAM",NA,0,0,2,NA,NA,0,0,0,NA,NA,NA
2020-01-26,"North America","OWID_NAM",NA,4,0,6,NA,NA,0,0,0,NA,NA,NA
2020-01-27,"North America","OWID_NAM",NA,0,0,6,NA,NA,0,0,0,NA,NA,NA
2020-01-28,"North America","OWID_NAM",NA,1,0,7,NA,NA,0,0,0,NA,NA,NA
2020-01-29,"North America","OWID_NAM",NA,1,0,8,NA,NA,0,0,0,NA,NA,NA
2020-01-30,"North America","OWID_NAM",NA,0,0,8,NA,NA,0,0,0,NA,NA,NA
2020-01-31,"North America","OWID_NAM",NA,4,0,12,NA,NA,0,0,0,NA,NA,NA
2020-02-01,"North America","OWID_NAM",NA,0,0,12,NA,NA,0,0,0,NA,NA,NA
2020-02-02,"North America","OWID_NAM",NA,0,0,12,NA,NA,0,0,0,NA,NA,NA
2020-02-03,"North America","OWID_NAM",NA,3,0,15,NA,NA,0,0,0,NA,NA,NA
2020-02-04,"North America","OWID_NAM",NA,0,0,15,NA,NA,1,7.64285714285714,10,NA,NA,NA
2020-02-05,"North America","OWID_NAM",NA,1,0,16,NA,NA,1.07142857142857,8.71428571428571,10.7142857142857,NA,NA,NA
2020-02-06,"North America","OWID_NAM",NA,1,0,17,NA,NA,1.14285714285714,9.85714285714286,11.4285714285714,NA,NA,NA
2020-02-07,"North America","OWID_NAM",NA,2,0,19,NA,NA,1.21428571428571,11.0714285714286,12.1428571428571,NA,NA,NA
2020-02-08,"North America","OWID_NAM",NA,0,0,19,NA,NA,1.21428571428571,12.2857142857143,12.1428571428571,NA,NA,NA
2020-02-09,"North America","OWID_NAM",NA,0,0,19,NA,NA,0.928571428571429,13.2142857142857,9.28571428571429,NA,NA,NA
2020-02-10,"North America","OWID_NAM",NA,0,0,19,NA,NA,0.928571428571429,14.1428571428571,9.28571428571429,NA,NA,NA
2020-02-11,"North America","OWID_NAM",NA,1,0,20,NA,NA,0.928571428571429,15.0714285714286,9.28571428571429,NA,NA,NA
2020-02-12,"North America","OWID_NAM",NA,0,0,20,NA,NA,0.857142857142857,15.9285714285714,8.57142857142857,NA,NA,NA
2020-02-13,"North America","OWID_NAM",NA,1,0,21,NA,NA,0.928571428571429,16.8571428571429,9.28571428571429,NA,NA,NA
2020-02-14,"North America","OWID_NAM",NA,0,0,21,NA,NA,0.642857142857143,17.5,6.42857142857143,NA,NA,NA
2020-02-15,"North America","OWID_NAM",NA,0,0,21,NA,NA,0.642857142857143,18.1428571428571,6.42857142857143,NA,NA,NA
2020-02-16,"North America","OWID_NAM",NA,0,0,21,NA,NA,0.642857142857143,18.7857142857143,6.42857142857143,NA,NA,NA
2020-02-17,"North America","OWID_NAM",NA,1,0,22,NA,NA,0.5,19.2857142857143,5,NA,NA,NA
