"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active"
2020-01-22,"Upper middle income","OWID_UMC",NA,0,0,551,17,NA,0,0,0,NA,NA,NA
2020-01-23,"Upper middle income","OWID_UMC",NA,92,1,643,18,NA,0,0,0,NA,NA,NA
2020-01-24,"Upper middle income","OWID_UMC",NA,278,8,921,26,NA,0,0,0,NA,NA,NA
2020-01-25,"Upper middle income","OWID_UMC",NA,488,16,1409,42,NA,0,0,0,NA,NA,NA
2020-01-26,"Upper middle income","OWID_UMC",NA,665,14,2074,56,NA,0,0,0,NA,NA,NA
2020-01-27,"Upper middle income","OWID_UMC",NA,801,26,2875,82,NA,0,0,0,NA,NA,NA
2020-01-28,"Upper middle income","OWID_UMC",NA,2637,49,5512,131,NA,0,0,0,NA,NA,NA
2020-01-29,"Upper middle income","OWID_UMC",NA,579,2,6091,133,NA,0,0,0,NA,NA,NA
2020-01-30,"Upper middle income","OWID_UMC",NA,2055,38,8146,171,NA,0,0,0,NA,NA,NA
2020-01-31,"Upper middle income","OWID_UMC",NA,1666,42,9812,213,NA,0,0,0,NA,NA,NA
2020-02-01,"Upper middle income","OWID_UMC",NA,2088,46,11900,259,NA,0,0,0,NA,NA,NA
2020-02-02,"Upper middle income","OWID_UMC",NA,4736,102,16636,361,NA,0,0,0,NA,NA,NA
2020-02-03,"Upper middle income","OWID_UMC",NA,3086,64,19722,425,NA,0,0,0,NA,NA,NA
2020-02-04,"Upper middle income","OWID_UMC",NA,3995,65,23717,490,NA,1654.71428571429,7857.78571428571,16547.1428571429,NA,NA,NA
2020-02-05,"Upper middle income","OWID_UMC",NA,3731,72,27448,562,NA,1921.21428571429,9779,19212.1428571429,NA,NA,NA
2020-02-06,"Upper middle income","OWID_UMC",NA,3146,70,30594,632,NA,2139.35714285714,11918.3571428571,21393.5714285714,NA,NA,NA
2020-02-07,"Upper middle income","OWID_UMC",NA,3523,85,34117,717,NA,2371.14285714286,14289.5,23711.4285714286,NA,NA,NA
2020-02-08,"Upper middle income","OWID_UMC",NA,2711,87,36828,804,NA,2529.92857142857,16819.4285714286,25299.2857142857,NA,NA,NA
2020-02-09,"Upper middle income","OWID_UMC",NA,3013,100,39841,904,NA,2697.64285714286,19517.0714285714,26976.4285714286,NA,NA,NA
2020-02-10,"Upper middle income","OWID_UMC",NA,2517,107,42358,1011,NA,2820.21428571429,22337.2857142857,28202.1428571429,NA,NA,NA
2020-02-11,"Upper middle income","OWID_UMC",NA,2022,100,44380,1111,NA,2776.28571428571,25113.5714285714,27762.8571428571,NA,NA,NA
2020-02-12,"Upper middle income","OWID_UMC",NA,372,5,44752,1116,NA,2761.5,27875.0714285714,27615,NA,NA,NA
2020-02-13,"Upper middle income","OWID_UMC",NA,15133,252,59885,1368,NA,3695.64285714286,31570.7142857143,36956.4285714286,NA,NA,NA
2020-02-14,"Upper middle income","OWID_UMC",NA,6461,152,66346,1520,NA,4038.14285714286,35608.8571428571,40381.4285714286,NA,NA,NA
2020-02-15,"Upper middle income","OWID_UMC",NA,2059,142,68405,1662,NA,4036.07142857143,39644.9285714286,40360.7142857143,NA,NA,NA
2020-02-16,"Upper middle income","OWID_UMC",NA,2099,103,70504,1765,NA,3847.71428571429,43492.6428571429,38477.1428571429,NA,NA,NA
2020-02-17,"Upper middle income","OWID_UMC",NA,1919,98,72423,1863,NA,3764.35714285714,47257,37643.5714285714,NA,NA,NA
2020-02-18,"Upper middle income","OWID_UMC",NA,1775,139,74198,2002,NA,3605.78571428571,50862.7857142857,36057.8571428571,NA,NA,NA
2020-02-19,"Upper middle income","OWID_UMC",NA,407,112,74605,2114,NA,3368.35714285714,54231.1428571429,33683.5714285714,NA,NA,NA
2020-02-20,"Upper middle income","OWID_UMC",NA,453,122,75058,2236,NA,3176,57407.1428571429,31760,NA,NA,NA
2020-02-21,"Upper middle income","OWID_UMC",NA,474,0,75532,2236,NA,2958.21428571429,60365.3571428571,29582.1428571429,NA,NA,NA
2020-02-22,"Upper middle income","OWID_UMC",NA,1450,205,76982,2441,NA,2868.14285714286,63233.5,28681.4285714286,NA,NA,NA
2020-02-23,"Upper middle income","OWID_UMC",NA,16,2,76998,2443,NA,2654.07142857143,65887.5714285714,26540.7142857143,NA,NA,NA
2020-02-24,"Upper middle income","OWID_UMC",NA,215,150,77213,2593,NA,2489.64285714286,68377.2142857143,24896.4285714286,NA,NA,NA
2020-02-25,"Upper middle income","OWID_UMC",NA,510,70,77723,2663,NA,2381.64285714286,70758.8571428571,23816.4285714286,NA,NA,NA
2020-02-26,"Upper middle income","OWID_UMC",NA,417,52,78140,2715,NA,2384.85714285714,73143.7142857143,23848.5714285714,NA,NA,NA
2020-02-27,"Upper middle income","OWID_UMC",NA,436,29,78576,2744,NA,1335.07142857143,74478.7857142857,13350.7142857143,NA,NA,NA
2020-02-28,"Upper middle income","OWID_UMC",NA,333,44,78909,2788,NA,897.357142857143,75376.1428571429,8973.57142857143,NA,NA,NA
2020-02-29,"Upper middle income","OWID_UMC",NA,444,47,79353,2835,NA,782,76158.1428571429,7820,NA,NA,NA
2020-03-01,"Upper middle income","OWID_UMC",NA,601,36,79954,2871,NA,675,76833.1428571429,6750,NA,NA,NA
2020-03-02,"Upper middle income","OWID_UMC",NA,212,42,80166,2913,NA,553.071428571429,77386.2142857143,5530.71428571429,NA,NA,NA
2020-03-03,"Upper middle income","OWID_UMC",NA,141,33,80307,2946,NA,436.357142857143,77822.5714285714,4363.57142857143,NA,NA,NA
2020-03-04,"Upper middle income","OWID_UMC",NA,148,38,80455,2984,NA,417.857142857143,78240.4285714286,4178.57142857143,NA,NA,NA
2020-03-05,"Upper middle income","OWID_UMC",NA,176,32,80631,3016,NA,398.071428571429,78638.5,3980.71428571429,NA,NA,NA
2020-03-06,"Upper middle income","OWID_UMC",NA,221,31,80852,3047,NA,380,79018.5,3800,NA,NA,NA
2020-03-07,"Upper middle income","OWID_UMC",NA,115,29,80967,3076,NA,284.642857142857,79303.1428571429,2846.42857142857,NA,NA,NA
2020-03-08,"Upper middle income","OWID_UMC",NA,125,31,81092,3107,NA,292.428571428571,79595.5714285714,2924.28571428571,NA,NA,NA
2020-03-09,"Upper middle income","OWID_UMC",NA,69,23,81161,3130,NA,282,79877.5714285714,2820,NA,NA,NA
2020-03-10,"Upper middle income","OWID_UMC",NA,123,18,81284,3148,NA,254.357142857143,80131.9285714286,2543.57142857143,NA,NA,NA
2020-03-11,"Upper middle income","OWID_UMC",NA,156,27,81440,3175,NA,235.714285714286,80367.6428571429,2357.14285714286,NA,NA,NA
2020-03-12,"Upper middle income","OWID_UMC",NA,112,14,81552,3189,NA,212.571428571429,80580.2142857143,2125.71428571429,NA,NA,NA
2020-03-13,"Upper middle income","OWID_UMC",NA,416,10,81968,3199,NA,218.5,80798.7142857143,2185,NA,NA,NA
2020-03-14,"Upper middle income","OWID_UMC",NA,301,17,82269,3216,NA,208.285714285714,81007,2082.85714285714,NA,NA,NA
2020-03-15,"Upper middle income","OWID_UMC",NA,435,12,82704,3228,NA,196.428571428571,81203.4285714286,1964.28571428571,NA,NA,NA
2020-03-16,"Upper middle income","OWID_UMC",NA,524,15,83228,3243,NA,218.714285714286,81422.1428571429,2187.14285714286,NA,NA,NA
2020-03-17,"Upper middle income","OWID_UMC",NA,675,23,83903,3266,NA,256.857142857143,81679,2568.57142857143,NA,NA,NA
2020-03-18,"Upper middle income","OWID_UMC",NA,760,23,84663,3289,NA,300.571428571429,81979.5714285714,3005.71428571429,NA,NA,NA
2020-03-19,"Upper middle income","OWID_UMC",NA,1177,28,85840,3317,NA,372.071428571429,82351.6428571429,3720.71428571429,NA,NA,NA
2020-03-20,"Upper middle income","OWID_UMC",NA,1329,27,87169,3344,NA,451.214285714286,82802.8571428571,4512.14285714286,NA,NA,NA
2020-03-21,"Upper middle income","OWID_UMC",NA,1683,28,88852,3372,NA,563.214285714286,83366.0714285714,5632.14285714286,NA,NA,NA
2020-03-22,"Upper middle income","OWID_UMC",NA,2782,75,91634,3447,NA,753,84119.0714285714,7530,NA,NA,NA
2020-03-23,"Upper middle income","OWID_UMC",NA,2100,49,93734,3496,NA,898.071428571429,85017.1428571429,8980.71428571429,NA,NA,NA
2020-03-24,"Upper middle income","OWID_UMC",NA,2205,64,95939,3560,NA,1046.78571428571,86063.9285714286,10467.8571428571,NA,NA,NA
2020-03-25,"Upper middle income","OWID_UMC",NA,2480,75,98419,3635,NA,1212.78571428571,87276.7142857143,12127.8571428571,NA,NA,NA
2020-03-26,"Upper middle income","OWID_UMC",NA,3790,76,102209,3711,NA,1475.5,88752.2142857143,14755,NA,NA,NA
2020-03-27,"Upper middle income","OWID_UMC",NA,4766,87,106975,3798,NA,1786.21428571429,90538.4285714286,17862.1428571429,NA,NA,NA
2020-03-28,"Upper middle income","OWID_UMC",NA,4438,127,111413,3925,NA,2081.71428571429,92620.1428571429,20817.1428571429,NA,NA,NA
2020-03-29,"Upper middle income","OWID_UMC",NA,4543,125,115956,4050,NA,2375.14285714286,94995.2857142857,23751.4285714286,NA,NA,NA
2020-03-30,"Upper middle income","OWID_UMC",NA,4010,156,119966,4206,NA,2624.14285714286,97619.4285714286,26241.4285714286,NA,NA,NA
2020-03-31,"Upper middle income","OWID_UMC",NA,6728,211,126694,4417,NA,3056.5,100675.928571429,30565,NA,NA,NA
2020-04-01,"Upper middle income","OWID_UMC",NA,6174,215,132868,4632,NA,3443.21428571429,104119.142857143,34432.1428571429,NA,NA,NA
2020-04-02,"Upper middle income","OWID_UMC",NA,7086,302,139954,4934,NA,3865.28571428571,107984.428571429,38652.8571428571,NA,NA,NA
2020-04-03,"Upper middle income","OWID_UMC",NA,7259,249,147213,5183,NA,4288.85714285714,112273.285714286,42888.5714285714,NA,NA,NA
2020-04-04,"Upper middle income","OWID_UMC",NA,7583,333,154796,5516,NA,4710.28571428571,116983.571428571,47102.8571428571,NA,NA,NA
2020-04-05,"Upper middle income","OWID_UMC",NA,7698,268,162494,5784,NA,5061.42857142857,122045,50614.2857142857,NA,NA,NA
2020-04-06,"Upper middle income","OWID_UMC",NA,7699,339,170193,6123,NA,5461.35714285714,127506.357142857,54613.5714285714,NA,NA,NA
2020-04-07,"Upper middle income","OWID_UMC",NA,9863,360,180056,6483,NA,6008.35714285714,133514.714285714,60083.5714285714,NA,NA,NA
2020-04-08,"Upper middle income","OWID_UMC",NA,12434,444,192490,6927,NA,6719.35714285714,140234.071428571,67193.5714285714,NA,NA,NA
2020-04-09,"Upper middle income","OWID_UMC",NA,11956,479,204446,7406,NA,7302.64285714286,147536.714285714,73026.4285714286,NA,NA,NA
2020-04-10,"Upper middle income","OWID_UMC",NA,14142,452,218588,7858,NA,7972.35714285714,155509.071428571,79723.5714285714,NA,NA,NA
2020-04-11,"Upper middle income","OWID_UMC",NA,11885,424,230473,8282,NA,8504.28571428571,164013.357142857,85042.8571428571,NA,NA,NA
2020-04-12,"Upper middle income","OWID_UMC",NA,12482,470,242955,8752,NA,9071.35714285714,173084.714285714,90713.5714285714,NA,NA,NA
2020-04-13,"Upper middle income","OWID_UMC",NA,13101,456,256056,9208,NA,9720.71428571429,182805.428571429,97207.1428571429,NA,NA,NA
2020-04-14,"Upper middle income","OWID_UMC",NA,12244,623,268300,9831,NA,10114.7142857143,192920.142857143,101147.142857143,NA,NA,NA
2020-04-15,"Upper middle income","OWID_UMC",NA,15446,630,283746,10461,NA,10777,203697.142857143,107770,NA,NA,NA
2020-04-16,"Upper middle income","OWID_UMC",NA,15244,633,298990,11094,NA,11359.7142857143,215056.857142857,113597.142857143,NA,NA,NA
2020-04-17,"Upper middle income","OWID_UMC",NA,17121,1991,316111,13085,NA,12064.1428571429,227121,120641.428571429,NA,NA,NA
2020-04-18,"Upper middle income","OWID_UMC",NA,16527,728,332638,13813,NA,12703,239824,127030,NA,NA,NA
2020-04-19,"Upper middle income","OWID_UMC",NA,17050,583,349688,14396,NA,13371,253195,133710,NA,NA,NA
2020-04-20,"Upper middle income","OWID_UMC",NA,15555,636,365243,15032,NA,13932.1428571429,267127.142857143,139321.428571429,NA,NA,NA
2020-04-21,"Upper middle income","OWID_UMC",NA,17582,780,382825,15812,NA,14483.5,281610.642857143,144835,NA,NA,NA
2020-04-22,"Upper middle income","OWID_UMC",NA,16895,786,399720,16598,NA,14802.1428571429,296412.785714286,148021.428571429,NA,NA,NA
2020-04-23,"Upper middle income","OWID_UMC",NA,18875,1039,418595,17637,NA,15296.3571428571,311709.142857143,152963.571428571,NA,NA,NA
2020-04-24,"Upper middle income","OWID_UMC",NA,30106,1053,448701,18690,NA,16436.6428571429,328145.785714286,164366.428571429,NA,NA,NA
2020-04-25,"Upper middle income","OWID_UMC",NA,22068,1002,470769,19692,NA,17164,345309.785714286,171640,NA,NA,NA
2020-04-26,"Upper middle income","OWID_UMC",NA,18793,807,489562,20499,NA,17614.7857142857,362924.571428571,176147.857142857,NA,NA,NA
2020-04-27,"Upper middle income","OWID_UMC",NA,18240,1009,507802,21508,NA,17981.8571428571,380906.428571429,179818.571428571,NA,NA,NA
2020-04-28,"Upper middle income","OWID_UMC",NA,22437,1388,530239,22896,NA,18709.9285714286,399616.357142857,187099.285714286,NA,NA,NA
2020-04-29,"Upper middle income","OWID_UMC",NA,23280,1252,553519,24148,NA,19269.5,418885.857142857,192695,NA,NA,NA
2020-04-30,"Upper middle income","OWID_UMC",NA,25799,1270,579318,25418,NA,20023.4285714286,438909.285714286,200234.285714286,NA,NA,NA
2020-05-01,"Upper middle income","OWID_UMC",NA,25064,1363,604382,26781,NA,20590.7857142857,459500.071428571,205907.857142857,NA,NA,NA
2020-05-02,"Upper middle income","OWID_UMC",NA,25068,1394,629450,28175,NA,21200.8571428571,480700.928571429,212008.571428571,NA,NA,NA
2020-05-03,"Upper middle income","OWID_UMC",NA,27275,1193,656725,29368,NA,21931.2142857143,502632.142857143,219312.142857143,NA,NA,NA
2020-05-04,"Upper middle income","OWID_UMC",NA,27508,1136,684233,30504,NA,22785,525417.142857143,227850,NA,NA,NA
2020-05-05,"Upper middle income","OWID_UMC",NA,27553,1493,711786,31997,NA,23497.2142857143,548914.357142857,234972.142857143,NA,NA,NA
2020-05-06,"Upper middle income","OWID_UMC",NA,32874,1610,744660,33607,NA,24638.5714285714,573552.928571429,246385.714285714,NA,NA,NA
2020-05-07,"Upper middle income","OWID_UMC",NA,30353,1616,775013,35223,NA,25458.4285714286,599011.357142857,254584.285714286,NA,NA,NA
2020-05-08,"Upper middle income","OWID_UMC",NA,32026,1806,807039,37029,NA,25595.5714285714,624606.928571429,255955.714285714,NA,NA,NA
2020-05-09,"Upper middle income","OWID_UMC",NA,31274,1576,838313,38605,NA,26253.1428571429,650860.071428571,262531.428571429,NA,NA,NA
2020-05-10,"Upper middle income","OWID_UMC",NA,27711,1736,866024,40341,NA,26890.1428571429,677750.214285714,268901.428571429,NA,NA,NA
2020-05-11,"Upper middle income","OWID_UMC",NA,26533,1419,892557,41760,NA,27482.5,705232.714285714,274825,NA,NA,NA
2020-05-12,"Upper middle income","OWID_UMC",NA,31568,2100,924125,43860,NA,28134.7142857143,733367.428571429,281347.142857143,NA,NA,NA
2020-05-13,"Upper middle income","OWID_UMC",NA,34519,1818,958644,45678,NA,28937.5,762304.928571429,289375,NA,NA,NA
2020-05-14,"Upper middle income","OWID_UMC",NA,35849,1804,994493,47482,NA,29655.3571428571,791960.285714286,296553.571428571,NA,NA,NA
2020-05-15,"Upper middle income","OWID_UMC",NA,41394,2308,1035887,49790,NA,30821.7857142857,822782.071428571,308217.857142857,NA,NA,NA
2020-05-16,"Upper middle income","OWID_UMC",NA,36562,1839,1072449,51629,NA,31642.7857142857,854424.857142857,316427.857142857,NA,NA,NA
2020-05-17,"Upper middle income","OWID_UMC",NA,29712,1351,1102161,52980,NA,31816.8571428571,886241.714285714,318168.571428571,NA,NA,NA
2020-05-18,"Upper middle income","OWID_UMC",NA,35451,1709,1137612,54689,NA,32384.2142857143,918625.928571429,323842.142857143,NA,NA,NA
2020-05-19,"Upper middle income","OWID_UMC",NA,39638,2379,1177250,57068,NA,33247.4285714286,951873.357142857,332474.285714286,NA,NA,NA
2020-05-20,"Upper middle income","OWID_UMC",NA,45033,2342,1222283,59410,NA,34115.9285714286,985989.285714286,341159.285714286,NA,NA,NA
2020-05-21,"Upper middle income","OWID_UMC",NA,41742,2358,1264025,61768,NA,34929.4285714286,1020918.71428571,349294.285714286,NA,NA,NA
2020-05-22,"Upper middle income","OWID_UMC",NA,44426,2462,1308451,64230,NA,35815.1428571429,1056733.85714286,358151.428571429,NA,NA,NA
2020-05-23,"Upper middle income","OWID_UMC",NA,42097,2053,1350548,66283,NA,36588.2142857143,1093322.07142857,365882.142857143,NA,NA,NA
2020-05-24,"Upper middle income","OWID_UMC",NA,38770,1717,1389318,68000,NA,37378.1428571429,1130700.21428571,373781.428571429,NA,NA,NA
2020-05-25,"Upper middle income","OWID_UMC",NA,36185,1907,1425503,69907,NA,38067.5714285714,1168767.78571429,380675.714285714,NA,NA,NA
2020-05-26,"Upper middle income","OWID_UMC",NA,40732,2481,1466235,72388,NA,38722.1428571429,1207489.92857143,387221.428571429,NA,NA,NA
2020-05-27,"Upper middle income","OWID_UMC",NA,47200,2468,1513435,74856,NA,39627.9285714286,1247117.85714286,396279.285714286,NA,NA,NA
2020-05-28,"Upper middle income","OWID_UMC",NA,54957,2592,1568392,77448,NA,40992.7857142857,1288110.64285714,409927.857142857,NA,NA,NA
2020-05-29,"Upper middle income","OWID_UMC",NA,55110,2621,1623502,80069,NA,41972.5,1330083.14285714,419725,NA,NA,NA
2020-05-30,"Upper middle income","OWID_UMC",NA,60618,2092,1684120,82161,NA,43690.7857142857,1373773.92857143,436907.857142857,NA,NA,NA
2020-05-31,"Upper middle income","OWID_UMC",NA,43524,1565,1727644,83726,NA,44677.3571428571,1418451.28571429,446773.571428571,NA,NA,NA
2020-06-01,"Upper middle income","OWID_UMC",NA,39950,1871,1767594,85597,NA,44998.7142857143,1463450,449987.142857143,NA,NA,NA
2020-06-02,"Upper middle income","OWID_UMC",NA,62387,2988,1829981,88585,NA,46623.6428571429,1510073.64285714,466236.428571429,NA,NA,NA
2020-06-03,"Upper middle income","OWID_UMC",NA,49984,3253,1879965,91838,NA,46977.2857142857,1557050.92857143,469772.857142857,NA,NA,NA
2020-06-04,"Upper middle income","OWID_UMC",NA,61440,3263,1941405,95101,NA,48384.2857142857,1605435.21428571,483842.857142857,NA,NA,NA
2020-06-05,"Upper middle income","OWID_UMC",NA,61246,2808,2002651,97909,NA,49585.7142857143,1655020.92857143,495857.142857143,NA,NA,NA
2020-06-06,"Upper middle income","OWID_UMC",NA,53261,2251,2055912,100160,NA,50383.1428571429,1705404.07142857,503831.428571429,NA,NA,NA
2020-06-07,"Upper middle income","OWID_UMC",NA,46198,1665,2102110,101825,NA,50913.7142857143,1756317.78571429,509137.142857143,NA,NA,NA
2020-06-08,"Upper middle income","OWID_UMC",NA,43632,2197,2145742,104022,NA,51445.6428571429,1807763.42857143,514456.428571429,NA,NA,NA
2020-06-09,"Upper middle income","OWID_UMC",NA,59371,2915,2205113,106937,NA,52777,1860540.42857143,527770,NA,NA,NA
2020-06-10,"Upper middle income","OWID_UMC",NA,64560,3058,2269673,109995,NA,54017,1914557.42857143,540170,NA,NA,NA
2020-06-11,"Upper middle income","OWID_UMC",NA,61954,2937,2331627,112932,NA,54516.7857142857,1969074.21428571,545167.857142857,NA,NA,NA
2020-06-12,"Upper middle income","OWID_UMC",NA,53155,2526,2384782,115458,NA,54377.1428571429,2023451.35714286,543771.428571429,NA,NA,NA
2020-06-13,"Upper middle income","OWID_UMC",NA,55302,2305,2440084,117763,NA,53997.4285714286,2077448.78571429,539974.285714286,NA,NA,NA
2020-06-14,"Upper middle income","OWID_UMC",NA,55150,1989,2495234,119752,NA,54827.8571428571,2132276.64285714,548278.571428571,NA,NA,NA
