"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active"
2020-01-22,"Asia","OWID_ASI",NA,0,0,556,17,NA,0,0,0,NA,NA,NA
2020-01-23,"Asia","OWID_ASI",NA,98,1,654,18,NA,0,0,0,NA,NA,NA
2020-01-24,"Asia","OWID_ASI",NA,283,8,937,26,NA,0,0,0,NA,NA,NA
2020-01-25,"Asia","OWID_ASI",NA,492,16,1429,42,NA,0,0,0,NA,NA,NA
2020-01-26,"Asia","OWID_ASI",NA,676,14,2105,56,NA,0,0,0,NA,NA,NA
2020-01-27,"Asia","OWID_ASI",NA,807,26,2912,82,NA,0,0,0,NA,NA,NA
2020-01-28,"Asia","OWID_ASI",NA,2646,49,5558,131,NA,0,0,0,NA,NA,NA
2020-01-29,"Asia","OWID_ASI",NA,585,2,6143,133,NA,0,0,0,NA,NA,NA
2020-01-30,"Asia","OWID_ASI",NA,2065,38,8208,171,NA,0,0,0,NA,NA,NA
2020-01-31,"Asia","OWID_ASI",NA,1681,42,9889,213,NA,0,0,0,NA,NA,NA
2020-02-01,"Asia","OWID_ASI",NA,2102,46,11991,259,NA,0,0,0,NA,NA,NA
2020-02-02,"Asia","OWID_ASI",NA,4747,103,16738,362,NA,0,0,0,NA,NA,NA
2020-02-03,"Asia","OWID_ASI",NA,3089,64,19827,426,NA,0,0,0,NA,NA,NA
2020-02-04,"Asia","OWID_ASI",NA,4009,66,23836,492,NA,1662.85714285714,7913.07142857143,16628.5714285714,NA,NA,NA
2020-02-05,"Asia","OWID_ASI",NA,3743,72,27579,564,NA,1930.21428571429,9843.28571428571,19302.1428571429,NA,NA,NA
2020-02-06,"Asia","OWID_ASI",NA,3160,70,30739,634,NA,2148.92857142857,11992.2142857143,21489.2857142857,NA,NA,NA
2020-02-07,"Asia","OWID_ASI",NA,3528,85,34267,719,NA,2380.71428571429,14372.9285714286,23807.1428571429,NA,NA,NA
2020-02-08,"Asia","OWID_ASI",NA,2722,87,36989,806,NA,2540,16912.9285714286,25400,NA,NA,NA
2020-02-09,"Asia","OWID_ASI",NA,3025,100,40014,906,NA,2707.78571428571,19620.7142857143,27077.8571428571,NA,NA,NA
2020-02-10,"Asia","OWID_ASI",NA,2537,107,42551,1013,NA,2831.35714285714,22452.0714285714,28313.5714285714,NA,NA,NA
2020-02-11,"Asia","OWID_ASI",NA,2038,100,44589,1113,NA,2787.92857142857,25240,27879.2857142857,NA,NA,NA
2020-02-12,"Asia","OWID_ASI",NA,377,5,44966,1118,NA,2773.07142857143,28013.0714285714,27730.7142857143,NA,NA,NA
2020-02-13,"Asia","OWID_ASI",NA,15150,253,60116,1371,NA,3707.71428571429,31720.7857142857,37077.1428571429,NA,NA,NA
2020-02-14,"Asia","OWID_ASI",NA,6483,152,66599,1523,NA,4050.71428571429,35771.5,40507.1428571429,NA,NA,NA
2020-02-15,"Asia","OWID_ASI",NA,2075,142,68674,1665,NA,4048.78571428571,39820.2857142857,40487.8571428571,NA,NA,NA
2020-02-16,"Asia","OWID_ASI",NA,2113,104,70787,1769,NA,3860.64285714286,43680.9285714286,38606.4285714286,NA,NA,NA
2020-02-17,"Asia","OWID_ASI",NA,1934,98,72721,1867,NA,3778.14285714286,47459.0714285714,37781.4285714286,NA,NA,NA
2020-02-18,"Asia","OWID_ASI",NA,1794,140,74515,2007,NA,3619.92857142857,51079,36199.2857142857,NA,NA,NA
2020-02-19,"Asia","OWID_ASI",NA,420,115,74935,2122,NA,3382.57142857143,54461.5714285714,33825.7142857143,NA,NA,NA
2020-02-20,"Asia","OWID_ASI",NA,545,123,75480,2245,NA,3195.78571428571,57657.3571428571,31957.8571428571,NA,NA,NA
2020-02-21,"Asia","OWID_ASI",NA,608,3,76088,2248,NA,2987.21428571429,60644.5714285714,29872.1428571429,NA,NA,NA
2020-02-22,"Asia","OWID_ASI",NA,1719,206,77807,2454,NA,2915.57142857143,63560.1428571429,29155.7142857143,NA,NA,NA
2020-02-23,"Asia","OWID_ASI",NA,223,9,78030,2463,NA,2715.42857142857,66275.5714285714,27154.2857142857,NA,NA,NA
2020-02-24,"Asia","OWID_ASI",NA,491,156,78521,2619,NA,2569.28571428571,68844.8571428571,25692.8571428571,NA,NA,NA
2020-02-25,"Asia","OWID_ASI",NA,743,77,79264,2696,NA,2476.78571428571,71321.6428571429,24767.8571428571,NA,NA,NA
2020-02-26,"Asia","OWID_ASI",NA,799,57,80063,2753,NA,2506.92857142857,73828.5714285714,25069.2857142857,NA,NA,NA
2020-02-27,"Asia","OWID_ASI",NA,1092,38,81155,2791,NA,1502.78571428571,75331.3571428571,15027.8571428571,NA,NA,NA
2020-02-28,"Asia","OWID_ASI",NA,1081,53,82236,2844,NA,1116.92857142857,76448.2857142857,11169.2857142857,NA,NA,NA
2020-02-29,"Asia","OWID_ASI",NA,1492,60,83728,2904,NA,1075.28571428571,77523.5714285714,10752.8571428571,NA,NA,NA
2020-03-01,"Asia","OWID_ASI",NA,1593,48,85321,2952,NA,1038.14285714286,78561.7142857143,10381.4285714286,NA,NA,NA
2020-03-02,"Asia","OWID_ASI",NA,1383,65,86704,3017,NA,998.785714285714,79560.5,9987.85714285714,NA,NA,NA
2020-03-03,"Asia","OWID_ASI",NA,1867,44,88571,3061,NA,1004,80564.5,10040,NA,NA,NA
2020-03-04,"Asia","OWID_ASI",NA,1228,61,89799,3122,NA,1061.71428571429,81626.2142857143,10617.1428571429,NA,NA,NA
2020-03-05,"Asia","OWID_ASI",NA,1291,47,91090,3169,NA,1115,82741.2142857143,11150,NA,NA,NA
2020-03-06,"Asia","OWID_ASI",NA,2031,54,93121,3223,NA,1216.64285714286,83957.8571428571,12166.4285714286,NA,NA,NA
2020-03-07,"Asia","OWID_ASI",NA,1759,52,94880,3275,NA,1219.5,85177.3571428571,12195,NA,NA,NA
2020-03-08,"Asia","OWID_ASI",NA,1201,86,96081,3361,NA,1289.35714285714,86466.7142857143,12893.5714285714,NA,NA,NA
2020-03-09,"Asia","OWID_ASI",NA,906,71,96987,3432,NA,1319,87785.7142857143,13190,NA,NA,NA
2020-03-10,"Asia","OWID_ASI",NA,1188,76,98175,3508,NA,1350.78571428571,89136.5,13507.8571428571,NA,NA,NA
2020-03-11,"Asia","OWID_ASI",NA,1721,97,99896,3605,NA,1416.64285714286,90553.1428571429,14166.4285714286,NA,NA,NA
2020-03-12,"Asia","OWID_ASI",NA,1367,98,101263,3703,NA,1436.28571428571,91989.4285714286,14362.8571428571,NA,NA,NA
2020-03-13,"Asia","OWID_ASI",NA,1811,104,103074,3807,NA,1488.42857142857,93477.8571428571,14884.2857142857,NA,NA,NA
2020-03-14,"Asia","OWID_ASI",NA,1909,122,104983,3929,NA,1518.21428571429,94996.0714285714,15182.1428571429,NA,NA,NA
2020-03-15,"Asia","OWID_ASI",NA,1948,131,106931,4060,NA,1543.57142857143,96539.6428571429,15435.7142857143,NA,NA,NA
2020-03-16,"Asia","OWID_ASI",NA,1713,151,108644,4211,NA,1567.14285714286,98106.7857142857,15671.4285714286,NA,NA,NA
