"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-03,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-04,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-05,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-06,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-07,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-08,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-09,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-10,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-11,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-12,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-13,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-14,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-15,"Austria","AUT","AT",0,0,0,0,0,0,0,0,"AT",8858775,0,0,0,0,0,0
2020-01-16,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-17,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-18,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-19,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-20,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-21,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-22,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-23,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-24,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-25,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-26,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-27,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-28,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-29,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-30,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-01-31,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-01,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-02,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-03,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-04,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-05,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-06,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-07,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-08,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-09,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-10,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-11,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-12,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-13,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-14,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-15,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-16,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
2020-02-17,"Austria","AUT","AT",0,0,0,0,NA,NA,NA,NA,"AT",8858775,0,0,0,0,0,0
