"date","region","regionname","population","sample_size","reach","cases","recentcases","fatalities","cases_est","cases_low","cases_high","p_cases","p_cases_low","p_cases_high","recentcases_est","recentcases_low","recentcases_high","p_recentcases","p_recentcases_low","p_recentcases_high","p_recenthospital","p_recenthospital_low","p_recenthospital_high","recentcasesnursing_est","recentcasesnursing_low","recentcasesnursing_high","fatalities_est","fatalities_low","fatalities_high","hospital_est","hospital_low","hospital_high","icu_est","icu_low","icu_high","p_recovered","p_recovered_low","p_recovered_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcasesnursing","p_recentcasesnursing_low","p_recentcasesnursing_high","p_stillsick","p_stillsick_low","p_stillsick_high","p_hospital","p_hospital_low","p_hospital_high","p_severe","p_severe_low","p_severe_high","p_icu","p_icu_low","p_icu_high","p_tested","p_tested_low","p_tested_high","p_positive","p_positive_low","p_positive_high","p_cases_smooth","p_cases_smooth_low","p_cases_smooth_high","p_cases_low_smooth","p_cases_low_smooth_low","p_cases_low_smooth_high","p_cases_high_smooth","p_cases_high_smooth_low","p_cases_high_smooth_high","p_recentcases_smooth","p_recentcases_low_smooth","p_recentcases_high_smooth"
"2020/07/30","ESMRO","Rivas Barrio Oeste",39940,75,1775,131,0,10,2947.68450704225,2461.89831095756,3433.47070312694,0.0738028169014085,0.0616399176504147,0.0859657161524022,0,0,0,0,0,0,NA,NA,NA,0,0,0,250.879396984925,95.8747222781405,405.884071691709,623.283395755306,380.874677661507,865.692113849105,415.423476968796,198.950000400693,631.896953536899,0.0750507099391481,0.0616230489464216,0.0884783709318745,0.00628140703517588,0.00240046876009365,0.0101623453102581,0,0,0,0.000631313131313131,0,0.00186827349202308,0.015605493133583,0.00953617119833518,0.0216748150688309,0.0149365197908887,0.00843949354606408,0.0214335460357134,0.0104011887072808,0.00498122184278151,0.0158211555717802,0.0958385876418663,0.0813512131629649,0.110325962120768,0.381578947368421,0.304353464466999,0.458804430269843,0.103910988406391,0.0999453684793789,0.107876608333402,0.0591019443676373,0.0543503176066612,0.0638535711286133,0.149365902393159,0.14311885842778,0.155612946358537,NA,NA,NA
"2020/07/31","ESMRO","Rivas Barrio Oeste",39940,97,2315,175,0,12,3019.22246220302,2589.13620100842,3449.30872339763,0.0755939524838013,0.0648256434904461,0.0863622614771565,0,0,0,0,0,0,NA,NA,NA,0,0,0,227.14691943128,98.9947880656074,355.299050796952,578.281853281853,372.85367202188,783.710034541826,328.453947368421,162.921241785938,493.986652950904,0.0769980506822612,0.0654635025092145,0.088532598855308,0.00568720379146919,0.00247858758301471,0.00889581999992368,0,0,0,0.00143061516452074,0,0.00304832047570382,0.0144787644787645,0.00933534481777367,0.0196221841397553,0.0121078701155751,0.00707912913168684,0.0171366110994634,0.00822368421052632,0.00407914976930239,0.0123682186517502,0.097340930674264,0.0846810815567948,0.110000779791733,0.351219512195122,0.28587496270269,0.416564061687554,0.103910988407778,0.0999453684811431,0.107876608334412,0.0591019443680941,0.0543503176072039,0.0638535711289843,0.149365902412083,0.143118858521769,0.155612946302398,NA,NA,NA
"2020/08/01","ESMRO","Rivas Barrio Oeste",39940,101,2393,188,0,12,3137.78520685332,2707.2334901784,3568.33692352825,0.0785624738821563,0.0677825110209914,0.0893424367433212,0,0,0,0,0,0,NA,NA,NA,0,0,0,219.249771271729,95.5407679294305,342.958774614028,595.009310986965,390.394269114266,799.624352859663,318.670212765957,158.048436153973,479.291989377941,0.0803571428571429,0.0688070859604284,0.0919071997538573,0.00548947849954254,0.00239210735927467,0.00858684963981041,0,0,0,0.00184077312471238,3.8509683288452e-05,0.00364303656613631,0.0148975791433892,0.00977451850561508,0.0200206397811633,0.0132065504490227,0.00806397573160299,0.0183491251664424,0.00797872340425532,0.00395714662378501,0.0120003001847256,0.0989010989010989,0.0863809768492827,0.111421220952915,0.37037037037037,0.305970956897817,0.434769783842924,0.103910988409164,0.0999453684829036,0.107876608335425,0.0591019443685509,0.0543503176077458,0.063853571129356,0.149365902431008,0.143118858615035,0.155612946246981,NA,NA,NA
"2020/08/02","ESMRO","Rivas Barrio Oeste",39940,119,2676,219,0,12,3268.63228699552,2853.8199889265,3683.44458506453,0.0818385650224215,0.0714526787412744,0.0922244513035686,0,0,0,0,0,0,NA,NA,NA,0,0,0,194.11907654921,84.5551172476182,303.683035850802,567.790414297319,381.026490765158,754.554337829481,292.868927589368,149.892892401126,435.844962777609,0.0840615896795672,0.0729672070292911,0.0951559723298433,0.00486026731470231,0.00211705351145764,0.00760348111794698,0,0,0,0.0016359918200409,3.4061279544318e-05,0.00323792236053748,0.0142160844841592,0.00953997222747014,0.0188921967408483,0.0118775696665144,0.00733925732262269,0.0164158820104061,0.0073327222731439,0.00375295173763461,0.0109124928086532,0.102553708958249,0.0905823504842094,0.114525067432288,0.379446640316206,0.319653308769729,0.439239971862682,0.103910988410551,0.0999453684846604,0.107876608336442,0.0591019443690077,0.0543503176082868,0.0638535711297286,0.149365902449933,0.143118858707578,0.155612946192288,NA,NA,NA
"2020/08/03","ESMRO","Rivas Barrio Oeste",39940,130,2873,230,0,12,3197.42429516185,2801.08675271411,3593.76183760959,0.0800556909154194,0.0701323673689062,0.0899790144619326,0,0,0,0,0,0,NA,NA,NA,0,0,0,185.695466873305,80.8748237685845,290.516109978025,539.521420301042,361.992349891795,717.050490710289,276.520986585894,141.49804363756,411.543929534228,0.0831381733021077,0.0724473607961335,0.093828985808082,0.00464936071290198,0.00202490795614883,0.00727381346965512,0,0,0,0.00152264940997335,3.16168655559023e-05,0.0030136819543908,0.0135082979544577,0.00906340385307449,0.017953192055841,0.0107851596203624,0.00658031477607221,0.0149900044646526,0.00692340977931631,0.00354276523879718,0.0103040543198354,0.102663064453879,0.0909761660552077,0.11434996285255,0.37218045112782,0.31409043875931,0.430270463496329,0.103910988411938,0.0999453684864137,0.107876608337462,0.0591019443694645,0.054350317608827,0.063853571130102,0.149365902468857,0.143118858799398,0.155612946138317,NA,NA,NA
"2020/08/04","ESMRO","Rivas Barrio Oeste",39940,155,3356,275,0,13,3272.79499404052,2902.16938925129,3643.42059882976,0.081942789034565,0.0726632295756458,0.0912223484934841,0,0,0,0,0,0,NA,NA,NA,0,0,0,172.613031914894,78.9842241674829,266.241839662304,502.889330682571,344.006404859284,661.772256505858,233.396639883126,119.369025697312,347.424254068941,0.0855506904681711,0.075489842880514,0.0956115380558282,0.0043218085106383,0.00197757196213027,0.00666604505914633,0,0,0,0.00129449838187702,2.67346351938446e-05,0.0025622621285602,0.0125911199469848,0.00861307974109374,0.0165691601528758,0.00910746812386157,0.00555370051853452,0.0126612357291886,0.0058436815193572,0.00298870870549104,0.00869865433322335,0.0977468522200133,0.0871517764589669,0.10834192798106,0.352542372881356,0.298023305215705,0.407061440547006,0.103910988413325,0.0999453684881633,0.107876608338486,0.0591019443699213,0.0543503176093664,0.0638535711304763,0.149365902487782,0.143118858890495,0.155612946085069,NA,NA,NA
"2020/08/05","ESMRO","Rivas Barrio Oeste",39940,164,3541,299,3,13,3372.51059022875,3006.73951342996,3738.28166702754,0.0844394238915561,0.0752814099506749,0.0935974378324372,36.5862595419847,0,77.9677825022613,0.000916030534351145,0,0.00195212274667655,NA,NA,NA,0,0,0,165.198854597518,75.5832941949328,254.814415000104,506.692039327625,350.668634371033,662.715444284216,237.571728481456,124.975746616919,350.167710345992,0.0868738110336081,0.077044409356326,0.0967032127108902,0.00413617562838053,0.00189242098635285,0.00637993027040821,0,0,0,0.00274809160305344,0.000955173387937577,0.00454100981816929,0.012686330478909,0.00877988568780753,0.0165927752700104,0.009375,0.00585540957700958,0.0128945904229904,0.0059482155353394,0.00312908729636753,0.00876734377431126,0.103340618170465,0.0927987180370263,0.113882518303904,0.35048231511254,0.297455390380578,0.403509239844502,0.103910988414712,0.0999453684899093,0.107876608339514,0.0591019443703782,0.054350317609905,0.0638535711308513,0.149365902506707,0.143118858980869,0.155612946032544,NA,NA,NA
"2020/08/06","ESMRO","Rivas Barrio Oeste",39940,100,1998,189,4,4,3778.10810810811,3265.58540118451,4290.63081503171,0.0945945945945946,0.0817622784472837,0.107426910741906,83.4255874673629,1.7554430994608,165.095731835265,0.002088772845953,4.39520054947621e-05,0.00413359368641124,NA,NA,NA,0,0,0,90.0056338028169,1.90117420417852,178.110093401455,448.008973639933,252.76830299504,643.249644284825,135.773371104816,27.318857271175,244.227884938457,0.0967917346383904,0.0832781578262245,0.110305311450556,0.00225352112676056,4.76007562388212e-05,0.00445944149728231,0,0,0,0.00420831141504471,0.0012982964915091,0.00711832633858033,0.0112170499158721,0.00632870062581473,0.0161053992059295,0.00623229461756374,0.00256080619112061,0.00990378304400687,0.00339943342776204,0.000683997427921257,0.00611486942760282,0.105462412114657,0.0914624202738708,0.119462403955442,0.32,0.250887196167299,0.389112803832701,0.103910988416098,0.0999453684916516,0.107876608340545,0.059101944370835,0.0543503176104427,0.0638535711312272,0.149365902525632,0.143118859070521,0.155612945980742,NA,NA,NA
"2020/08/07","ESMRO","Rivas Barrio Oeste",39940,88,1642,164,4,2,3989.13520097442,3409.89917744572,4568.37122450312,0.099878197320341,0.0853755427502684,0.114380851890414,100.858585858586,2.14386430937425,199.573307407797,0.00252525252525253,5.36771234194854e-05,0.00499682792708557,NA,NA,NA,0,0,0,55.5107713690062,0,132.389880575996,496.834830684174,268.745105563006,724.924555805343,139.748075577327,17.470222416908,262.025928737746,0.104166666666667,0.0886454908653348,0.119687842467999,0.00138985406532314,0,0.00331471909303946,0,0,0,0.00382165605095541,0.000769599249496193,0.00687371285241464,0.0124395300621977,0.00672872072015538,0.0181503394042399,0.00839748075577327,0.00366623730163296,0.0131287242099136,0.00349895031490553,0.00043741167793961,0.00656048895187145,0.113020489094514,0.0970666939159682,0.12897428427306,0.357615894039735,0.281168019185841,0.434063768893629,0.103910988417485,0.0999453684933904,0.10787660834158,0.0591019443712918,0.0543503176109796,0.0638535711316039,0.149365902544556,0.14311885915945,0.155612945929663,NA,NA,NA
"2020/08/08","ESMRO","Rivas Barrio Oeste",39940,88,1664,163,4,0,3912.39182692308,3341.95137280214,4482.83228104401,0.0979567307692308,0.0836742957636991,0.112239165774762,99.6009975062344,2.11559422667309,197.086400785796,0.00249376558603491,5.29693096312741e-05,0.00493456186243855,NA,NA,NA,0,0,0,0,0,0,487.403389830509,263.616753018374,711.190026642643,137.819185645273,17.2261654121318,258.412205878413,0.104417670682731,0.0889112146995506,0.119924126665911,0,0,0,0,0,0,0.00317258883248731,0.000396157953039581,0.00594901971193504,0.0122033898305085,0.00660031930441598,0.017806460356601,0.00759144237405107,0.0031223297586211,0.012060554989481,0.00345065562456867,0.000431301086933696,0.00647001016220364,0.108794788273616,0.0932176811853559,0.124371895361875,0.346938775510204,0.269991580404765,0.423885970615643,0.103910988418872,0.0999453684951255,0.107876608342619,0.0591019443717486,0.0543503176115157,0.0638535711319815,0.149365902563481,0.143118859247655,0.155612945879306,NA,NA,NA
