"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"5","BR","BRBA",15203934,0.095,0.095,0.015,0.015,200,0.095,0.095,0.015,0.015,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"6","BR","BRCE",8904459,0.269230769230769,0.269230769230769,0,0,52,0.269230769230769,0.269230769230769,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"7","BR","BRDF",2914830,0,0,0,0,15,0,0,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"10","BR","BRGO",6610681,0.04,0.04,0,0,300,0.04,0.04,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"12","BR","BRMG",20869101,0.3,0.3,0.133333333333333,0.133333333333333,30,0.3,0.3,0.133333333333333,0.133333333333333,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"16","BR","BRPB",3972202,0.254545454545455,0.254545454545455,0.0272727272727273,0.0272727272727273,110,0.254545454545455,0.254545454545455,0.0272727272727273,0.0272727272727273,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"17","BR","BRPE",9345173,0.2,0.2,0.01,0.01,100,0.2,0.2,0.01,0.01,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"19","BR","BRPR",11163018,0.0888888888888889,0.0888888888888889,0.0444444444444444,0.0444444444444444,45,0.0888888888888889,0.0888888888888889,0.0444444444444444,0.0444444444444444,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"20","BR","BRRJ",16550024,0.2,0.2,0.0133333333333333,0.0133333333333333,150,0.2,0.2,0.0133333333333333,0.0133333333333333,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"21","BR","BRRN",3442175,0.3,0.3,0.03,0.03,100,0.3,0.3,0.03,0.03,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"22","BR","BRRO",1768204,0.04,0.04,0,0,50,0.04,0.04,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"24","BR","BRRS",11247972,0,0,0,0,3,0,0,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"25","BR","BRSC",6819190,0.14,0.14,0.04,0.04,100,0.14,0.14,0.04,0.04,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"26","BR","BRSE",2242937,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"27","BR","BRSP",44396484,0,0,0,0,5,0,0,0,0,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.1,0.1,0.00666666666666667,0.00666666666666667,300,0.120137695104421,0.120137695104421,1260,0.0263788471111749,0.0263788471111749,1260,0.116265061430494,0.116265061430494,0.0225880431795387,0.0225880431795387
