"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"6","BR","BRCE",8904459,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"7","BR","BRDF",2914830,0,0,0,0,3,0,0,0,0,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"10","BR","BRGO",6610681,0,0,0,0,20,0,0,0,0,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"12","BR","BRMG",20869101,0.01,0.01,0,0,300,0.01,0.01,0,0,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"13","BR","BRMS",2651235,0.1,0.1,0,0,10,0.1,0.1,0,0,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.005,0.005,0,0,200,0.061958399093218,0.061958399093218,853,0.00356737914820971,0.00356737914820971,823,0.0511400896738034,0.0511400896738034,0.00286994431962522,0.00286994431962522
