"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"3","BR","BRAM",3938336,0.1,0.1,0,0,100,0.1,0.1,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"5","BR","BRBA",15203934,0,0,0,0,4,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"6","BR","BRCE",8904459,0,0,0,0,10,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"7","BR","BRDF",2914830,0,0,0,0,40,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"10","BR","BRGO",6610681,0,0,0,0,15,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"11","BR","BRMA",6904241,0.133333333333333,0.133333333333333,0,0,30,0.133333333333333,0.133333333333333,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"12","BR","BRMG",20869101,0,0,0,0,5,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"13","BR","BRMS",2651235,0,0,0,0,20,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"15","BR","BRPA",8175113,0.15,0.15,0.01,0.01,100,0.15,0.15,0.01,0.01,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"16","BR","BRPB",3972202,0.1,0.1,0.0333333333333333,0.0333333333333333,300,0.1,0.1,0.0333333333333333,0.0333333333333333,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"17","BR","BRPE",9345173,0,0,0,0,80,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"18","BR","BRPI",3204028,0.02,0.02,0,0,100,0.02,0.02,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"19","BR","BRPR",11163018,0.142857142857143,0.142857142857143,0,0,7,0.142857142857143,0.142857142857143,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"20","BR","BRRJ",16550024,0,0,0,0,300,0,0,0,0,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.15,0.15,0,0,100,0.0361968183576605,0.0361968183576605,1284,0.00140798566238816,0.00140798566238816,1284,0.0444195915977139,0.0444195915977139,0.00130625259429653,0.00130625259429653
