"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_infected","p_daily","p_active"
"2019/12/21","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/22","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/23","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/02","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/04","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/05","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/06","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/07","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/08","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/09","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/11","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/12","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/13","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/14","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/15","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/16","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/17","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/18","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/19","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/20","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/21","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/22","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/23","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/24","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/25","TO",99532,0,0,0,0,0,0,0,0,0,0,0,0
