"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_infected","p_daily","p_active"
"2019/12/21","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/22","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/23","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/02","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/04","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/05","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/06","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/07","CH",8591361,0,0,0,0,0,0,0,0,0,0,0,0
