"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_daily","cases_active","p_cum_cases","p_cum_deaths","p_infected","p_daily","p_active"
"2019/12/21","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/22","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/23","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/24","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/25","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/26","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/27","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/28","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/29","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/30","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2019/12/31","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/01","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/02","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/03","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/04","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/05","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/06","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/07","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/08","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/09","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/10","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/11","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/12","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/13","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/14","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/15","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/16","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/17","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/18","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/19","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/20","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/21","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/22","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/23","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/24","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/25","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/26","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/27","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/28","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/29","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/30","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/01/31","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/01","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/02","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/03","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/04","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/05","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/06","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/07","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/08","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/09","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/10","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/11","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/12","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/13","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/14","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/15","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
"2020/02/16","PF",279890,0,0,0,0,0,0,0,0,0,0,0,0
