"Country","Cookie","Count"
"Austria","c2dccd8oe8kb86gl0c",2
"Austria","kczxugsajdk9xw9xnp",2
"Austria","0ro10f0ogvkb973bpv",1
"Austria","2ecgidt2nlkbdk96wo",1
"Austria","2om41w31dykb6lpaxd",1
"Austria","2zqyq24d3oz4rq17zj",1
"Austria","7a9mjsvg9hkb3nfzg1",1
"Austria","8ni21esjdqkb3umbtn",1
"Austria","9lk7tym43ykb3ukjcf",1
"Austria","em5ss3r226kczkn8nh",1
"Austria","hnna1mu9psah7qrwjj",1
"Austria","mp3oqj4g3jaavgmg3e",1
"Austria","rciljbw0ydkb6810js",1
"Austria","rcq3upbm6akagpdpb2",1
"Austria","sx96jbqu0cnp8kr2lc",1
"Austria","u5um6g4iwg246ze2qd",1
"Austria","vn04kc12bkbdzzzep",1
"Austria","zafs02nr8ukbgr4d0z",1
