ISO2,ISO_3,country_agg,region_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
JO,JOR,Jordan,Amman,2020-05-01,2020-05-01,121,0,0,0,0,0,0,0,0,0.000814806192527063,0.000603359822020289,0.00523258120857729,0.00559001687883711,0.00402759747926914,7.67525948214835e-05,0.00314645395526142,0.00331582992733971,0.00260427345012254,4.92931007226718e-05,0.00108323185986369,0.000442815479825011,,,,,
JO,JOR,Jordan,Amman,2020-05-02,2020-05-01,100,0,0,0,0,0,0,0,0,0.000853606487409304,0.000682723316861988,0.00549218352771841,0.00583277050676347,0.00431878293147852,8.08918106547651e-05,0.0033355180174101,0.00355540008476548,0.00284095814546672,5.33915905010952e-05,0.00109661882610865,0.000434402300483331,,,,,
JO,JOR,Jordan,Amman,2020-05-03,2020-05-03,384,0.00520833333333333,0.00719942702160537,0.00415488293763172,9.46080751562894e-05,0,0,0,0,0.000786634701827989,0.000336310682186561,0.00575491585485557,0.00607346142396646,0.0046294910805097,8.51026250843869e-05,0.00351988647790936,0.00379442599487739,0.00308841521172682,5.75503539823889e-05,0.00110861579968984,0.000426060227932533,,,,,
JO,JOR,Jordan,Amman,2020-05-04,2020-05-04,428,0.00467289719626168,0.00646103710102285,0.00240728049547229,7.01748437012839e-05,0,0,0,0,0.00132560066280033,0.000410527983908624,0.00602128903185993,0.00631112216944853,0.00495954350340281,8.93568980622875e-05,0.00369760246791158,0.00402982175996965,0.00334399674328042,6.1704727908653e-05,0.00111875192773401,0.000417873193658302,,,,,
JO,JOR,Jordan,Amman,2020-05-05,2020-05-05,454,0.013215859030837,0.0105045860721145,0.00771923574080217,0.000130743866659728,0.013215859030837,0.0105045860721145,0.00771923574080217,0.000130743866659728,0.00113686603928504,0.000371158256704197,0.00629212161258973,0.00654490318877808,0.00530795796565247,9.36213703641789e-05,0.00386672659230176,0.00425825638916004,0.00360387206923872,6.57787242485276e-05,0.00112671027927813,0.00040995367194154,,,,,
JO,JOR,Jordan,Amman,2020-05-06,2020-05-06,447,0.00671140939597315,0.00756900720662888,0.00463953033229756,0.000101956856624958,0.00671140939597315,0.00756900720662888,0.00463953033229756,0.000101956856624958,0.000734566126920252,0.000300092749913727,0.00656809255797844,0.00677395752329257,0.0056716570970955,9.78516678909208e-05,0.00402551448161155,0.00447635193577074,0.00386287047477902,6.96873416171112e-05,0.00113222493214901,0.000402411020093235,,,,,
JO,JOR,Jordan,Amman,2020-05-07,2020-05-07,498,0.00602409638554217,0.00679621804019639,0.00429398878924966,9.35109416119225e-05,0.00200803212851406,0.00393171718946182,0.0016497698978743,5.80389519203195e-05,0.00244700526390667,0.000516537382380707,0.00685017758754674,0.00699762834266638,0.00604634905721599,0.000101999899883751,0.00417264275590872,0.00468120062503998,0.00411451603723167,7.33445684142549e-05,0.00113523726983448,0.000395362055576431,0.000269599396494908,0.000336458596324476,0.00017103146677455,0.000251707097851522,8.66756832846527e-06
JO,JOR,Jordan,Amman,2020-05-08,2020-05-08,556,0.00719424460431655,0.00702482384277393,0.00667126834436115,0.000119217292640209,0.00539568345323741,0.0060891839874799,0.00544162642405902,0.00010773778737554,0.000998719590268886,0.000313287003432806,0.00713912759594764,0.0072155717866828,0.00642586536416686,0.000106017408865769,0.00430709570967098,0.00487035625283528,0.00435115913549149,7.66675908718969e-05,0.00113587283292089,0.000388917655024818,0.000274490678038204,0.000351180405448056,0.000161929615376814,0.000251700165004128,6.54233446870747e-06
JO,JOR,Jordan,Amman,2020-05-09,2020-05-09,498,0.00803212851405622,0.00783966575715843,0.00600842582805744,0.000109998704422963,0.00602409638554217,0.00679621804019639,0.00464308017737865,9.67627890915759e-05,0.0013713110304831,0.000387672916002028,0.00743373034064077,0.00742656706939194,0.00680109196285984,0.000109840499157142,0.00442742227119086,0.00504142618296319,0.00456370227213276,7.95746387876421e-05,0.00113452975686117,0.000383181744770258,0.000279802414297532,0.00036193348039169,0.000151255965546916,0.000245881176734324,4.31899286188921e-06
JO,JOR,Jordan,Amman,2020-05-10,2020-05-10,474,0.00421940928270042,0.00583534550998902,0.0113720496132158,0.000151098095734987,0.00210970464135021,0.00413058105567856,0.00971784025470125,0.000139793677958317,0.000900927955794468,0.000322241748027472,0.00773133443316772,0.00762899930799497,0.00716119603475441,0.000113402910696741,0.00453233244314952,0.00519267590865242,0.00474287992168653,8.20000313964072e-05,0.00113184233551004,0.000378241659548511,0.000285007566884631,0.000366942088558599,0.000139121662539657,0.000233147196401019,2.18173462933899e-06
JO,JOR,Jordan,Amman,2020-05-11,2020-05-11,447,0.00671140939597315,0.00756900720662888,0.00492475086171309,0.000101005763731482,0.00223713646532438,0.00437979956055452,0.0021078232320813,6.61736309067044e-05,0.00115236875800256,0.000376216586116224,0.0080267082766478,0.00782029571197891,0.00749363669446636,0.00011663451601532,0.00461986911973134,0.00532251519654486,0.00487950602032958,8.38938631788195e-05,0.00112857454088629,0.000374147467340664,0.000289097777343013,0.000364279788135648,0.000125523754571597,0.000212605658515144,3.10710268026217e-07
JO,JOR,Jordan,Amman,2020-05-12,2020-05-12,473,0.00634249471458774,0.00715428004832796,0.00306217974652349,7.89267786928976e-05,0.00422832980972516,0.00584765619989311,0.00190882357851177,6.23509400644209e-05,0.00108342361863489,0.000353720108553726,0.00831234543325465,0.00799706769180944,0.00778563802152515,0.000119467226973341,0.00468807137882449,0.00542991046239172,0.00496611668804616,8.5232536239681e-05,0.0011255828241356,0.000370917623217499,0.000290708812546034,0.000352330154071609,0.00011042614953549,0.000183874368877856,-1.10701800223386e-06
JO,JOR,Jordan,Amman,2020-05-13,2020-05-13,317,0.00315457413249211,0.00617309185113834,0.00264275689773172,8.13108220071897e-05,0,0,0,0,0.000767425063199711,0.000364664007827666,0.00857798882070769,0.00815481555457975,0.00802467203680904,0.000121834628190358,0.00473453790471179,0.00551389969720716,0.00499738545213544,8.60133850000203e-05,0.00112358936814814,0.000368516360867887,0.000287968538860159,0.000329720496598841,9.36491914671772e-05,0.000147144902483961,-1.94131694772337e-06
JO,JOR,Jordan,Amman,2020-05-14,2020-05-14,401,0.0199501246882793,0.0136858823023494,0.0289697880388577,0.000243700904023925,0.0149625935162095,0.0118824420541768,0.025954544208739,0.000231027897491353,0.00132602229150987,0.00042698234770135,0.00881244769923117,0.00828873959741776,0.00820089013193168,0.000123684089011019,0.00475734787178834,0.00557403781766786,0.00497165761200783,8.62615607472666e-05,0.00112322714848817,0.00036687459622422,0.000278886683880589,0.000295837461294138,7.50420270195595e-05,0.000103416412752723,-2.10761407211983e-06
JO,JOR,Jordan,Amman,2020-05-15,2020-05-15,519,0.00963391136801541,0.0084035660121248,0.00894664661211225,0.000138260047579382,0.00578034682080925,0.00652202609966103,0.00357606267928225,8.76481350781032e-05,0.000545911125668741,0.000239186389401606,0.00900433632302514,0.00839412987476237,0.00830806720376669,0.000124980728045344,0.00475492655136028,0.00561005507043923,0.00489098452878357,8.60213373417738e-05,0.00112463537947447,0.000365863883927943,0.000261767663730729,0.000251162540151142,5.45840466949032e-05,5.45470427751335e-05,-1.6490628977831e-06
JO,JOR,Jordan,Amman,2020-05-16,2020-05-16,466,0.00643776824034335,0.00726139963183438,0.00638815996390161,0.000117588039334148,0.00429184549356223,0.00593530722707833,0.00328989633596299,8.45166775053972e-05,0.000457289189683556,0.000231363089225346,0.00914378856926402,0.00846691811088766,0.00834463866935203,0.000125711545869707,0.00472729060362548,0.0056227252672175,0.00476173941878534,8.53613648707413e-05,0.00112774779639642,0.000365338795618707,0.000235409022682717,0.000197240439099603,3.24930267459931e-05,3.14324951646812e-06,-6.82423185603752e-07
JO,JOR,Jordan,Amman,2020-05-17,2020-05-17,447,0.0111856823266219,0.00974951345932187,0.00797649632386321,0.000131993653805577,0.00447427293064877,0.00618702412758349,0.00355875746227218,8.83610825822724e-05,0.00218663579651425,0.000519152256872666,0.00922448597712171,0.00850517143229616,0.00831453361568508,0.000125898019716548,0.00467618089043279,0.00561385205775531,0.00459398778001922,8.43671612375764e-05,0.00113214975038358,0.000365139700791631,0.000199629616745651,0.000136816153536453,9.38529511690841e-06,-4.75863733850612e-05,5.95868249548149e-07
JO,JOR,Jordan,Amman,2020-05-18,2020-05-18,453,0.0198675496688742,0.0128503077244273,0.0148634644100333,0.000176749237976062,0.00662251655629139,0.00746908965048066,0.00388802819085673,9.09008817120275e-05,0.000880281690140845,0.000325911367886241,0.00924429929118865,0.00850887394705142,0.00822617257712238,0.000125583703023409,0.00460503805489854,0.00558612687082245,0.00440007424613315,8.3128288743585e-05,0.00113721662692717,0.000365119862971706,0.000155325642989,7.34224259328709e-05,-1.38388873209904e-05,-9.43404069855022e-05,1.93896713192762e-06
