ISO2,ISO_3,country_agg,region_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
CA,CAN,Canada,Alberta,2020-05-01,2020-05-01,223,0,0,0,0,0,0,0,0,0.00190331176246669,0.000680430390416753,0.00471448496526613,0.00520136053569339,0.00492914336393918,5.33457999395588e-05,0.00355068047577449,0.00441555724003929,0.00390773424190795,4.65009664447765e-05,0.0024544010392325,0.000617286058208788,,,,,
CA,CAN,Canada,Alberta,2020-05-02,2020-05-02,163,0,0,0,0,0,0,0,0,0.00043204009332066,0.000378611066137015,0.0048941574070573,0.00542645279135033,0.00509237987602958,5.53947670225179e-05,0.00366595948443789,0.0045754310056969,0.00400708741542146,4.79406827699873e-05,0.00247241918286248,0.000617312348717199,,,,,
CA,CAN,Canada,Alberta,2020-05-03,2020-05-03,349,0.0114613180515759,0.0111673336987248,0.0130806943096054,0.000122095095898781,0.00859598853868195,0.00968520075781033,0.0107557182863995,0.000110844330194814,0.0011299891036765,0.000418309587206018,0.00506718984010952,0.00564869000491543,0.00525091968282622,5.74024947087815e-05,0.00377641608073869,0.00473150651932633,0.0041016865347909,4.93260672948836e-05,0.00247817820855736,0.000616031587368549,,,,,
CA,CAN,Canada,Alberta,2020-05-04,2020-05-04,362,0,0,0,0,0,0,0,0,0.00337400447251756,0.000711886283000859,0.00523004257703002,0.00586503792260463,0.00540235677147014,5.93445082042124e-05,0.00388111697402545,0.00488322457223303,0.00419122619130389,5.06540976366747e-05,0.00246990297525258,0.000613212249471705,,,,,
CA,CAN,Canada,Alberta,2020-05-05,2020-05-05,349,0.00573065902578797,0.007919352708573,0.00868747305303326,0.000101012349088827,0.00573065902578797,0.007919352708573,0.00868747305303326,0.000101012349088827,0.00665665462515728,0.00101538766878439,0.00537851196610835,0.00607190620259662,0.00554360531353878,6.11934492766791e-05,0.003979100001512,0.0050302056783306,0.0042753835477919,5.19256475556839e-05,0.00244618121105484,0.000608649348138588,,,,,
CA,CAN,Canada,Alberta,2020-05-06,2020-05-06,352,0.00568181818181818,0.00785205107374675,0.00306803284993851,5.97678076661252e-05,0.00568181818181818,0.00785205107374675,0.00306803284993851,5.97678076661252e-05,0.00292243373787393,0.000674048254208227,0.0055077339783306,0.00626500993414746,0.00567055457716702,6.29149992201407e-05,0.00406916855777078,0.0051719318189987,0.00435333863120275,5.31399177592713e-05,0.0024062169888275,0.000602199028123248,,,,,
CA,CAN,Canada,Alberta,2020-05-07,2020-05-07,325,0.0153846153846154,0.0133808296223846,0.0141391402941032,0.000127236528718482,0.00923076923076923,0.0103970854370424,0.00842622927644322,9.85080334094962e-05,0.00226747481794794,0.000615596237556276,0.00561285473914964,0.0064402356944147,0.00577853476928286,6.44764094550542e-05,0.00415029540499932,0.0053083481697155,0.00442406373177421,5.43007972908747e-05,0.0023499533309174,0.000593789642185622,0.000149728295647251,0.000141565234223945,9.99358215374722e-05,8.60549149777101e-05,-1.74079513858493e-05
CA,CAN,Canada,Alberta,2020-05-08,2020-05-08,342,0,0,0,0,0,0,0,0,0.0030151583990748,0.000690623052974069,0.00568850199759828,0.00659268973399861,0.005861912733567,6.58383643786248e-05,0.00422048724597774,0.00543838275323336,0.00448540929535625,5.54040477710045e-05,0.00227824370516433,0.000583450043060823,0.000132390765090163,0.000128255476256236,9.24212935899756e-05,7.97203133224651e-05,-3.23625796163586e-05
CA,CAN,Canada,Alberta,2020-05-09,2020-05-09,362,0.00552486187845304,0.00763574617765283,0.0058718040636749,8.19866124899429e-05,0.00552486187845304,0.00763574617765283,0.0058718040636749,8.19866124899429e-05,0.00269953051643193,0.000636099125691136,0.00572942468464646,0.00671747283006986,0.00591433892219751,6.69597628439506e-05,0.00427750151192924,0.00556051774533691,0.0045344587987516,5.6440522212779e-05,0.00219300221395396,0.00057134326165001,0.00011037247408949,0.000110569873228549,8.35142385317581e-05,7.2128710660117e-05,-4.75293324338999e-05
CA,CAN,Canada,Alberta,2020-05-10,2020-05-10,326,0.00613496932515337,0.00847635610577871,0.00460221579938867,7.22222419403713e-05,0,0,0,0,0.00118099903770449,0.000445204095117552,0.00573134569999406,0.00681019904211362,0.005929746114594,6.7802133669654e-05,0.00431860293868719,0.00567243780403832,0.0045675349574438,5.73930460813515e-05,0.00209695896294598,0.000557736823613012,8.35505204940065e-05,8.78982238539769e-05,7.29143274436223e-05,6.27181276899837e-05,-6.21573353844329e-05
