"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-03-23,"DE","DEBB",2485000,0,0,0
2020-03-23,"DE","DEBE",3520000,0,0,0
2020-03-23,"DE","DEBW",10880000,0,0,0
2020-03-23,"DE","DEBY",12844000,0,0,0
2020-03-23,"DE","DEHB",671000,0,0,0
2020-03-23,"DE","DEHE",6176000,0,0,0
2020-03-23,"DE","DEHH",1787000,0,0,0
2020-03-23,"DE","DEMV",1612000,0,0,0
2020-03-23,"DE","DENI",7927000,0,0,0
2020-03-23,"DE","DENW",17865000,0,0,0
2020-03-23,"DE","DERP",4053000,0,NA,NA
2020-03-23,"DE","DESH",2859000,0,0,0
2020-03-23,"DE","DESL",996000,0,0,0
2020-03-23,"DE","DESN",4085000,0,0,0
2020-03-23,"DE","DEST",2245000,0,0,0
2020-03-23,"DE","DETH",2171000,0,0,0
2020-03-24,"DE","DEBB",2485000,0,0,0
2020-03-24,"DE","DEBE",3520000,0.02,NA,NA
2020-03-24,"DE","DEBW",10880000,0,0,0
2020-03-24,"DE","DEBY",12844000,0.00857142857142857,NA,NA
2020-03-24,"DE","DEHB",671000,0,0,0
2020-03-24,"DE","DEHE",6176000,0.0265486725663717,NA,NA
2020-03-24,"DE","DEHH",1787000,0,0,0
2020-03-24,"DE","DEMV",1612000,0,0,0
2020-03-24,"DE","DENI",7927000,0,0,0
2020-03-24,"DE","DENW",17865000,0,NA,NA
2020-03-24,"DE","DERP",4053000,0,NA,NA
2020-03-24,"DE","DESH",2859000,0,0,0
2020-03-24,"DE","DESL",996000,0,0,0
2020-03-24,"DE","DESN",4085000,0,NA,NA
2020-03-24,"DE","DEST",2245000,0,0,0
2020-03-24,"DE","DETH",2171000,0,0,0
2020-03-25,"DE","DEBB",2485000,0,0,0
2020-03-25,"DE","DEBE",3520000,0.02,NA,NA
2020-03-25,"DE","DEBW",10880000,0,0,0
2020-03-25,"DE","DEBY",12844000,0.0166666666666667,NA,NA
2020-03-25,"DE","DEHB",671000,0,0,0
2020-03-25,"DE","DEHE",6176000,0.0275080906148867,NA,NA
2020-03-25,"DE","DEHH",1787000,0,0,0
2020-03-25,"DE","DEMV",1612000,0,0,0
2020-03-25,"DE","DENI",7927000,0,0,0
2020-03-25,"DE","DENW",17865000,0.00961538461538462,NA,NA
2020-03-25,"DE","DERP",4053000,0,NA,NA
2020-03-25,"DE","DESH",2859000,0,0,0
2020-03-25,"DE","DESL",996000,0,0,0
2020-03-25,"DE","DESN",4085000,0,NA,NA
2020-03-25,"DE","DEST",2245000,0,0,0
2020-03-25,"DE","DETH",2171000,0,0,0
2020-03-26,"DE","DEBB",2485000,0,0,0
2020-03-26,"DE","DEBE",3520000,0.0375,NA,NA
2020-03-26,"DE","DEBW",10880000,0.0666666666666667,NA,NA
2020-03-26,"DE","DEBY",12844000,0.0166666666666667,NA,NA
2020-03-26,"DE","DEHB",671000,0,0,0
2020-03-26,"DE","DEHE",6176000,0.027355623100304,NA,NA
2020-03-26,"DE","DEHH",1787000,0,0,0
2020-03-26,"DE","DEMV",1612000,0,0,0
2020-03-26,"DE","DENI",7927000,0,0,0
2020-03-26,"DE","DENW",17865000,0.0161507402422611,NA,NA
2020-03-26,"DE","DERP",4053000,0,NA,NA
2020-03-26,"DE","DESH",2859000,0,0,0
2020-03-26,"DE","DESL",996000,0,0,0
2020-03-26,"DE","DESN",4085000,0,NA,NA
2020-03-26,"DE","DEST",2245000,0,0,0
2020-03-26,"DE","DETH",2171000,0,0,0
2020-03-27,"DE","DEBB",2485000,0,0,0
2020-03-27,"DE","DEBE",3520000,0.0375,NA,NA
2020-03-27,"DE","DEBW",10880000,0.0666666666666667,NA,NA
2020-03-27,"DE","DEBY",12844000,0.0166666666666667,NA,NA
2020-03-27,"DE","DEHB",671000,0,0,0
2020-03-27,"DE","DEHE",6176000,0.0250696378830084,NA,NA
2020-03-27,"DE","DEHH",1787000,0,0,0
2020-03-27,"DE","DEMV",1612000,0,0,0
2020-03-27,"DE","DENI",7927000,0,0,0
