"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,0,0,500,0,0,0,0,0,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0554455445544554,0.0615909090909091,1010,0,0,0,0.0554455445544554,0.0615909090909091,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"11","IT","IT25","ITBG",1114590,NA,NA,0,10060574,0.0554455445544554,0.0615909090909091,1010,0,0,0,0.0554455445544554,0.0615909090909091,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"12","IT","IT25","ITPV",545888,NA,NA,0,10060574,0.0554455445544554,0.0615909090909091,1010,0,0,0,0.0554455445544554,0.0615909090909091,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"13","IT","IT25","ITCO",599204,NA,NA,0,10060574,0.0554455445544554,0.0615909090909091,1010,0,0,0,0.0554455445544554,0.0615909090909091,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"14","IT","IT25","ITCR",358955,NA,NA,0,10060574,0.0554455445544554,0.0615909090909091,1010,0,0,0,0.0554455445544554,0.0615909090909091,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
"15","IT","IT25","ITMI",3250315,NA,NA,0,10060574,0.0554455445544554,0.0615909090909091,1010,0,0,0,0.0554455445544554,0.0615909090909091,60453010,0.0126769838656569,0.0129663246514075,6074,0.0390162894830199,0.051548808833125,2976,0.0213383953040295,0.0256537802232077
