"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,NA,NA,130,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0583657587548638,0.0631837606837607,1028,0,0,0,0.0583657587548638,0.0631837606837607,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"11","IT","IT25","ITBG",1114590,NA,NA,0,10060574,0.0583657587548638,0.0631837606837607,1028,0,0,0,0.0583657587548638,0.0631837606837607,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"12","IT","IT25","ITPV",545888,NA,NA,0,10060574,0.0583657587548638,0.0631837606837607,1028,0,0,0,0.0583657587548638,0.0631837606837607,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"13","IT","IT25","ITCO",599204,NA,NA,0,10060574,0.0583657587548638,0.0631837606837607,1028,0,0,0,0.0583657587548638,0.0631837606837607,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
"14","IT","IT25","ITCR",358955,NA,NA,0,10060574,0.0583657587548638,0.0631837606837607,1028,0,0,0,0.0583657587548638,0.0631837606837607,60453010,0.0142529488859764,0.0141971544715447,6104,0.0395180409952844,0.0438710818104525,2714,0.0220290273600819,0.0233301822326919
