"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","IT","IT21","ITAL",421284,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"2","IT","IT21","ITVC",170911,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"3","IT","IT21","ITAT",214638,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"4","IT","IT21","ITTO",2259523,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"5","IT","IT21","ITCN",587089,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"6","IT","IT21","ITVB",158349,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"7","IT","IT21","ITNO",369018,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"8","IT","IT21","ITBI",175585,NA,NA,0,4356397,0.0159090909090909,0.0383333333333333,440,0,0,0,0.0159090909090909,0.0383333333333333,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"9","IT","IT23","ITAO",125666,NA,NA,0,125666,NA,NA,0,0,0,0,NA,NA,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"10","IT","IT25","ITBS",1265954,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"11","IT","IT25","ITBG",1114590,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"12","IT","IT25","ITPV",545888,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"13","IT","IT25","ITCO",599204,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"14","IT","IT25","ITCR",358955,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"15","IT","IT25","ITMI",3250315,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"16","IT","IT25","ITVA",890768,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"17","IT","IT25","ITMB",873935,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"18","IT","IT25","ITLC",337380,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"19","IT","IT25","ITSO",181095,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"20","IT","IT25","ITMN",412292,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"21","IT","IT25","ITLO",230198,NA,NA,0,10060574,0.0530451866404715,0.0421428571428571,1018,0,0,0,0.0530451866404715,0.0421428571428571,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"22","IT","IT32","ITBZ",531178,NA,NA,0,1072276,0.176923076923077,0.1375,130,0,0,0,0.176923076923077,0.1375,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"23","IT","IT32","ITTN",541098,NA,NA,0,1072276,0.176923076923077,0.1375,130,0,0,0,0.176923076923077,0.1375,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"24","IT","IT34","ITRO",234937,NA,NA,0,4905854,0.0226480836236934,0.068051948051948,574,0,0,0,0.0226480836236934,0.068051948051948,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
"25","IT","IT34","ITVE",853338,NA,NA,0,4905854,0.0226480836236934,0.068051948051948,574,0,0,0,0.0226480836236934,0.068051948051948,60453010,0.0145382454981001,0.0137279293739968,6053,0.037839491856,0.0470382948841512,3209,0.0226114153925614,0.0252689532265217
