"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECA",881394,0,0,NA,NA,NA,NA,394,8,0,0,NA,NA,NA,NA
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECB",209933,0,0,NA,NA,NA,NA,20,2,0,0,NA,NA,NA,NA
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECC",186869,0,0,NA,NA,NA,NA,158,5,0,0,NA,NA,NA,NA
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECD",161338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECE",643654,0,0,NA,NA,NA,NA,10,1,0,0,NA,NA,NA,NA
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECF",281396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECG",4387434,0.154545454545455,0.158333333333333,NA,NA,NA,NA,110,4,0.154545454545455,0.158333333333333,NA,NA,NA,NA
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECH",524004,0.0188679245283019,0.0144927536231884,NA,NA,NA,NA,53,3,0.0188679245283019,0.0144927536231884,NA,NA,NA,NA
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECI",476257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EC",2020-08-24,17468736,0.0232323232323232,NA,NA,1980,18,0.0162474809942059,10346,0.00331189646735347,0.00731482133635223,10346,0.0173694984882406,0.00277988648801225,0.00277988648801225,"ECL",521154,0.0139784946236559,0.0128571428571429,0,0,0.0133333333333333,0.01,930,14,0.0139784946236559,0.0128571428571429,0,0,0.0133333333333333,0.01
