ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
CM,CMR,Cameroon,Adamaoua,2020-05-17,2020-05-01,103,8,17,0.0194174757281553,0.0266482036524112,0.0187605007645904,0.000101768245884794,0.0194174757281553,0.0266482036524112,0.0187605007645904,0.000101768245884794,0.00246137016272392,0.00113567386492009,1,0,,,0.0317752282404509,0.0331465525028011,0.0357294139988606,0.000149002913291418,0.0257415856651884,0.0302812848801686,0.0295922077311821,0.000137309807035054,0.00230793225488604,0.00110015858047377,,,,,,,,0.0317752282404509
CM,CMR,Cameroon,Adamaoua,2020-05-18,2020-05-04,102,9,15,0.0196078431372549,0.0269068483623884,0.0217865862917329,0.000118001178507127,0.0196078431372549,0.0269068483623884,0.0217865862917329,0.000118001178507127,0.00248550124275062,0.00114679405133688,2,0,,,0.032988486135347,0.0337849903809943,0.03716269403222,0.000152815314238309,0.0262265586127187,0.0305663219613534,0.0303319052063466,0.000139715662251784,0.00228989205004461,0.00109614111586698,,,,,,,,0.032988486135347
CM,CMR,Cameroon,Adamaoua,2020-05-19,2020-05-05,104,7,15,0.0192307692307692,0.0263944833692685,0.0215400337765535,0.000116680494706113,0.0192307692307692,0.0263944833692685,0.0215400337765535,0.000116680494706113,0.00243770314192849,0.00112476726646051,2,0,,,0.0342332564686432,0.0344406575500815,0.0386292300044467,0.000156783381636245,0.0266746754595876,0.0308313978193256,0.0310489369531181,0.000142138403492015,0.00226991133168766,0.00109167265098424,,,,,,,,0.0342332564686432
CM,CMR,Cameroon,Adamaoua,2020-05-20,2020-05-06,109,11,15,0.018348623853211,0.0251950503612202,0.0207250522409307,0.000112312555054958,0.018348623853211,0.0251950503612202,0.0207250522409307,0.000112312555054958,0.00193823491407159,0.000979913144056228,2,0,,,0.0354866776919213,0.0351018208902187,0.0401063776893688,0.000160860640313598,0.0270641941009459,0.0310640418110752,0.0317232277467573,0.000144531100754157,0.0022482069809943,0.00108679913494158,,,,,,,,0.0354866776919213
CM,CMR,Cameroon,Adamaoua,2020-05-21,2020-05-09,100,10,13,0.04,0.0384072934108425,0.0469961386595681,0.000173675058593941,0.03,0.0334344809563718,0.0364877006788801,0.000153872466503829,0.00253521126760563,0.00116970078590584,2,0,,,0.0367211149688098,0.035754235327961,0.0415689463365421,0.000164990316852794,0.0273715129480299,0.0312505149637833,0.0323346548187232,0.000146842610018869,0.00222518290264932,0.00108160963867271,,,,,,,,0.0367211149688098
CM,CMR,Cameroon,Adamaoua,2020-05-22,2020-05-10,100,7,13,0.04,0.0384072934108425,0.0476798830369623,0.000176138627553299,0.03,0.0334344809563718,0.0370185583385689,0.00015606813751773,0.00241855171432636,0.00114829425082753,2,0,,,0.0379056996956593,0.0363819755990624,0.0429911781704705,0.000169107298713888,0.0275732073260031,0.0313770432836757,0.0328655509153334,0.000149021762500817,0.00220144981225111,0.00107624343634948,,,,,,,,0.0379056996956593
CM,CMR,Cameroon,Adamaoua,2020-05-23,2020-05-11,103,8,13,0.0485436893203884,0.0415040324517794,0.0527705564064226,0.000185558721670842,0.0388349514563107,0.0373112541172863,0.0420223505551914,0.000166523603298898,0.00262358464512566,0.00117813733301529,2,0,,,0.039008156953302,0.036968311263311,0.0443492973963463,0.00017314146376938,0.0276482977262872,0.0314310487918782,0.0333036731999983,0.000151022860077185,0.00217780705294139,0.00107088472259753,0.00120548811880852,0.00143664723291428,0.000317785343516455,0.000618577578136028,-2.16875336574429e-05,,,0.039008156953302
CM,CMR,Cameroon,Adamaoua,2020-05-24,2020-05-12,103,6,13,0.0485436893203884,0.0415040324517794,0.055083539739361,0.00019345530875751,0.0388349514563107,0.0373112541172863,0.0438642298732048,0.000173655307681652,0.00248550124275062,0.00114679405133688,3,0,,,0.0399970524164706,0.037496706669712,0.045624109545076,0.000177021289306423,0.0275807451647186,0.031402443301123,0.0336451003082517,0.000152811137252012,0.00215517717049134,0.00106574274124007,0.00116809438018727,0.00141023591880932,0.000225697758666647,0.000552199183650839,-2.24524799255448e-05,,,0.0399970524164706
CM,CMR,Cameroon,Adamaoua,2020-05-25,2020-05-14,102,12,12,0.0490196078431373,0.0419004514931721,0.0588270665889558,0.000206193044622838,0.0392156862745098,0.0376695877073438,0.0468452823444897,0.000185167742470649,0.00181285734207224,0.000984568711926582,4,0,,,0.0408444527438951,0.0379522919991319,0.0468034775432579,0.000180678672680096,0.0273619466508557,0.031285144723206,0.0338967552821726,0.000154368542441041,0.00213452072181251,0.00106103551399327,0.0011018660458753,0.00136237458980187,0.000114545198544678,0.000474636388175756,-2.25651016458575e-05,,,0.0408444527438951
CM,CMR,Cameroon,Adamaoua,2020-05-26,2020-05-15,101,4,12,0.0495049504950495,0.042304508043671,0.0555366699057725,0.000202911391659259,0.0297029702970297,0.0331085145091172,0.0385603112390993,0.000170590660231914,0.00169014084507042,0.000955461177500561,4,0,,,0.0415289443136386,0.0383234346012863,0.0478838281983461,0.000184052859819187,0.0269924156104848,0.0310779954319505,0.0340773366824913,0.000155696678446698,0.00211670758970586,0.00105695702477724,0.00100704443695289,0.00129624175149621,-1.19630817435167e-05,0.000392351489289011,-2.1916565214741e-05,,,0.0415289443136386
