ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
EC,ECU,Ecuador,Azuay,2021-01-01,2020-12-31,113,54,2,0.00884955752212389,0.0172678965081244,0.00611754293232603,0.000158617175309564,0.00884955752212389,0.0172678965081244,0.00611754293232603,0.000158617175309564,0.0344001502836155,0.00750170055236212,13,3,0,0,0.0253839987381486,0.0235786757594386,0.0231453163145835,0.00027375939784281,0.0177949232007717,0.0199192170336595,0.0156101132911763,0.000224826306962566,0.03397876429523,0.00654224184322642,,,0.0253839987381486
EC,ECU,Ecuador,Azuay,2021-01-02,2021-01-01,131,77,2,0,0,0,0,0,0,0,0,0.044848559490042,0.00790845600884141,16,6,0,0,0.0256844408366162,0.0238103700706236,0.0234386669086197,0.000276301383510828,0.0180260638086037,0.0201076008955109,0.015833898236431,0.000226989484665296,0.0341311179068262,0.00655723704961111,,,0.0256844408366162
EC,ECU,Ecuador,Azuay,2021-01-03,2021-01-02,150,73,2,0.00666666666666667,0.0130227989741459,0.00316780668877345,0.000104913428741132,0.00666666666666667,0.0130227989741459,0.00316780668877345,0.000104913428741132,0.044716360346372,0.00745579129628989,21,9,0,0,0.0259667136852568,0.0240349006968949,0.0237186852005549,0.000278708121119912,0.0182436197227475,0.0202888054753876,0.0160442926196226,0.000229008367256326,0.034306007165841,0.00657498491985249,,,0.0259667136852568
EC,ECU,Ecuador,Azuay,2021-01-04,2021-01-03,158,85,2,0.0189873417721519,0.0212808483568962,0.0188556633945071,0.000258638022864057,0.0126582278481013,0.0174317005825738,0.00652320407292045,0.000153078556866679,0.0362139538016393,0.00664382231187608,19,5,0,0,0.0262282476986861,0.0242509526821433,0.0239833917789956,0.00028096171529363,0.0184453591284726,0.0204614087004015,0.0162393687838517,0.000230863457532603,0.0345037703308516,0.00659554340125283,,,0.0262282476986861
EC,ECU,Ecuador,Azuay,2021-01-05,2021-01-04,178,93,2,0.0337078651685393,0.0265129428820972,0.0370024185067407,0.000371566137336213,0.0168539325842697,0.0189102704150921,0.0128725591059798,0.000221884790562602,0.024799733107841,0.00514614924860041,18,4,0,0,0.0264665588250209,0.024456995402735,0.0242308628727905,0.000283041013005706,0.0186290096179288,0.0206237524869971,0.0164171189640815,0.00023253154895938,0.0347252980088614,0.00661901825028252,,,0.0264665588250209
EC,ECU,Ecuador,Azuay,2021-01-06,2021-01-05,174,81,2,0.0344827586206897,0.0271115585662858,0.0275785857555721,0.000312030290685353,0.0172413793103448,0.0193411770790395,0.01438245786476,0.00022685808948082,0.0202766409456714,0.00463585223955039,17,6,0,0,0.0266800525877364,0.0246525180672178,0.0244609709624569,0.000284942504952424,0.0187929609644034,0.0207750437565107,0.01657706940174,0.00023400574383095,0.0349708399167214,0.00664544060250326,,,0.0266800525877364
EC,ECU,Ecuador,Azuay,2021-01-07,2021-01-06,154,73,2,0.0194805194805195,0.0218281088481725,0.0215754542510467,0.000274889046507563,0.012987012987013,0.0178814940107662,0.0186487640942371,0.000255947596495054,0.0184361946626527,0.00478392795236497,13,4,0,0,0.0268661858481896,0.0248359674570281,0.0246711347925836,0.000286643719957494,0.0189349094943828,0.0209135942836526,0.0167168591017826,0.000235262564123813,0.0352403951587264,0.00667482336422845,,,0.0268661858481896
EC,ECU,Ecuador,Azuay,2021-01-08,2021-01-07,153,80,2,0.0326797385620915,0.0281725919266557,0.0349327849201693,0.000352217626134739,0.0261437908496732,0.0252833184449602,0.0301545055099267,0.000328052295839593,0.0296872717495323,0.00614489712882325,12,5,0,0,0.0270223015678547,0.0250055712228535,0.0248583461170549,0.000288119520194438,0.0190524707327541,0.0210375281217233,0.016833860897349,0.000236276608016086,0.0355331748215524,0.00670709212994241,,,0.0270223015678547
EC,ECU,Ecuador,Azuay,2021-01-09,2021-01-08,152,72,2,0.0328947368421053,0.0283547863087942,0.0305404605690678,0.000334489338444344,0.0263157894736842,0.0254474085583724,0.0256336484327611,0.000307217531280437,0.032897389682432,0.00650554979438877,11,5,0,0,0.0271471794699646,0.0251608991666786,0.0250225815772999,0.000289367706130993,0.019144416751608,0.0211461951320509,0.0169279688372164,0.000237044190888079,0.0358485859952145,0.00674217185951965,,,0.0271471794699646
EC,ECU,Ecuador,Azuay,2021-01-10,2021-01-09,142,70,2,0.028169014084507,0.0272135446262074,0.0231579113251553,0.000300496388799264,0.0140845070422535,0.0193818215253853,0.012144539649427,0.000218833906441788,0.0221254440853319,0.00544610255925231,9,4,0,0,0.0272392206788712,0.0253007618403875,0.0251626349384648,0.000290374632167775,0.0192090721478456,0.021238174458406,0.0169981319297057,0.00023755121052426,0.0361854247684342,0.00677994538658385,,,0.0272392206788712
