ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
LY,LBY,Libya,Al Butnan,2020-05-11,2020-04-30,100,11,12,0.01,0.0195013954179879,0.00367876986963218,0.000129834580209233,0,0,0,0,0.00224429270173581,0.00126837909498728,0,0,,,0.0039196273913551,,,0.0039196273913551
LY,LBY,Libya,Al Butnan,2020-05-12,2020-05-02,103,9,11,0.00970873786407767,0.018936178546626,0.00410657386590442,0.000144901918906211,0,0,0,0,0.00126949890199197,0.000939843532707713,0,0,,,0.00391101783821538,,,0.00391101783821538
LY,LBY,Libya,Al Butnan,2020-05-13,2020-05-03,110,11,11,0.00909090909090909,0.0177366792474103,0.00381767149245358,0.000134727433479654,0,0,0,0,0.00118566406884156,0.000877815233954394,0,0,,,0.00391587297963827,,,0.00391587297963827
LY,LBY,Libya,Al Butnan,2020-05-14,2020-05-04,105,6,11,0.00952380952380953,0.0185772237565978,0.00380591705434777,0.00013431340620421,0,0,0,0,0.00106659455131999,0.000852982448465187,0,0,,,0.00393502467109453,,,0.00393502467109453
LY,LBY,Libya,Al Butnan,2020-05-15,2020-05-05,106,13,11,0,0,0,0,0,0,0,0,0.00106659455131999,0.000852982448465187,1,0,,,0.0039691998803016,,,0.0039691998803016
LY,LBY,Libya,Al Butnan,2020-05-16,2020-05-07,100,8,10,0,0,0,0,0,0,0,0,0.000748097567245269,0.000732847869609368,1,0,,,0.00401898643211056,,,0.00401898643211056
LY,LBY,Libya,Al Butnan,2020-05-17,2020-05-08,103,12,10,0,0,0,0,0,0,0,0,0.000718173664555458,0.000703544488867482,1,0,,,0.00408479596691306,,,0.00408479596691306
LY,LBY,Libya,Al Butnan,2020-05-18,2020-05-08,112,9,11,0,0,0,0,0,0,0,0,0.00082359365201314,0.000721601063561608,1,0,,,0.00416682497090863,,,0.00416682497090863
LY,LBY,Libya,Al Butnan,2020-05-19,2020-05-09,106,8,11,0,0,0,0,0,0,0,0,0.000854968648280307,0.000749078866751288,1,0,,,0.00426501506124972,,,0.00426501506124972
LY,LBY,Libya,Al Butnan,2020-05-20,2020-05-10,105,7,11,0,0,0,0,0,0,0,0,0.000863189500667618,0.00075627843685641,1,0,,,0.00437901404595828,,,0.00437901404595828
LY,LBY,Libya,Al Butnan,2020-05-21,2020-05-11,100,6,11,0,0,0,0,0,0,0,0,0.000916037837443186,0.00080255997215324,1,0,,,0.00450813960312313,,,0.00450813960312313
LY,LBY,Libya,Al Butnan,2020-05-22,2020-05-11,105,5,12,0,0,0,0,0,0,0,0,0.000871569981256624,0.000763617743425749,1,0,,,0.00465134770508207,,,0.00465134770508207
LY,LBY,Libya,Al Butnan,2020-05-23,2020-05-12,107,13,12,0,0,0,0,0,0,0,0,0.000345275800267047,0.000478436434389092,1,0,,,0.00480720811477129,,,0.00480720811477129
LY,LBY,Libya,Al Butnan,2020-05-24,2020-05-13,109,11,12,0,0,0,0,0,0,0,0,0.000677522325052319,0.000663734716049205,1,0,,,0.00497388936465146,,,0.00497388936465146
LY,LBY,Libya,Al Butnan,2020-05-25,2020-05-15,101,9,11,0,0,0,0,0,0,0,0,0.000732830269954549,0.000717897274853239,1,0,,,0.00514915555703217,,,0.00514915555703217
