ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
GH,GHA,Ghana,Ahafo,2020-05-30,2020-05-02,5,29,100,3981747.27013508,0,0,0,2,98416.0037640311,2,98416.0037640311,18,998.598102234466,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-05-31,2020-05-06,10,26,102,3553528.1476319,0,0,0,2,98416.0037640311,2,98416.0037640311,17,1018.97765534129,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-01,2020-05-07,4,26,103,3490861.76547778,0,0,0,2,98416.0037640311,2,98416.0037640311,17,1029.1674318947,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-02,2020-05-08,3,26,102,3557573.0260898,0,0,0,2,98416.0037640311,2,98416.0037640311,11,1018.97765534129,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-03,2020-05-08,1,27,103,3583551.20025089,0,0,0,2,98416.0037640311,2,98416.0037640311,11,1029.1674318947,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-06,2020-05-08,2,28,105,3655657.3169064,0,0,0,2,98416.0037640311,2,98416.0037640311,11,1049.54698500153,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-07,2020-05-08,1,29,106,3686113.01446252,0,0,0,2,98416.0037640311,2,98416.0037640311,11,1059.73676155494,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-09,2020-05-09,1,29,100,3516968.76217128,0,0,0,2,98416.0037640311,2,98416.0037640311,11,998.598102234466,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-10,2020-05-10,2,29,100,3547064.09921986,0,0,0,2,98416.0037640311,2,98416.0037640311,11,998.598102234466,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-11,2020-05-11,2,29,100,3558869.89889264,0,0,0,2,98416.0037640311,2,98416.0037640311,12,998.598102234466,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-12,2020-05-12,3,29,101,3564846.29665141,0,0,0,2,98416.0037640311,2,98416.0037640311,12,998.598102234466,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-13,2020-05-14,4,28,100,3468167.40334525,0,0,0,2,98416.0037640311,2,98416.0037640311,9,988.408325681053,0,1,,,,,,,,,,,,,,,,,,,,,,,,
GH,GHA,Ghana,Ahafo,2020-06-14,2020-05-14,2,29,102,3515616.1451656,0,0,0,2,98416.0037640311,2,98416.0037640311,9,1008.78787878788,0,1,,,,,,,,,,,,,,,,,,,,,,,,
