ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
GR,GRC,Greece,Agion Oros,2020-07-02,2020-05-03,101,7,51,0.0099009900990099,0.0193092777830645,0.00896363000659846,0.000182228782526443,0,0,0,0,0.00129347513653349,0.000844508188575854,0,0,,,0.00991250220391496,0.0193316042811193,0.00821053449990798,0.000166977240978576,0,0,0,0,0.00126118582336834,0.000834208310518672,,,,,,,,0.00991250220391496
GR,GRC,Greece,Agion Oros,2020-07-03,2020-05-03,103,2,52,0.00970873786407767,0.018936178546626,0.00885975239102598,0.000180126411068562,0,0,0,0,0.00126760563380282,0.00082762874363293,0,0,,,0.00991388423778138,0.0193342859124876,0.00813856150407649,0.000165519242047114,0,0,0,0,0.00124853013615985,0.000829392870301393,,,,,,,,0.00991388423778138
GR,GRC,Greece,Agion Oros,2020-07-04,2020-05-04,100,1,52,0.01,0.0195013954179879,0.00893143321071016,0.000181577177655608,0,0,0,0,0.00130680993175548,0.000853208762454368,0,0,,,0.00991470160846743,0.0193358717992009,0.00806026756369501,0.00016393313068692,0,0,0,0,0.0012322315961321,0.000823117582565547,,,,,,,,0.00991470160846743
GR,GRC,Greece,Agion Oros,2020-07-05,2020-05-05,101,2,52,0.0099009900990099,0.0193092777830645,0.00801455936053522,0.000163012367281332,0,0,0,0,0.00130680993175548,0.000853208762454368,0,0,,,0.0099148815875562,0.0193362208241318,0.00797580279904453,0.000162221935240514,0,0,0,0,0.00121167316129446,0.000815130888926988,,,,,,,,0.0099148815875562
GR,GRC,Greece,Agion Oros,2020-07-06,2020-05-06,100,2,52,0.01,0.0195013954179879,0.00812155691817196,0.000165179738239988,0,0,0,0,0.00132042253521127,0.000862090478344025,0,0,,,0.00991440800175215,0.0193353016206084,0.00788571377275058,0.000160396716636547,0,0,0,0,0.00118631073152501,0.000805208537167935,,,,,,,,0.00991440800175215
GR,GRC,Greece,Agion Oros,2020-07-07,2020-05-07,100,1,52,0.01,0.0195013954179879,0.00809227389404837,0.000164586596901017,0,0,0,0,0.00132042253521127,0.000862090478344025,0,0,,,0.00991329940112595,0.0193331502083906,0.00779102855509087,0.000158478293553452,0,0,0,0,0.00115576119679473,0.000793186347894819,,,,,,,,0.00991329940112595
GR,GRC,Greece,Agion Oros,2020-07-08,2020-05-08,100,4,52,0.01,0.0195013954179879,0.00750025502818494,0.000152591199902546,0,0,0,0,0.00132042253521127,0.000862090478344025,0,0,,,0.00991163499518403,0.0193299203210549,0.00769335829826593,0.000156499302773212,0,0,0,0,0.00111989905183097,0.000778996914415077,-1.4453478848891e-07,-8.61960336070077e-05,0,0,-2.35477952562273e-05,,,0.00991163499518403
GR,GRC,Greece,Agion Oros,2020-07-09,2020-05-13,100,5,49,0.01,0.0195013954179879,0.00735066731024088,0.000149559136834837,0,0,0,0,0.00132042253521127,0.000862090478344025,0,0,,,0.00990956414574143,0.019325901822627,0.00759491568885602,0.000154504575558853,0,0,0,0,0.00107893896844431,0.000762699834123597,-7.20015339991202e-07,-9.06076358700789e-05,0,0,-2.82651946192566e-05,,,0.00990956414574143
GR,GRC,Greece,Agion Oros,2020-07-11,2020-05-13,102,2,50,0.00980392156862745,0.0191209083686488,0.00724330213200136,0.000147382618813285,0,0,0,0,0.00129347513653349,0.000844508188575854,1,0,,,0.00990502781462281,0.01931709940903,0.00740702976535114,0.000150697238641427,0,0,0,0,0.000984465133075414,0.00072470919613897,-1.61229897410366e-06,-0.000108872966390645,0,0,-4.12944105094484e-05,,,0.00990502781462281
GR,GRC,Greece,Agion Oros,2020-07-12,2020-05-13,104,2,51,0.00961538461538462,0.0187549838461375,0.00713261716066128,0.000145138553818065,0,0,0,0,0.00126760563380282,0.00082762874363293,1,0,,,0.00990272716475602,0.019312632320694,0.0073236395959568,0.000149007300023386,0,0,0,0,0.000933111156785693,0.000703755373137284,-2.02573713336199e-06,-0.000108693867181289,0,0,-4.64270007514608e-05,,,0.00990272716475602
GR,GRC,Greece,Agion Oros,2020-07-13,2020-05-17,100,6,48,0.01,0.0195013954179879,0.00726634417937721,0.000147849749534476,0,0,0,0,0.000580804414113547,0.000569012552346139,3,0,,,0.00990061365453452,0.0193085255913178,0.00725125849682816,0.000147540403071503,0,0,0,0,0.000880706216587066,0.00068206092359411,-2.29905786960511e-06,-0.000105742545987069,0,0,-5.0934085822991e-05,,,0.00990061365453452
GR,GRC,Greece,Agion Oros,2020-07-14,2020-05-17,101,1,49,0.0099009900990099,0.0193092777830645,0.00711489502898823,0.000144779225892588,0,0,0,0,0.000580804414113547,0.000569012552346139,3,0,,,0.00989859730201445,0.0193046020918614,0.00719216380512111,0.000146342712718162,0,0,0,0,0.000828448563813735,0.000660004107132496,-2.45034985191789e-06,-9.9810791661626e-05,0,0,-5.45521054968327e-05,,,0.00989859730201445
GR,GRC,Greece,Agion Oros,2020-07-15,2020-05-18,100,1,49,0.01,0.0195013954179879,0.00680877843775384,0.000138571492225747,0,0,0,0,0.000580804414113547,0.000569012552346139,3,0,,,0.00989633429361629,0.0193001903238712,0.00714775485939918,0.000145442591758534,0,0,0,0,0.000777277116197205,0.00063785151193323,-2.55011692795621e-06,-9.09339064777924e-05,0,0,-5.71036559389615e-05,,,0.00989633429361629
