ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
SD,SDN,Sudan,Al Jazirah,2020-05-08,2020-05-03,20,6,101,3441700.95704391,0,0,0,5,178387.153640019,2,126249.509234808,43,4549.82068044124,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-09,2020-05-04,22,6,109,3274789.97140562,0,0,0,4,156168.20729608,2,126249.509234808,36,4831.25288747884,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-10,2020-05-04,10,7,119,3447631.83580983,0,0,0,4,156168.20729608,2,126249.509234808,37,5300.30656587484,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-11,2020-05-05,15,7,111,3322225.23665889,0,0,0,3,139106.438885638,2,126249.509234808,33,4971.96899099764,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-12,2020-05-06,11,7,106,2942029.09203277,0,0,0,2,26471.9477171681,1,13615.0180663378,30,4831.25288747884,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-13,2020-05-07,17,7,110,3016051.87051843,0,0,0,1,12856.9296508303,0,0,30,5018.87435883724,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-14,2020-05-08,9,7,104,2992542.84439344,0,0,0,1,12856.9296508303,0,0,34,4737.44215179964,0,0,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-15,2020-05-09,19,7,103,3203748.33528959,0,0,0,0,0,0,0,25,4643.63141612044,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-16,2020-05-09,10,8,113,3436126.36633695,0,0,0,1,29041.1043978118,0,0,28,5112.68509451644,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-17,2020-05-10,15,8,106,3414357.97080191,0,0,0,1,29041.1043978118,0,0,35,4878.15825531844,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-18,2020-05-11,10,8,106,3505573.3152083,0,0,0,1,29041.1043978118,0,0,41,4831.25288747884,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-19,2020-05-12,12,8,103,3066616.73758155,0,0,0,1,29041.1043978118,0,0,33,4643.63141612044,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-20,2020-05-14,27,7,102,2751774.84240636,0,0,1,1,29041.1043978118,0,0,46,4596.72604828084,0,1,,,,,,,,,,,,,,,,,,,,,,,,
SD,SDN,Sudan,Al Jazirah,2020-05-21,2020-05-15,18,7,111,2862214.48445752,0,0,1,1,29041.1043978118,0,0,44,4971.96899099764,0,1,,,,0.00132978723404255,0,0.0031715186691444,0.0172872340425532,0.0107000434768153,0.0238744246082911,0.0191654561334149,0.0191252528355068,0.019205659431323,0.00598404255319149,0.00208625479136346,0.00988183031501952,0.0116079548576819,0.0115765463935706,0.0116393633217933,0.00728809610657547,0.00664840369727517,0.00792778851587576,0,0,0
SD,SDN,Sudan,Al Jazirah,2020-05-22,2020-05-16,9,7,101,2327347.98828732,0,0,1,1,29041.1043978118,0,0,47,4549.82068044124,0,0,,,,0.00199468085106383,0,0.00424958097313025,0.0146276595744681,0.00856013171823893,0.0206951874306972,0.0162274381928806,0.0161899183179878,0.0162649580677734,0.00465425531914894,0.00121443104565501,0.00809407959264286,0.00900680089846837,0.00897874593773213,0.00903485585920461,0.00734698981248719,0.00670473703986442,0.00798924258510996,0,0,0
SD,SDN,Sudan,Al Jazirah,2020-05-23,2020-05-17,10,7,101,2442788.80303243,0,0,1,0,0,0,0,51,4502.91531260164,0,0,,,,0.00267379679144385,5.70294679562342e-05,0.00529056411493147,0.0120320855614973,0.00650718876025281,0.0175569823627418,0.0128887178136774,0.0128548985360208,0.012922537091334,0.00334224598930481,0.000417591785952997,0.00626690019265663,0.0062276532595204,0.00620406575058618,0.00625124076845462,0.00760460379707293,0.00694968795785,0.00825951963629586,0,0,0
SD,SDN,Sudan,Al Jazirah,2020-05-24,2020-05-17,6,8,107,2593422.93397274,0,0,1,0,0,0,0,52,4737.44215179964,0,0,,,,0.00336927223719677,0.000421008513607714,0.00631753596078582,0.00943396226415094,0.00451560666942014,0.0143523178588818,0.00942239570611063,0.00939313490844035,0.00945165650378091,0.00202156334231806,0,0.00430682217516058,0.00333990318651603,0.00332242880901415,0.0033573775640179,0.00789225115093264,0.00722236565771922,0.00856213664414606,0,0,0
SD,SDN,Sudan,Al Jazirah,2020-05-25,2020-05-18,15,8,107,2636311.51429346,0,0,1,0,0,0,0,46,4690.53678396004,0,0,,,,0.00405405405405405,0.000816776881416287,0.00729133122669182,0.00743243243243243,0.00305657908701894,0.0118082857778459,0.00620218285535438,0.006178207297811,0.00622615841289776,0.000675675675675676,0,0.00199952819098501,0.00033053455302023,0.000324983389002115,0.000336085717038345,0.00812029562523071,0.00743944821471025,0.00880114303575117,0,0,0
SD,SDN,Sudan,Al Jazirah,2020-05-26,2020-05-19,5,8,102,2457127.73921492,0,0,1,0,0,0,0,42,4502.91531260164,0,1,,,,0.00474254742547425,0.00123762449534118,0.00824747035560733,0.00609756097560976,0.00212605823635011,0.0100690637148694,0.00562574455269417,0.00560276805730738,0.00564872104808095,0,0,0,-4.4686020409501e-20,,,0.00834111224094902,0.0076494432141978,0.00903278126770024,0,0,0
SD,SDN,Sudan,Al Jazirah,2020-05-27,2020-05-20,14,8,104,2513513.76819107,0,0,1,0,0,0,0,51,4596.72604828084,0,1,,,,0.0054421768707483,0.00168128567991215,0.00920306806158445,0.0054421768707483,0.00168128567991215,0.00920306806158445,0.00537626909082389,0.00535366504174758,0.0053988731399002,0,0,0,-4.52445898368027e-20,,,0.00871266871750158,0.00800363784142589,0.00942169959357726,0,0,0
