ISO2,ISO_3,country,region,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
UZ,UZB,Uzbekistan,Andijon,2020-05-17,2020-05-01,14,17,100,8529459.58469964,0,0,0,0,0,0,0,1,1420.66052966476,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-18,2020-05-02,6,17,100,8260479.53878032,0,0,0,0,0,0,0,1,1420.66052966476,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-19,2020-05-03,7,17,105,8374609.42325643,0,0,0,0,0,0,0,1,1492.41106146601,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-20,2020-05-04,5,17,100,7772783.53867732,0,0,0,0,0,0,0,1,1420.66052966476,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-21,2020-05-05,6,17,105,8024684.0933961,0,0,0,0,0,0,0,1,1492.41106146601,0,0,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-22,2020-05-07,9,16,102,7507355.52241511,0,0,0,1,29647.169472326,1,29647.169472326,1,1449.36074238526,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-23,2020-05-08,10,16,106,7575904.10700778,0,0,0,1,29647.169472326,1,29647.169472326,0,1506.76116782626,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-24,2020-05-09,4,16,100,6951382.49540924,0,0,0,1,29647.169472326,1,29647.169472326,0,1420.66052966476,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-25,2020-05-10,4,16,101,6901627.03492345,0,0,0,1,29647.169472326,1,29647.169472326,0,1435.01063602501,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-26,2020-05-12,12,15,102,6652749.91337623,0,0,0,1,29647.169472326,1,29647.169472326,0,1449.36074238526,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-27,2020-05-14,11,14,103,6443069.67471244,0,0,0,1,29647.169472326,1,29647.169472326,0,1478.06095510576,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-28,2020-05-17,16,12,104,5890791.62390537,0,0,0,1,29647.169472326,1,29647.169472326,0,1492.41106146601,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-29,2020-05-18,12,12,102,5881630.05092804,0,0,0,1,29647.169472326,1,29647.169472326,0,1463.71084874551,0,1,,,,,,,,,,,,,,,,,,,,,,,,
UZ,UZB,Uzbekistan,Andijon,2020-05-30,2020-05-19,9,12,105,5840775.39186379,0,0,0,1,29647.169472326,1,29647.169472326,0,1492.41106146601,0,1,,,,0,0,0,0.00627177700348432,0.002187160790103,0.0103563932168656,0.00265213876094766,0.00264208902174998,0.00266218850014534,0.00627177700348432,0.002187160790103,0.0103563932168656,0.00265213876094766,0.00264208902174998,0.00266218850014534,0.000293620342615634,5.87139483134936e-05,0.000528526736917774,0,0,0
