ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
KZ,KAZ,Kazakhstan,Almaty,2021-01-01,2020-12-29,148,42,4,0.0337837837837838,0.0291077434734052,0.0303555666147802,0.000101592109356676,0.0337837837837838,0.0291077434734052,0.0303555666147802,0.000101592109356676,0.00654686390078936,0.00250823614675993,14,1,0,0,0.0170047053749188,0.0218189349195437,0.0166153523555999,8.91122329946478e-05,0.015245133882108,0.0198243980959082,0.0148970688232637,8.09989275922973e-05,0.0126115646883777,0.00365176495076594,,,0.0170047053749188
KZ,KAZ,Kazakhstan,Almaty,2021-01-02,2021-01-01,113,71,2,0.0442477876106195,0.0379164182893793,0.0468030194453842,0.000164935916269045,0.0442477876106195,0.0379164182893793,0.0468030194453842,0.000164935916269045,0.0193645774698644,0.00477324866643835,11,2,0,0,0.0169960988962353,0.0218069712700916,0.016638042771237,8.91136479294942e-05,0.0151808517083686,0.0197909025675371,0.0148612605190013,8.09433914486032e-05,0.0126541896587647,0.003659822543844,,,0.0169960988962353
KZ,KAZ,Kazakhstan,Almaty,2021-01-03,2021-01-02,124,53,2,0.00806451612903226,0.0157422976270391,0.00644199503422326,6.05926367659104e-05,0.00806451612903226,0.0157422976270391,0.00644199503422326,6.05926367659104e-05,0.0148411500297403,0.00396580031718025,9,1,0,0,0.017002922245378,0.0218007385393936,0.0166844649030051,8.91441302347953e-05,0.015127756494481,0.0197617214916452,0.0148436653302876,8.0915516268265e-05,0.0126916078837801,0.00366692068674397,,,0.017002922245378
KZ,KAZ,Kazakhstan,Almaty,2021-01-04,2021-01-03,107,54,2,0.00934579439252336,0.0182316240644272,0.00857920793248123,7.60432741600141e-05,0.00934579439252336,0.0182316240644272,0.00857920793248123,7.60432741600141e-05,0.00360916856069157,0.00212899075395825,6,0,0,0,0.0170247311662632,0.0217994590126008,0.0167559954681789,8.92028155236051e-05,0.0150850123886321,0.0197357273581484,0.0148450216664394,8.09135699874124e-05,0.0127224851191709,0.00367290082139218,,,0.0170247311662632
KZ,KAZ,Kazakhstan,Almaty,2021-01-05,2021-01-04,106,52,2,0.00943396226415094,0.0184028015418055,0.00862857210298447,7.64789178477324e-05,0.00943396226415094,0.0184028015418055,0.00862857210298447,7.64789178477324e-05,0.00198872553344229,0.00158969950610762,9,2,0,0,0.0170610648042599,0.0218027591488729,0.0168541305301313,8.92903294005821e-05,0.0150516356220715,0.0197119993058571,0.0148660166212798,8.0936400971101e-05,0.0127466347048238,0.0036777009261379,,,0.0170610648042599
KZ,KAZ,Kazakhstan,Almaty,2021-01-06,2021-01-04,153,47,3,0.0065359477124183,0.0127682900213672,0.00607719487968667,5.3934181656996e-05,0.0065359477124183,0.0127682900213672,0.00607719487968667,5.3934181656996e-05,0.0057187530010958,0.00223529090043084,11,2,0,0,0.0171110836229278,0.0218101097198505,0.0169802118964511,8.94069092185944e-05,0.015026410895342,0.0196895447300905,0.0149072878388554,8.09828567673977e-05,0.0127633166350252,0.00368121834486108,,,0.0171110836229278
KZ,KAZ,Kazakhstan,Almaty,2021-01-07,2021-01-06,101,54,2,0.0099009900990099,0.0193092777830645,0.0100325656554795,8.35901257691539e-05,0,0,0,0,0.0220042857409905,0.00537345440382229,7,2,0,0,0.0171736363220365,0.0218203653608022,0.0171355164977287,8.95509731756763e-05,0.0150078544300888,0.0196667557009442,0.0149694211242272,8.10499629031786e-05,0.0127718421275593,0.00368334987973178,,,0.0171736363220365
KZ,KAZ,Kazakhstan,Almaty,2021-01-08,2021-01-07,107,53,2,0.0186915887850467,0.0256615019570993,0.0193648035250186,0.000107764947443106,0.00934579439252336,0.0182316240644272,0.0106437401316162,8.02492015321122e-05,0.0184179220365188,0.00482248279259197,12,2,0,0,0.0172464389181141,0.021831791766618,0.0173203817112876,8.97187243043313e-05,0.0149934111146502,0.0196414516898278,0.0150520983090424,8.1132573603967e-05,0.0127717276246981,0.00368401924776822,,,0.0172464389181141
KZ,KAZ,Kazakhstan,Almaty,2021-01-09,2021-01-08,110,57,2,0.00909090909090909,0.0177366792474103,0.00963813218759304,7.27042732804847e-05,0.00909090909090909,0.0177366792474103,0.00963813218759304,7.27042732804847e-05,0.010719230625254,0.00363759646746154,15,2,0,0,0.0173275088435517,0.0218429155875957,0.0175353816931499,8.99071671810441e-05,0.0149807539498792,0.0196116246423502,0.0151551849097838,8.12260203566589e-05,0.0127626550552399,0.00368319169917951,,,0.0173275088435517
KZ,KAZ,Kazakhstan,Almaty,2021-01-10,2021-01-09,117,60,2,0.00854700854700855,0.0166800862899834,0.00699538966523942,6.17211179999709e-05,0.00854700854700855,0.0166800862899834,0.00699538966523942,6.17211179999709e-05,0.0130566980283842,0.00397041245582866,20,5,0,0,0.0174143159926971,0.0218519181995801,0.0177807301689572,9.01124037187073e-05,0.0149673591085939,0.0195751745756431,0.015278459133827,8.1325550373337e-05,0.012744463330151,0.00368085692299838,,,0.0174143159926971
KZ,KAZ,Kazakhstan,Almaty,2021-01-11,2021-01-10,118,58,2,0.0169491525423729,0.0232899776895759,0.0189316384736256,0.000103630809079816,0.0169491525423729,0.0232899776895759,0.0189316384736256,0.000103630809079816,0.0112439482083084,0.00365224795407045,17,3,0,0,0.0175037868699744,0.0218566161259067,0.0180562553086695,9.03295120488023e-05,0.014950323087146,0.0195297460806465,0.0154214849891936,8.14257705108469e-05,0.012717163343233,0.00367702833220421,,,0.0175037868699744
KZ,KAZ,Kazakhstan,Almaty,2021-01-12,2021-01-11,104,46,2,0.00961538461538462,0.0187549838461375,0.0123497003889278,8.68158124043765e-05,0.00961538461538462,0.0187549838461375,0.0123497003889278,8.68158124043765e-05,0.0162412585231121,0.00460535532429112,11,0,0,0,0.0175926891027235,0.0218546871876879,0.0183609381042718,9.055156826712e-05,0.0149264665828593,0.0194727383686879,0.0155829347644195,8.15188142999303e-05,0.0126809942408254,0.00367174155817892,,,0.0175926891027235
KZ,KAZ,Kazakhstan,Almaty,2021-01-13,2021-01-12,100,54,2,0.01,0.0195013954179879,0.0102408295960121,7.95733191564238e-05,0.01,0.0195013954179879,0.0102408295960121,7.95733191564238e-05,0.0180868560825566,0.00501821969628082,11,1,0,0,0.0176774776655991,0.0218437333734175,0.0186934850640982,9.07718573846552e-05,0.0148925683189131,0.0194016849967813,0.0157614918535662,8.15976848244556e-05,0.0126366690081999,0.00366511365789487,,,0.0176774776655991
KZ,KAZ,Kazakhstan,Almaty,2021-01-14,2021-01-13,106,52,2,0.0188679245283019,0.0259012641269205,0.0176485426255388,0.000104121020528006,0.0188679245283019,0.0259012641269205,0.0176485426255388,0.000104121020528006,0.0251153482316166,0.0056122018166996,10,1,0,0,0.0177541929926234,0.021820866288361,0.0190515818148575,9.09808729597375e-05,0.0148451656688356,0.0193137712853729,0.0159550532614666,8.16529892523021e-05,0.0125847875806657,0.00365723534798282,,,0.0177541929926234
KZ,KAZ,Kazakhstan,Almaty,2021-01-15,2021-01-13,148,42,3,0.0135135135135135,0.0186014561875711,0.01239035447138,7.32946902124924e-05,0.0135135135135135,0.0186014561875711,0.01239035447138,7.32946902124924e-05,0.0197825855695049,0.00426530254140181,14,1,0,0,0.0178190950400179,0.0217838338132924,0.0194327310459759,9.11712751277791e-05,0.0147811992554091,0.0192069797721204,0.0161616021188966,8.1677943575701e-05,0.0125264982051917,0.00364828725249495,,,0.0178190950400179
