ISO2,ISO_3,country,region,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
KZ,KAZ,Kazakhstan,Almaty,2021-01-01,2020-12-29,148,42,4,0.0337837837837838,0.0291077434734052,0.0303555666147802,0.000101592109356676,0.0337837837837838,0.0291077434734052,0.0303555666147802,0.000101592109356676,0.00652267460469147,0.0024989991606854,14,1,0,0,0.0170047053749188,0.0218189349195437,0.0166153523555999,8.91122329946478e-05,0.015245133882108,0.0198243980959082,0.0148970688232637,8.09989275922973e-05,0.012564967588281,0.00363837304473662,,,0.0170047053749188
KZ,KAZ,Kazakhstan,Almaty,2021-01-02,2021-01-01,113,71,2,0.0442477876106195,0.0379164182893793,0.0468030194453842,0.000164935916269045,0.0442477876106195,0.0379164182893793,0.0468030194453842,0.000164935916269045,0.0192930293965689,0.00475578599235669,11,2,0,0,0.0169960988962353,0.0218069712700916,0.016638042771237,8.91136479294942e-05,0.0151808517083686,0.0197909025675371,0.0148612605190013,8.09433914486032e-05,0.0126074350682962,0.00364640121411896,,,0.0169960988962353
KZ,KAZ,Kazakhstan,Almaty,2021-01-03,2021-01-02,124,53,2,0.00806451612903226,0.0157422976270391,0.00644199503422326,6.05926367659104e-05,0.00806451612903226,0.0157422976270391,0.00644199503422326,6.05926367659104e-05,0.0147863150770144,0.00395125747341282,9,1,0,0,0.017002922245378,0.0218007385393936,0.0166844649030051,8.91441302347953e-05,0.015127756494481,0.0197617214916452,0.0148436653302876,8.0915516268265e-05,0.0126447150407775,0.00365347341557377,,,0.017002922245378
KZ,KAZ,Kazakhstan,Almaty,2021-01-04,2021-01-03,107,54,2,0.00934579439252336,0.0182316240644272,0.00857920793248123,7.60432741600141e-05,0.00934579439252336,0.0182316240644272,0.00857920793248123,7.60432741600141e-05,0.00359583343591966,0.00212113877125166,6,0,0,0,0.0170247311662632,0.0217994590126008,0.0167559954681789,8.92028155236051e-05,0.0150850123886321,0.0197357273581484,0.0148450216664394,8.09135699874124e-05,0.0126754781912262,0.00365943166133897,,,0.0170247311662632
KZ,KAZ,Kazakhstan,Almaty,2021-01-05,2021-01-04,106,52,2,0.00943396226415094,0.0184028015418055,0.00862857210298447,7.64789178477324e-05,0.00943396226415094,0.0184028015418055,0.00862857210298447,7.64789178477324e-05,0.00198137760754757,0.00158383172862858,9,2,0,0,0.0170610648042599,0.0218027591488729,0.0168541305301313,8.92903294005821e-05,0.0150516356220715,0.0197119993058571,0.0148660166212798,8.0936400971101e-05,0.0126995385491989,0.00366421415877018,,,0.0170610648042599
KZ,KAZ,Kazakhstan,Almaty,2021-01-06,2021-01-04,153,47,3,0.0065359477124183,0.0127682900213672,0.00607719487968667,5.3934181656996e-05,0.0065359477124183,0.0127682900213672,0.00607719487968667,5.3934181656996e-05,0.00569762340198537,0.00222705563029758,11,2,0,0,0.0171110836229278,0.0218101097198505,0.0169802118964511,8.94069092185944e-05,0.015026410895342,0.0196895447300905,0.0149072878388554,8.09828567673977e-05,0.0127161588431489,0.00366771862395255,,,0.0171110836229278
KZ,KAZ,Kazakhstan,Almaty,2021-01-07,2021-01-06,101,54,2,0.0099009900990099,0.0193092777830645,0.0100325656554795,8.35901257691539e-05,0,0,0,0,0.0219229844964134,0.00535382313002791,7,2,0,0,0.0171736363220365,0.0218203653608022,0.0171355164977287,8.95509731756763e-05,0.0150078544300888,0.0196667557009442,0.0149694211242272,8.10499629031786e-05,0.0127246528357669,0.00366984223367981,,,0.0171736363220365
KZ,KAZ,Kazakhstan,Almaty,2021-01-08,2021-01-07,107,53,2,0.0186915887850467,0.0256615019570993,0.0193648035250186,0.000107764947443106,0.00934579439252336,0.0182316240644272,0.0106437401316162,8.02492015321122e-05,0.0183498716575281,0.00480483126908587,12,2,0,0,0.0172464389181141,0.021831791766618,0.0173203817112876,8.97187243043313e-05,0.0149934111146502,0.0196414516898278,0.0150520983090424,8.1132573603967e-05,0.0127245387559699,0.00367050898295002,,,0.0172464389181141
KZ,KAZ,Kazakhstan,Almaty,2021-01-09,2021-01-08,110,57,2,0.00909090909090909,0.0177366792474103,0.00963813218759304,7.27042732804847e-05,0.00909090909090909,0.0177366792474103,0.00963813218759304,7.27042732804847e-05,0.0106796253046814,0.00362422885234844,15,2,0,0,0.0173275088435517,0.0218429155875957,0.0175353816931499,8.99071671810441e-05,0.0149807539498792,0.0196116246423502,0.0151551849097838,8.12260203566589e-05,0.0127154997077629,0.00366968424829202,,,0.0173275088435517
KZ,KAZ,Kazakhstan,Almaty,2021-01-10,2021-01-09,117,60,2,0.00854700854700855,0.0166800862899834,0.00699538966523942,6.17211179999709e-05,0.00854700854700855,0.0166800862899834,0.00699538966523942,6.17211179999709e-05,0.013008456253474,0.00395583928737901,20,5,0,0,0.0174143159926971,0.0218519181995801,0.0177807301689572,9.01124037187073e-05,0.0149673591085939,0.0195751745756431,0.015278459133827,8.1325550373337e-05,0.0126973751973025,0.00366735775637895,,,0.0174143159926971
KZ,KAZ,Kazakhstan,Almaty,2021-01-11,2021-01-10,118,58,2,0.0169491525423729,0.0232899776895759,0.0189316384736256,0.000103630809079816,0.0169491525423729,0.0232899776895759,0.0189316384736256,0.000103630809079816,0.0112024041657497,0.00363883010292421,17,3,0,0,0.0175037868699744,0.0218566161259067,0.0180562553086695,9.03295120488023e-05,0.014950323087146,0.0195297460806465,0.0154214849891936,8.14257705108469e-05,0.0126701760781399,0.00366354287229126,,,0.0175037868699744
KZ,KAZ,Kazakhstan,Almaty,2021-01-12,2021-01-11,104,46,2,0.00961538461538462,0.0187549838461375,0.0123497003889278,8.68158124043765e-05,0.00961538461538462,0.0187549838461375,0.0123497003889278,8.68158124043765e-05,0.0161812504616384,0.00458847943665543,11,0,0,0,0.0175926891027235,0.0218546871876879,0.0183609381042718,9.055156826712e-05,0.0149264665828593,0.0194727383686879,0.0155829347644195,8.15188142999303e-05,0.012634140613019,0.00365827509988554,,,0.0175926891027235
KZ,KAZ,Kazakhstan,Almaty,2021-01-13,2021-01-12,100,54,2,0.01,0.0195013954179879,0.0102408295960121,7.95733191564238e-05,0.01,0.0195013954179879,0.0102408295960121,7.95733191564238e-05,0.0180200289231883,0.00499984855301824,11,1,0,0,0.0176774776655991,0.0218437333734175,0.0186934850640982,9.07718573846552e-05,0.0148925683189131,0.0194016849967813,0.0157614918535662,8.15976848244556e-05,0.0125899791528795,0.003651671073179,,,0.0176774776655991
KZ,KAZ,Kazakhstan,Almaty,2021-01-14,2021-01-13,106,52,2,0.0188679245283019,0.0259012641269205,0.0176485426255388,0.000104121020528006,0.0188679245283019,0.0259012641269205,0.0176485426255388,0.000104121020528006,0.0250225522602656,0.0055917320120109,10,1,0,0,0.0177541929926234,0.021820866288361,0.0190515818148575,9.09808729597375e-05,0.0148451656688356,0.0193137712853729,0.0159550532614666,8.16529892523021e-05,0.0125382894163948,0.00364382118180252,,,0.0177541929926234
KZ,KAZ,Kazakhstan,Almaty,2021-01-15,2021-01-13,148,42,3,0.0135135135135135,0.0186014561875711,0.01239035447138,7.32946902124924e-05,0.0135135135135135,0.0186014561875711,0.01239035447138,7.32946902124924e-05,0.0197094930434995,0.00424970157478065,14,1,0,0,0.0178190950400179,0.0217838338132924,0.0194327310459759,9.11712751277791e-05,0.0147811992554091,0.0192069797721204,0.0161616021188966,8.1677943575701e-05,0.0124802154080011,0.00363490539740973,,,0.0178190950400179
KZ,KAZ,Kazakhstan,Almaty,2021-01-16,2021-01-14,146,52,3,0.00684931506849315,0.0133783578498663,0.00524491308862368,4.80953395874851e-05,0.00684931506849315,0.0133783578498663,0.00524491308862368,4.80953395874851e-05,0.0188378736717582,0.00414097928236051,11,0,0,0,0.0178680115379611,0.0217296172195144,0.0198332640556548,9.13320311361497e-05,0.0146973661125844,0.0190787020078714,0.0163782493714105,8.16625464185624e-05,0.0124170489018228,0.00362509341641814,,,0.0178680115379611
KZ,KAZ,Kazakhstan,Almaty,2021-01-17,2021-01-16,130,78,2,0.00769230769230769,0.0150185469901632,0.00515082115231355,5.20637509488778e-05,0.00769230769230769,0.0150185469901632,0.00515082115231355,5.20637509488778e-05,0.0121030491257784,0.00347632037408286,14,2,0,0,0.0178970522217665,0.0216556746480594,0.0202488272010567,9.14525765460565e-05,0.0145908320739749,0.0189269911293903,0.0166017435705929,8.1597756283092e-05,0.0123505652609133,0.00361464630991972,,,0.0178970522217665
KZ,KAZ,Kazakhstan,Almaty,2021-01-18,2021-01-17,123,45,2,0.032520325203252,0.0313468496024098,0.0284648336891622,0.000126896862490002,0.032520325203252,0.0313468496024098,0.0284648336891622,0.000126896862490002,0.00928663069972293,0.00315372127797248,13,2,0,0,0.0179024734697198,0.0215595176113204,0.0206742844964759,9.15218865525075e-05,0.0144590869409749,0.0187501405205899,0.016828387611318,8.14745585072432e-05,0.0122825473188672,0.00360380311558471,,,0.0179024734697198
KZ,KAZ,Kazakhstan,Almaty,2021-01-19,2021-01-17,170,47,3,0.0352941176470588,0.0277378156965159,0.0316921434725439,0.000115714412256091,0.0352941176470588,0.0277378156965159,0.0316921434725439,0.000115714412256091,0.00814282281295354,0.00254516148347102,17,2,0,0,0.0178810210283339,0.0214390722237823,0.0211037057994356,9.15286073108997e-05,0.0143002696043113,0.0185470391844457,0.0170540296120103,8.12840696288309e-05,0.0122153555447676,0.00359288647554684,,,0.0178810210283339
KZ,KAZ,Kazakhstan,Almaty,2021-01-20,2021-01-18,141,49,3,0.049645390070922,0.0358526153066906,0.0457505045006344,0.00014790755461294,0.0425531914893617,0.0333166964120918,0.0387142943029928,0.000136559953240453,0.00447286598126591,0.00212146595625179,12,1,0,0,0.017829899063562,0.0212925456892169,0.0215304504796377,9.14614989202797e-05,0.014113111317216,0.0183170236644312,0.0172741359527749,8.1017929943387e-05,0.0121516214320787,0.00358224482631165,,,0.017829899063562
KZ,KAZ,Kazakhstan,Almaty,2021-01-21,2021-01-19,145,49,3,0.0344827586206897,0.0296992243917543,0.0324455674803007,0.000123741141860128,0.0275862068965517,0.0266584957303103,0.0255967849691153,0.000110296261639295,0.00702441880505235,0.0025926790389425,16,1,0,0,0.0177466509191626,0.0211185671439064,0.0219469692879263,9.13093196259538e-05,0.013896782997764,0.0180599954393137,0.0174835678796454,8.06681145468347e-05,0.0120938444258579,0.00357220588202381,,,0.0177466509191626
KZ,KAZ,Kazakhstan,Almaty,2021-01-22,2021-01-21,101,52,2,0.0198019801980198,0.0271705622473482,0.0161136159272544,9.47881789841333e-05,0.0099009900990099,0.0193092777830645,0.00814261691810038,6.76537411747969e-05,0.00633904657260063,0.00284128203390999,10,1,0,0,0.0176297807961406,0.0209164076663821,0.0223454320534744,9.10620374474576e-05,0.0136513681630738,0.0177765432071636,0.0176770978897367,8.02278631755283e-05,0.0120448030918299,0.00356311430022028,,,0.0176297807961406
KZ,KAZ,Kazakhstan,Almaty,2021-01-23,2021-01-22,106,54,2,0.0188679245283019,0.0259012641269205,0.0137081189299546,8.66505312256538e-05,0.00943396226415094,0.0184028015418055,0.00589721149756789,5.70582656277817e-05,0.0200647505724317,0.00494407103129615,8,1,0,0,0.0174784021511635,0.0206859063986681,0.0227175216625868,9.07105519578417e-05,0.0133777352912281,0.0174678302498059,0.0178493267694413,7.96913153223002e-05,0.0120070176092698,0.003555298728253,,,0.0174784021511635
KZ,KAZ,Kazakhstan,Almaty,2021-01-24,2021-01-23,117,63,2,0.0256410256410256,0.0286406157970728,0.0208611982756691,0.000108449866147148,0.0170940170940171,0.0234873065658838,0.0133886963735203,8.72126442053616e-05,0.0219820760988296,0.00502139004030425,13,1,0,0,0.0172929506352671,0.0204279157962023,0.0230551150870723,9.02484001961936e-05,0.0130778588162928,0.0171361821927057,0.0179950159391587,7.90554373952835e-05,0.0119830505551863,0.00354907404346172,,,0.0172929506352671
