"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0.0134048257372654,0.01,373,0.0134048257372654,0.01,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"2","UA","UA07",1042855,0,0,250,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"3","UA","UA09",2263676,0,0,285,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"4","UA","UA12",3258705,0.0163934426229508,0.02,610,0.0163934426229508,0.02,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"5","UA","UA14",4387702,0,0,696,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"6","UA","UA18",1249225,0,0,206,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"7","UA","UA21",1259497,0,0,201,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"8","UA","UA23",1755663,0,0,301,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"9","UA","UA26",1382721,0.00555555555555556,0.00555555555555556,180,0.00555555555555556,0.00555555555555556,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"11","UA","UA32",1731673,0.0173913043478261,0.0175,230,0.0173913043478261,0.0175,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"12","UA","UA35",974724,0.02,0.02,100,0.02,0.02,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"14","UA","UA43",1963770,0.0454545454545455,0.0333333333333333,220,0.0454545454545455,0.0333333333333333,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"15","UA","UA46",2535476,0,0,370,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"16","UA","UA48",1159634,0.005,0.005,200,0.005,0.005,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"17","UA","UA51",2387282,0,0,322,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"18","UA","UA53",1440684,0,0,250,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"19","UA","UA56",1162049,0,0,200,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"20","UA","UA59",1115051,0,0,140,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"21","UA","UA61",1066523,0,0,138,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"22","UA","UA63",2720342,0.0509090909090909,0.08,275,0.0509090909090909,0.08,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"23","UA","UA65",1063803,0,0,130,0,0,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"24","UA","UA68",1296103,0.00975609756097561,0.0266666666666667,205,0.00975609756097561,0.0266666666666667,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"25","UA","UA71",1246166,0.212765957446809,0.216666666666667,188,0.212765957446809,0.216666666666667,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"26","UA","UA74",1047023,0.0275,0.0216666666666667,400,0.0275,0.0216666666666667,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.0234731580091284,0.0373529411764706,4601,0.0163530403697842,0.0183592309559072,6470,0.0193120920596607,0.0262528323220721
