"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","UA","UA05",1604270,0,0,184,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"2","UA","UA07",1042855,0,0,150,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"3","UA","UA09",2263676,0,0,285,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"4","UA","UA12",3258705,0,0,370,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"5","UA","UA14",4387702,0,0,671,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"6","UA","UA18",1249225,0,0,306,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"7","UA","UA21",1259497,0,0,200,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"8","UA","UA23",1755663,0,0,381,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"9","UA","UA26",1382721,0,0,400,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"10","UA","UA30",2900920,NA,NA,0,NA,NA,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"11","UA","UA32",1731673,0.00526315789473684,0.01,380,0.00526315789473684,0.01,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"12","UA","UA35",974724,0,0,120,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"13","UA","UA40",381685,NA,NA,0,NA,NA,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"14","UA","UA43",1963770,NA,NA,120,NA,NA,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"15","UA","UA46",2535476,0.0342857142857143,0.0342857142857143,350,0.0342857142857143,0.0342857142857143,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"16","UA","UA48",1159634,0,0,155,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"17","UA","UA51",2387282,0.012448132780083,0.0333333333333333,241,0.012448132780083,0.0333333333333333,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"18","UA","UA53",1440684,0,0,250,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"19","UA","UA56",1162049,0,0,150,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"20","UA","UA59",1115051,0,0,140,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"21","UA","UA61",1066523,0,0,139,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"22","UA","UA63",2720342,0.0205882352941176,0.04,340,0.0205882352941176,0.04,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"23","UA","UA65",1063803,0,0,130,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"24","UA","UA68",1296103,0.0152671755725191,0.019047619047619,131,0.0152671755725191,0.019047619047619,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"25","UA","UA71",1246166,0,0,150,0,0,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"26","UA","UA74",1047023,0.1,0.06,120,0.1,0.06,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
"27","UA","UA77",910001,NA,NA,0,NA,NA,45307223,0.00237529691211401,0.00252777777777778,4631,0.00782253959134983,0.00970978069954473,5743,0.00539086609534626,0.00650370247217797
