ISO2,ISO_3,country,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
CV,CPV,Cape Verde,2020-09-29,2020-06-12,2,61,100,2431927.46497005,0,0,0,3,205838.66225706,3,205838.66225706,27,1029.6268115942,0,0,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2020-09-30,2020-06-12,1,62,101,2454888.66346117,0,0,0,3,205838.66225706,3,205838.66225706,31,1041.19565217391,0,0,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-06,2020-12-12,2,56,100,3252044.66955506,0,0,3,7,237321.49417704,6,207051.461853032,38,936.011904761905,3,20,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-08,2020-12-14,1,56,100,3250690.43679577,0,0,3,7,237321.49417704,6,207051.461853032,38,936.011904761905,3,19,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-09,2020-12-17,2,55,100,3246518.62955121,0,0,3,7,237321.49417704,6,207051.461853032,38,947.02380952381,3,19,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-10,2020-12-17,1,56,101,3270302.70960454,0,0,3,7,237321.49417704,6,207051.461853032,38,947.02380952381,3,19,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-11,2020-12-17,1,57,102,3431458.59574571,0,0,3,7,237321.49417704,6,207051.461853032,38,958.035714285714,3,19,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-14,2020-12-19,2,56,100,3421484.71528676,0,0,2,6,207051.461853032,6,207051.461853032,40,936.011904761905,2,19,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-15,2020-12-25,3,55,101,3414866.82481419,0,0,2,5,195433.607707857,5,195433.607707857,50,947.02380952381,2,20,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-16,2020-12-25,1,56,102,3507828.14473202,0,0,2,5,195433.607707857,5,195433.607707857,50,958.035714285714,2,20,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-19,2020-12-26,1,56,100,3494666.11331588,0,0,2,5,195433.607707857,5,195433.607707857,50,936.011904761905,2,20,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-21,2020-12-26,1,57,101,3514116.35772416,0,0,2,5,195433.607707857,5,195433.607707857,50,947.02380952381,2,20,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-22,2020-12-27,1,57,100,3503256.08134119,0,0,2,5,195433.607707857,5,195433.607707857,55,936.011904761905,2,19,,,,,,,,,,,,,,,,,,,,,,,,
CV,CPV,Cape Verde,2021-03-23,2020-12-28,1,57,100,3485949.82302139,0,0,2,5,195433.607707857,5,195433.607707857,55,947.02380952381,2,19,,,,0.0205965909090909,0.0131779347834444,0.0280152470347374,0.0546875,0.042811272750958,0.066563727249042,0.065191286201884,0.0651196980422478,0.0652628743615202,0.0511363636363636,0.0396306493284155,0.0626420779443118,0.0618780164082866,0.0618081476708674,0.0619478851457058,0.0446199646820793,0.0411244204500503,0.0481155089141083,0.124463519313305,0.0820769475497117,0.166850091076898
CV,CPV,Cape Verde,2021-03-25,2020-12-29,1,57,100,3432014.00699305,0,0,2,5,195433.607707857,5,195433.607707857,55,947.02380952381,2,19,,,,0.0220170454545455,0.0143524025507034,0.0296816883583875,0.0561079545454545,0.0440875206369325,0.0681283884539766,0.0635717094319047,0.0635017169367251,0.0636417019270842,0.0525568181818182,0.0409011309932937,0.0642125053703426,0.0603294240093914,0.06026112181264,0.0603977262061426,0.046998868971483,0.0434047285631951,0.0505930093797708,0.123015873015873,0.0824627538712602,0.163568992160486
CV,CPV,Cape Verde,2021-03-27,2020-12-29,1,58,101,3453242.7952388,0,0,2,5,195433.607707857,5,195433.607707857,55,947.02380952381,2,20,,,,0.0234375,0.0155352197463454,0.0313397802536546,0.0575284090909091,0.045365930755534,0.0696908874262842,0.0620223270805969,0.0619538638557921,0.0620907903054017,0.0539772727272727,0.0421739843647695,0.065780561089776,0.0588479329115412,0.0587811319706895,0.0589147338523929,0.0491482323289151,0.0454639260658089,0.0528325385920213,0.121323529411765,0.0825218381819694,0.16012522064156
CV,CPV,Cape Verde,2021-03-29,2020-12-30,2,58,100,3438019.62202743,0,0,2,5,195433.607707857,5,195433.607707857,57,936.011904761905,2,19,,,,0.0227272727272727,0.0149428158903139,0.0305117295642316,0.0561079545454545,0.0440875206369325,0.0681283884539766,0.060906205929618,0.0608384531725688,0.0609739586866673,0.0532670454545455,0.0415372668452244,0.0649968240638665,0.0583765577628157,0.0583101376534477,0.0584429778721837,0.0505848729662218,0.0468499317633106,0.0543198141691331,0.118081180811808,0.0796602312295366,0.15650213039408
CV,CPV,Cape Verde,2021-03-30,2020-12-30,2,59,102,3513064.72692953,0,0,2,5,195433.607707857,5,195433.607707857,57,936.011904761905,2,19,,,,0.0219858156028369,0.0143319223302459,0.0296397088754278,0.0546099290780142,0.0427500609698577,0.0664697971861706,0.0597037964183838,0.0596368560709334,0.0597707367658342,0.0524822695035461,0.0408426573056874,0.0641218817014048,0.0578169035135627,0.0577509633962456,0.0578828436308798,0.0520215136035286,0.0482367731971038,0.0558062540099533,0.114391143911439,0.0764962563779065,0.152286031444972
CV,CPV,Cape Verde,2021-03-31,2021-01-01,3,58,100,3491122.39293497,0,0,2,5,200131.701304892,5,200131.701304892,57,925,2,19,,,,0.0212765957446809,0.0137444347775338,0.0288087567118279,0.0531914893617021,0.0414778813491538,0.0649050973742505,0.0586330485434764,0.0585668414525822,0.0586992556343706,0.0517730496453901,0.040208025183024,0.0633380741077561,0.0573814810155158,0.0573159408317538,0.0574470211992778,0.053547325473931,0.0497073750309949,0.057387275916867,0.11070110701107,0.0733448544152777,0.148057359606862
