ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
GN,GIN,Guinea,2020-04-26,2020-04-24,100,28,3,0.01,0.0195013954179879,0.00368306592902491,5.12844370285327e-05,0.01,0.0195013954179879,0.00368306592902491,5.12844370285327e-05,0.00369896144544032,0.00141917683362602,0.0143389269610903,0.0214813056954737,0.0235479483757405,0.000114943424279889,0.0138447996682865,0.0209779340043012,0.0234160798279703,0.000113980392328932,0.00435063372729002,0.00140065102290912,,,,,
GN,GIN,Guinea,2020-04-27,2020-04-25,107,40,3,0.0186915887850467,0.0256615019570993,0.0421698181452186,0.000186294646651717,0.0186915887850467,0.0256615019570993,0.0421698181452186,0.000186294646651717,0.00355531245726788,0.00136416150353135,0.0142762694345541,0.0212954831402802,0.022856013179715,0.000111898177894643,0.0136685263595286,0.0206707659960657,0.0226930717583957,0.000110698025290261,0.00437421177291909,0.00139817828512784,,,,,
GN,GIN,Guinea,2020-04-28,2020-04-26,106,38,3,0.00943396226415094,0.0184028015418055,0.040140426569964,0.000187610163903303,0.00943396226415094,0.0184028015418055,0.040140426569964,0.000187610163903303,0.00220933443800055,0.00108135745892911,0.0141621283938754,0.021043293910707,0.0220211213731094,0.000108310566676775,0.0134245006061268,0.020277982543065,0.0218225982754642,0.00010683431778341,0.00438123671260561,0.00139287816649714,,,,,
GN,GIN,Guinea,2020-04-29,2020-04-27,114,36,3,0.0175438596491228,0.0240998768411264,0.0317799869188301,0.000145561082777614,0.0175438596491228,0.0240998768411264,0.0317799869188301,0.000145561082777614,0.00217669654289373,0.00103359009554875,0.0139862675281632,0.0207111547814542,0.0210437581816271,0.000104173588792351,0.0131032900278744,0.0197861898465658,0.0208046300337158,0.000102380057847885,0.00436903927332028,0.00138430015242908,,,,,
GN,GIN,Guinea,2020-04-30,2020-04-28,115,41,3,0.0173913043478261,0.023892167460625,0.0243752294950907,0.000110380359517723,0.0173913043478261,0.023892167460625,0.0243752294950907,0.000110380359517723,0.00778354336545589,0.0019145132599153,0.0137395058286382,0.0202865927155454,0.019932481362638,9.95085709528963e-05,0.012698465279126,0.0191855770539097,0.0196473523418114,9.73578511061288e-05,0.00433579967817434,0.00137211662994684,,,,,
GN,GIN,Guinea,2020-05-01,2020-04-28,137,22,4,0.0145985401459854,0.0200839495772856,0.021923251700494,9.94015414395479e-05,0.0145985401459854,0.0200839495772856,0.021923251700494,9.94015414395479e-05,0.00662182047508934,0.00162971824170286,0.0134142931094294,0.0197591717084477,0.0187041473531577,9.43640383060663e-05,0.0122070486142479,0.0184703196185059,0.0183679535410068,9.18227671282817e-05,0.00428090778726241,0.00135617206471831,,,,,
GN,GIN,Guinea,2020-05-02,2020-04-29,122,23,4,0.0163934426229508,0.0225327379431889,0.0200844485254826,9.11498416109287e-05,0.0163934426229508,0.0225327379431889,0.0200844485254826,9.11498416109287e-05,0.00751969443781332,0.00184986041255373,0.0130071636443585,0.0191238444163712,0.0173871066986255,8.88323144598905e-05,0.011631782556923,0.0176417659019823,0.0169946408905419,8.5873212907913e-05,0.00420533802053052,0.00133656510760572,-0.000221960552788629,-0.00102680694618583,-0.000368836185227256,-0.00107023982290473,-2.42159511265844e-05
GN,GIN,Guinea,2020-05-03,2020-04-30,118,32,4,0.0169491525423729,0.0232899776895759,0.0256970394339408,0.000101739573445974,0.0169491525423729,0.0232899776895759,0.0256970394339408,0.000101739573445974,0.00832823025107165,0.0019711983792569,0.012521588005463,0.0183840691750864,0.0160225353636188,8.30551560938566e-05,0.0109828531360658,0.0167110146574262,0.0155673499336609,7.9656696100808e-05,0.00411173149974102,0.00131365787620485,-0.000292446904848519,-0.00113891296934938,-0.000447612203910463,-0.00118762030412246,-4.37467121963436e-05
GN,GIN,Guinea,2020-05-04,2020-05-01,102,25,4,0.00980392156862745,0.0191209083686488,0.00922829811469517,7.08879621977065e-05,0.00980392156862745,0.0191209083686488,0.00922829811469517,7.08879621977065e-05,0.00241855171432636,0.00114829425082753,0.0119690865485555,0.0175541491336326,0.0146631209149691,7.7225714153043e-05,0.0102790576417667,0.0157008630400509,0.0141370388216805,7.33706739641739e-05,0.00400425829262843,0.00128807035850786,-0.000365506974219984,-0.00122633340969005,-0.000524240494060022,-0.00128092657563062,-6.28297366628624e-05
GN,GIN,Guinea,2020-05-05,2020-05-02,121,41,4,0.0165289256198347,0.0227173941974505,0.0114695433263638,7.32341923943461e-05,0.0165289256198347,0.0227173941974505,0.0114695433263638,7.32341923943461e-05,0.00236714404071488,0.00103619895651499,0.0113714789251474,0.016661889514142,0.0133723212065161,7.15885765381406e-05,0.00954792241870744,0.0146463970012451,0.01276312394643,6.72559997798709e-05,0.00388813051905267,0.00126062180566549,-0.000435798100502637,-0.00127857282918516,-0.000592561268194486,-0.00134025101454763,-8.01514590446008e-05
