ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
CL,CHL,Chile,2020-04-23,2020-04-23,1034,1034,1,0.00290135396518375,0.00327836453465256,0.00301152429151077,2.83213285750871e-05,0.00193423597678917,0.00267807126319834,0.00134353553184875,1.89325017300977e-05,0.00285853049330466,0.000389794493201858,0.00616966685132038,0.00442491431547989,0.00681654957627434,4.11672093758759e-05,0.00316445222063598,0.00316537213006542,0.00364725993923597,2.94764065203957e-05,0.00308582017524587,0.000378481602425724,,,,,
CL,CHL,Chile,2020-04-24,2020-04-24,1072,1072,1,0.00746268656716418,0.00515195096021871,0.0125587424386189,5.726165634877e-05,0.00373134328358209,0.00364982074231903,0.009178521378408,4.90364772243071e-05,0.00288878830639793,0.000383800681278616,0.00617881621316507,0.00440095941404199,0.00672681036470859,4.09737563407709e-05,0.00319512562721999,0.00315628290468043,0.00358205618766603,2.9309129888145e-05,0.00311227591937792,0.00037706229447269,,,,,
CL,CHL,Chile,2020-04-25,2020-04-25,1109,1109,1,0.00991884580703336,0.00583241320322388,0.0119258024042132,5.59308025771924e-05,0.00450856627592426,0.00394294129127894,0.00566569359271669,3.86727647323455e-05,0.00287334205597886,0.000375739259329585,0.00618437841054447,0.00436941918139413,0.00663478173576133,4.07737922252979e-05,0.00322936418066467,0.00314413655667835,0.00352038700964455,2.91584002212038e-05,0.00314062825766583,0.000375198954643385,,,,,
CL,CHL,Chile,2020-04-26,2020-04-26,1163,1163,1,0.00515907136715391,0.00411737879569522,0.00493592948711279,3.61403014259612e-05,0.00171969045571797,0.00238127540635643,0.00185001354844462,2.21598660817388e-05,0.00245001477395844,0.000339983303380081,0.00618689271760639,0.00432957781688874,0.00654351700681148,4.05757748093022e-05,0.00326738782238996,0.00312837431147488,0.00346498792896002,2.90344227025636e-05,0.00317044558113603,0.000372792303671667,,,,,
CL,CHL,Chile,2020-04-27,2020-04-27,1107,1107,1,0.00542005420054201,0.00432509792062066,0.00487973760487013,3.58945963515762e-05,0.002710027100271,0.0030624698640453,0.00209085749109461,2.35288538308383e-05,0.00419428334714167,0.000455743685021428,0.00618723294478293,0.00428092424821609,0.00645663502914223,4.0389843255764e-05,0.00330922101244403,0.00310843164281024,0.00341863175610921,2.89473528776899e-05,0.00320114491106092,0.000369744704853317,,,,,
CL,CHL,Chile,2020-04-28,2020-04-28,1250,1250,1,0.0064,0.00442067780315614,0.00473491090478482,3.54634539336458e-05,0.004,0.00349907095574187,0.00298681422925367,2.81909880115773e-05,0.00241251751947246,0.000325900040938433,0.0061864657660557,0.00422324996462063,0.00637819824284601,4.02274409960213e-05,0.00335455975103693,0.00308378177194091,0.00338403286483407,2.89068967028306e-05,0.00323193855664802,0.000365970610380747,,,,,
CL,CHL,Chile,2020-04-29,2020-04-29,1207,1207,1,0.00662800331400166,0.00457764142845046,0.00606812716457306,4.0244488670602e-05,0.00331400165700083,0.0032422761018009,0.00305537544069418,2.86001675958074e-05,0.00320048948662737,0.000379737906625644,0.00618574289991227,0.00415673201763679,0.00631224331810599,4.0100022883515e-05,0.00340275451881606,0.00305400634414888,0.00336333586537298,2.8920298966805e-05,0.00326187098769221,0.000361408168664614,2.67934143198259e-06,-8.4051043028058e-05,3.97170496966799e-05,-4.73206789771648e-05,2.93418020743903e-05
CL,CHL,Chile,2020-04-30,2020-04-30,1143,1143,1,0.00437445319335083,0.00382591113709716,0.00459543333860735,3.50023013522616e-05,0.0026246719160105,0.00296614104389477,0.00139261136892787,1.92994932361432e-05,0.00366172188409963,0.000418507306279416,0.00618624719418358,0.00408203473048342,0.00626264052976714,4.00185398054828e-05,0.00345268982993535,0.00301884464352875,0.0033581042370569,2.89921974266059e-05,0.00328981055534793,0.000356031203081286,1.23849683641798e-06,-7.73616391569096e-05,4.29273671192276e-05,-3.73253251015225e-05,2.95891059950017e-05
CL,CHL,Chile,2020-05-01,2020-05-01,1055,1055,1,0.00758293838862559,0.00523465104605181,0.00893327355117391,4.85360443908954e-05,0.0018957345971564,0.00262481430949849,0.00231933392683513,2.48133289680917e-05,0.00317818191695981,0.000406562840688405,0.00618951699003105,0.00400047068454586,0.0062330042548291,3.99932261440509e-05,0.00350291894672162,0.0029783116797972,0.0033688700047645,2.9122960527009e-05,0.00331473862699334,0.000349868798433733,8.56429914430767e-07,-6.69629134887049e-05,4.55924610094907e-05,-2.52528341466748e-05,2.9018394887919e-05
CL,CHL,Chile,2020-05-02,2020-05-02,927,927,1,0.00539374325782093,0.00471497020309629,0.00386611513755798,3.18929442469737e-05,0.00539374325782093,0.00471497020309629,0.00386611513755798,3.18929442469737e-05,0.00321443545506778,0.000437188266825066,0.00619667230759921,0.00391383947207153,0.00622584659040321,4.00311516842499e-05,0.00355154995582043,0.00293268569289117,0.00339503592273325,2.93082680846237e-05,0.00333583765080312,0.000343012331369059,1.62993166546912e-06,-5.29450694013783e-05,4.73603555717447e-05,-1.16586677044619e-05,2.75653449445145e-05
CL,CHL,Chile,2020-05-03,2020-05-03,2282,2282,1,0.00657318141980719,0.003315477007638,0.00485528236846157,3.60446457824799e-05,0.00394390885188431,0.00257155373346715,0.0029667133621514,2.82022019125235e-05,0.00407315460522212,0.000311771286356849,0.00620887866534973,0.00382444820837327,0.00624269063650607,4.01364267685623e-05,0.00359643824098958,0.0028825404695404,0.00343466320543014,2.95385080794931e-05,0.00335268983999057,0.000335617995888821,3.60762009446617e-06,-3.56573987726937e-05,4.78695380909256e-05,2.67190822015362e-06,2.5257488154941e-05
CL,CHL,Chile,2020-05-04,2020-05-04,2293,2293,1,0.0056694286960314,0.00307313124783898,0.00552919166216424,3.81775191298844e-05,0.00392498909725251,0.00255924175864612,0.00339880976688406,2.99643589586252e-05,0.00279079596733091,0.000257778176037387,0.00622705651620191,0.00373488634601824,0.00628377096194435,4.03093405331095e-05,0.00363532318893002,0.0028286957681242,0.0034846844050485,2.97996685364813e-05,0.00336554210873464,0.000327903091004625,6.76512502436934e-06,-1.57378801502765e-05,4.67939063155139e-05,1.67752567024053e-05,2.22672586811032e-05
CL,CHL,Chile,2020-05-05,2020-05-05,2217,2217,1,0.0063148398737032,0.00329739380570955,0.00581943269538802,3.91975121023491e-05,0.0040595399188092,0.00264679521355089,0.00355434137432674,3.0668456647448e-05,0.00453449293209164,0.00033348800797583,0.0062515852904489,0.00364774182924289,0.00634776454897563,4.05456191942104e-05,0.0036660018383218,0.00277213207858288,0.00354115099979559,3.00744434965333e-05,0.00337536008634752,0.000320128522854976,1.09737317561056e-05,5.9202051449392e-06,4.38745532509572e-05,2.96358557371022e-05,1.89148497758852e-05
CL,CHL,Chile,2020-05-06,2020-05-06,2190,2190,1,0.00684931506849315,0.0034542771434757,0.00748255989918581,4.42987593622141e-05,0.0045662100456621,0.00282364546160975,0.0059730156938615,3.96089476507387e-05,0.00420579029733959,0.000323892317361008,0.00628254591366434,0.00356538667354155,0.00643255089448759,4.08385260354223e-05,0.00368655863296853,0.00271389286123981,0.00359986525097212,3.03449506846548e-05,0.00338388766844998,0.000312577241916255,1.6049786580126e-05,2.83183941200754e-05,3.89781338388624e-05,4.02935023192036e-05,1.56795188503413e-05
CL,CHL,Chile,2020-05-07,2020-05-07,2351,2351,1,0.00595491280306253,0.00311001526981679,0.00727761594278564,4.41533021012485e-05,0.00297745640153126,0.00220240391816297,0.00271593054938827,2.70348202213669e-05,0.00392519048718541,0.000302091529605761,0.00631954035166262,0.00348970143237049,0.00653493398534853,4.11781232635137e-05,0.00369556273988172,0.00265497756956188,0.00365653838735594,3.05935570443574e-05,0.00339353465554563,0.000305526188995452,2.16705602719285e-05,5.03216217532375e-05,3.21072988600171e-05,4.79447304319066e-05,1.3132671425381e-05
CL,CHL,Chile,2020-05-08,2020-05-08,2353,2353,1,0.00509987250318742,0.00287810431184691,0.00401748999109414,3.24983938505901e-05,0.00339991500212495,0.00235196913014085,0.00281102651438316,2.7200685224546e-05,0.00223342634232555,0.000227625554803087,0.00636175811823367,0.00342192233867841,0.006651307948511,4.15532714607412e-05,0.00369222304640879,0.00259626570343888,0.00370768031244673,3.08064554816712e-05,0.00340715243896454,0.00029922039345953,2.75143017724101e-05,7.09102263512988e-05,2.34455150980597e-05,5.21073982855787e-05,1.18857980269039e-05
CL,CHL,Chile,2020-05-09,2020-05-09,2426,2426,1,0.00618301731244848,0.0031192927149831,0.00782009276908376,4.56593243122196e-05,0.00288540807914262,0.0021344149315859,0.00307880283506137,2.87177008988411e-05,0.00270016920274262,0.000246955785091039,0.00640818085234352,0.00336261120285211,0.00677834476987245,4.19536476384751e-05,0.00367669461304152,0.00253854569193587,0.0037510978126496,3.09757993638682e-05,0.00342769855426826,0.000293850971723372,3.32170311656329e-05,8.92756888943965e-05,1.33760620086571e-05,5.27391012032438e-05,1.25014523796153e-05
CL,CHL,Chile,2020-05-10,2020-05-10,2244,2244,1,0.0071301247771836,0.00348121941320072,0.00665422320201079,4.18102372307617e-05,0.0053475935828877,0.00301752953999778,0.00547817453052283,3.79584802502787e-05,0.00213053684425393,0.000228244737424779,0.00645777093911659,0.00331173739787565,0.00691336007060548,4.23706995915669e-05,0.00365015264515292,0.00248254394272831,0.00378630565446218,3.11011275025032e-05,0.00345793033583933,0.000289545003303269,3.84524038191136e-05,0.000104931518110188,2.47157603714989e-06,5.0270208235612e-05,1.53980378507822e-05
CL,CHL,Chile,2020-05-11,2020-05-11,2387,2387,1,0.00586510263929619,0.00306324934596837,0.00641779707321638,4.12467971366756e-05,0.00418935902806871,0.0025910992784247,0.00442289878759677,3.42756964894876e-05,0.00380920538065186,0.000295014527705484,0.0065094970947515,0.00326876073071148,0.00705411143968802,4.27976411069429e-05,0.00361474659910294,0.00242894831486171,0.00381434868682026,3.11891193967332e-05,0.00350010478279512,0.000286358709268444,4.29853007170988e-05,0.000117724481785398,-8.54253986980943e-06,4.55329478374438e-05,2.07907827412668e-05
CL,CHL,Chile,2020-05-12,2020-05-12,2332,2332,1,0.008147512864494,0.00364854652630029,0.00994433831591685,5.12371161361419e-05,0.00471698113207547,0.00278092441316933,0.00549424342200379,3.8170207901684e-05,0.00337587837052711,0.000281145437700436,0.00656290217289166,0.00323293912723159,0.00719998182017053,4.32321106538912e-05,0.00357377023343633,0.00237856578196978,0.00383831455199842,3.12547610520999e-05,0.003555755757095,0.000284286048846554,4.67260432045535e-05,0.00012790515428049,-1.87980665886994e-05,3.97415501710503e-05,2.8644681440837e-05
CL,CHL,Chile,2020-05-13,2020-05-13,2311,2311,1,0.0043271311120727,0.00267612553586587,0.00587842204467917,3.95729832053241e-05,0.00216356555603635,0.00189436135905468,0.0030112312187738,2.8363893366211e-05,0.0033016359791762,0.000279568685064122,0.0066180046729574,0.00320345002758907,0.00735087405682118,4.36737010837403e-05,0.00353141138701953,0.00233232328409191,0.00386248430526985,3.13182018210422e-05,0.00362571841464798,0.000283271340333532,4.97440535491297e-05,0.000135990011912109,-2.73585588103643e-05,3.43243196523182e-05,3.86972931837256e-05
CL,CHL,Chile,2020-05-14,2020-05-14,2473,2473,1,0.00930044480388192,0.00378319630353309,0.00967195206979649,5.06553128291164e-05,0.00525677315002022,0.00285004125248778,0.00584854405503041,3.94664945380952e-05,0.00321865430147676,0.000267106821909868,0.00667564236498732,0.00317959621136543,0.00750802053391811,4.41256160296411e-05,0.00349270614421283,0.00229132194180348,0.00389247840394541,3.14044094745688e-05,0.00370986262312296,0.000283215385995971,5.23140411256094e-05,0.000142785430901186,-3.325281703266e-05,3.07996819164474e-05,5.04516973597359e-05
CL,CHL,Chile,2020-05-15,2020-05-15,2635,2635,1,0.00834914611005693,0.00347422712704741,0.00774235817614539,4.52033592184296e-05,0.00341555977229602,0.00222764394813906,0.00330187785906497,2.95858585445944e-05,0.00421447604546196,0.000296089995733767,0.00673698465709772,0.00316082127338782,0.0076724588943258,4.45908901801492e-05,0.00346266492467067,0.00225665713151932,0.00393353595752784,3.15368156396667e-05,0.00380760382779952,0.000284003114485309,5.48006341256994e-05,0.000149019020742225,-3.5671614728476e-05,3.0406357479707e-05,6.33175455885423e-05
CL,CHL,Chile,2020-05-16,2020-05-16,2823,2823,1,0.00495926319518243,0.0025913236651869,0.00446221062330011,3.42441381200074e-05,0.00106269925611052,0.00120189618128656,0.00095680656497618,1.58849750876972e-05,0.00344637092073854,0.000258586584205393,0.0068036204361354,0.00314675422025447,0.00784548544710222,4.5073151581898e-05,0.00344617134449377,0.00222937126371229,0.00399057541022237,3.17363623585569e-05,0.00391794782738284,0.000285510697780615,5.76415828364669e-05,0.000155354229416123,-3.39968834431909e-05,3.4044959293366e-05,7.66695819239181e-05
CL,CHL,Chile,2020-05-17,2020-05-17,2908,2908,1,0.00687757909215956,0.0030037935473488,0.00785517476269692,4.5396933668782e-05,0.00240715268225585,0.00178106337110531,0.00202315217266628,2.31065744337788e-05,0.00435890787587631,0.000285586935130921,0.00687680190203586,0.00313710635246495,0.00802737693917892,4.55730160076051e-05,0.00344717748618756,0.00221026934534071,0.00406686920711376,3.20163412896065e-05,0.00403961535875898,0.000287621248717261,6.12174678807268e-05,0.000162210916581817,-2.79281854858964e-05,4.20867533822502e-05,8.99184293273096e-05
CL,CHL,Chile,2020-05-18,2020-05-18,2815,2815,1,0.00532859680284192,0.00268939837072299,0.00752838109414715,4.45440768759141e-05,0.00284191829484902,0.00196651241276714,0.00329418635936939,2.95282490534812e-05,0.0038153996022243,0.00027217555222722,0.006957541980501,0.00313168726275052,0.0082177784303142,4.60895068453182e-05,0.00346841353353514,0.00219980683617674,0.00416410154505521,3.23825737703374e-05,0.00417134918003283,0.000290229790135376,6.57733012682238e-05,0.000169632768357279,-1.7559449983532e-05,5.42978321761315e-05,0.000102598903822972
CL,CHL,Chile,2020-05-19,2020-05-19,2996,2996,1,0.00567423230974633,0.0026896457896946,0.0071233465390848,4.3277245330192e-05,0.00333778371161549,0.00206528637133789,0.00348332593065311,3.03186084970908e-05,0.0038277785997585,0.000264408206608471,0.00704612858856315,0.00313026871272857,0.0084154852605946,4.66189349890265e-05,0.00351116796570699,0.00219802427255242,0.0042818354543822,3.28313059832316e-05,0.00431197575638899,0.000293249514830695,7.13539859342924e-05,0.000177435200628904,-3.37390355209124e-06,6.98918581853922e-05,0.000114376223623502
CL,CHL,Chile,2020-05-20,2020-05-20,2631,2631,1,0.00760167236792094,0.00331883187583052,0.0100109295731522,5.10639158581263e-05,0.00304066894716838,0.00210383152086343,0.00566781991601592,3.85066273156138e-05,0.00441057451535282,0.000302695090966056,0.00714192392999508,0.0031325220480023,0.00861835296952902,4.71548426079474e-05,0.00357498421419105,0.00220444512325446,0.00441783742517079,3.33505032563127e-05,0.00446033150369528,0.000296610724401402,7.77135941679596e-05,0.000185055405935151,1.37130116630362e-05,8.75598368708965e-05,0.000125078146762053
CL,CHL,Chile,2020-05-21,2020-05-21,2446,2446,1,0.00776778413736713,0.00347916559991275,0.0094621125079485,5.02423102475465e-05,0.00327064595257563,0.00226269103482877,0.00381495588179814,3.19929855528293e-05,0.00559753872069627,0.000353647281415672,0.00724354270478308,0.00313812487482974,0.00882411338807752,4.76903934450371e-05,0.00365790865853794,0.00221825426785078,0.00456853034271141,3.39223658380101e-05,0.00461555931684259,0.000300275510723799,8.44263412808937e-05,0.000191942415625288,3.25406223112115e-05,0.000105832397530595,0.000134659248173846
CL,CHL,Chile,2020-05-22,2020-05-22,2595,2595,1,0.00423892100192678,0.00249968132130635,0.00672039421394386,4.17946395186341e-05,0.0023121387283237,0.00184792226494468,0.00442640226782909,3.39585841804413e-05,0.00427369207444354,0.000299661887563099,0.00734959714161219,0.00314687578120356,0.00903104749082799,4.82201430252891e-05,0.00375722087860008,0.00223847887468297,0.00473012228722484,3.45278367235172e-05,0.00477667190349537,0.000304218747761264,9.09961175794663e-05,0.000197593673954296,5.18415890177189e-05,0.000123257812833745,0.000143120679352088
