ISO2,ISO_3,country_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B8.3,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cli_smooth_slope2,p_cliWHO_smooth_slope2,p_cases_active
CK,COK,Cook Islands,2020-09-02,2020-04-26,3,100,6,275288.804641523,6,275288.804641523,116,85,10,3,2834168.60274274,57,245,115,244,100,9,82,9,10,80,10,8,83,9,22,70,8,11,78,11,21,72,7,11,80,9,8,82,10,8,82,10,7,84,9,8,81,11,19,73,8,20,75,5,11,5,84,19,64,17,10,4,86,3,8,89,24,51,25,47,31,22,26,44,30,32,43,25,19,54,27,19,52,29,30,49,21,17,5,2,6,70,12,88,0,36,11,8,1,11,5,28,32,12,8,20,28,5,3,12,11,38,31,5,4,10,14,37,30,20,18,12,16,34,13,10,13,29,35,24,34,1,2,39,11,11,8,7,11,6,5,41,31,18,10,41,68,0.06,0.046546565661405,0.0971321199363773,0.00034476945710305,0.06,0.046546565661405,0.0971321199363773,0.00034476945710305,0.0192212096106048,0.00346405950760406,,0.0569575181305989,0.0453661860892356,0.073622700498544,0.000293378509348935,0.0569575181305989,0.0453661860892356,0.073622700498544,0.000293378509348935,0.0178962980633097,0.00333747270662421,,,,,,,,0.0569575181305989
CK,COK,Cook Islands,2020-09-03,2020-04-29,1,100,6,275288.804641523,6,275288.804641523,110,85,9,2,2822572.41551224,58,235,109,251,100,9,83,8,10,81,9,8,84,8,22,71,7,11,79,10,21,73,6,11,81,8,8,83,9,8,83,9,7,85,8,8,82,10,18,74,8,19,76,5,10,5,85,18,65,17,9,4,87,2,8,90,25,51,24,48,31,21,27,44,29,33,43,24,20,54,26,20,52,28,31,49,20,17,5,2,7,69,12,88,0,36,11,8,1,12,5,27,32,12,8,21,27,5,3,12,11,39,30,5,4,10,14,38,29,20,18,12,17,33,13,10,13,30,34,25,34,1,2,38,11,11,8,7,12,6,5,40,31,18,11,40,68,0.06,0.046546565661405,0.0975311751537695,0.000346109386313419,0.06,0.046546565661405,0.0975311751537695,0.000346109386313419,0.0182270091135046,0.00337499162358778,,0.0566553098872965,0.0452469464100583,0.0703036853025748,0.000285848941321961,0.0566553098872965,0.0452469464100583,0.0703036853025748,0.000285848941321961,0.0178826684832817,0.00333507218267208,,,,,,,,0.0566553098872965
CK,COK,Cook Islands,2020-09-04,2020-05-03,1,100,6,275288.804641523,6,275288.804641523,110,85,9,2,2860409.77469351,58,235,109,251,100,9,83,8,10,81,9,8,84,8,22,71,7,11,79,10,21,73,6,11,81,8,8,83,9,8,83,9,7,85,8,8,82,10,18,74,8,19,76,5,10,5,85,18,65,17,9,4,87,2,8,90,24,52,24,48,31,21,27,44,29,33,43,24,20,54,26,20,52,28,30,50,20,17,4,2,7,70,12,88,0,36,10,8,1,12,6,27,32,12,8,21,27,5,3,12,10,40,30,5,4,9,14,39,29,20,18,12,17,33,13,9,14,30,34,25,34,1,2,38,11,11,7,7,12,7,5,40,30,19,11,40,68,0.06,0.046546565661405,0.0962410375873575,0.000341775101644727,0.06,0.046546565661405,0.0962410375873575,0.000341775101644727,0.0182270091135046,0.00337499162358778,,0.0563683990607905,0.0451329579587861,0.0667241283006032,0.000277658984721289,0.0563683990607905,0.0451329579587861,0.0667241283006032,0.000277658984721289,0.0178925741991065,0.00333466123817116,,,,,,,,0.0563683990607905
CK,COK,Cook Islands,2020-09-07,2020-05-12,3,100,5,98035.645610302,5,98035.645610302,90,85,8,1,2702063.0343508,59,218,89,250,100,8,85,7,10,82,8,8,85,7,21,72,7,11,80,9,22,73,5,11,82,7,8,84,8,7,85,8,6,87,7,7,84,9,17,75,8,18,77,5,9,5,86,17,67,16,8,4,88,1,8,91,23,53,24,46,33,21,26,46,28,32,44,24,18,57,25,18,55,27,28,52,20,18,2,1,7,72,11,89,0,36,9,8,1,13,6,27,34,12,8,19,27,4,3,11,10,41,31,4,4,8,15,40,29,20,19,11,17,33,12,9,15,30,34,25,34,1,3,37,10,13,7,8,11,7,5,39,29,19,13,39,66,0.05,0.042716424707947,0.0362817759482269,0.000222956253153407,0.05,0.042716424707947,0.0362817759482269,0.000222956253153407,0.0149130074565037,0.00305794284267432,,0.0557541586206043,0.044881567122959,0.0551523936753459,0.000250636820841244,0.0557541586206043,0.044881567122959,0.0551523936753459,0.000250636820841244,0.0181077154809657,0.00334948378838754,,,,,,,,0.0557541586206043
CK,COK,Cook Islands,2020-09-09,2020-05-13,2,100,5,98035.645610302,5,98035.645610302,90,85,8,1,3057356.78272988,59,218,89,250,100,8,85,7,10,82,8,8,85,7,21,72,7,11,80,9,21,74,5,11,82,7,8,84,8,7,85,8,6,87,7,7,84,9,16,76,8,18,77,5,9,5,86,17,66,17,8,4,88,1,8,91,24,52,24,47,32,21,28,44,28,33,43,24,18,57,25,19,54,27,28,52,20,18,2,1,7,72,11,89,0,35,9,8,1,13,7,27,34,12,8,19,27,4,4,10,10,41,31,4,4,9,14,39,30,21,18,11,17,33,13,9,15,29,34,26,33,1,2,38,10,13,6,9,11,7,5,39,29,19,12,40,66,0.05,0.042716424707947,0.0320654907415702,0.000197477200646675,0.05,0.042716424707947,0.0320654907415702,0.000197477200646675,0.0149130074565037,0.00305794284267432,,0.0556691454893357,0.0448353897394453,0.0477822970760094,0.000232852167089614,0.0556691454893357,0.0448353897394453,0.0477822970760094,0.000232852167089614,0.0184168583698928,0.00337399952362203,,,,,,,,0.0556691454893357
CK,COK,Cook Islands,2020-09-11,2020-05-13,1,101,5,98035.645610302,5,98035.645610302,122,86,8,1,3082763.68235171,60,218,121,257,101,8,86,7,10,83,8,8,86,7,21,73,7,11,81,9,21,75,5,11,83,7,8,85,8,7,86,8,6,88,7,7,85,9,16,77,8,19,77,5,10,5,86,17,67,17,8,4,89,1,8,92,25,52,24,48,32,21,29,44,28,34,43,24,19,57,25,20,54,27,29,52,20,18,2,2,7,72,11,90,0,35,9,8,1,14,7,27,34,12,8,20,27,4,4,10,10,42,31,4,4,9,14,40,30,21,18,11,18,33,13,9,15,30,34,27,33,1,2,38,10,13,7,9,11,7,5,39,29,20,12,40,67,0.0495049504950495,0.042304508043671,0.0318012198507265,0.000195876407066512,0.0495049504950495,0.042304508043671,0.0318012198507265,0.000195876407066512,0.0199803471994759,0.00350985034238851,,0.0558418077843858,0.0448864533794481,0.0416485089403846,0.00021747538838399,0.0558418077843858,0.0448864533794481,0.0416485089403846,0.00021747538838399,0.0188174544841342,0.00340677914057478,,,,,,,,0.0558418077843858
CK,COK,Cook Islands,2020-09-13,2020-05-16,2,100,6,103091.319808612,6,103091.319808612,125,86,8,1,3169948.53538276,59,222,124,254,100,9,84,7,11,81,8,9,84,7,22,71,7,11,80,9,21,74,5,12,81,7,8,84,8,7,85,8,7,86,7,7,84,9,16,76,8,19,76,5,11,4,85,16,67,17,8,5,87,1,7,92,26,50,24,49,30,21,30,43,27,34,42,24,21,54,25,21,52,27,28,52,20,17,2,2,7,72,12,88,0,35,9,8,1,13,7,27,34,13,7,19,27,4,4,11,9,41,31,4,4,10,13,39,30,22,19,8,18,33,12,10,15,29,34,26,33,1,2,38,9,13,7,8,11,7,6,39,28,20,12,40,66,0.06,0.046546565661405,0.0325214490575834,0.000195266437141305,0.06,0.046546565661405,0.0325214490575834,0.000195266437141305,0.0204716672125778,0.00355185149015685,,0.0561309154099425,0.0449817862634235,0.037140660423426,0.000205510977654987,0.0561309154099425,0.0449817862634235,0.037140660423426,0.000205510977654987,0.0192395862148182,0.00344163911781946,-0.00013776712010939,-0.00608034001251967,-0.00013776712010939,-0.00608034001251967,0.000223881358584735,,,0.0561309154099425
CK,COK,Cook Islands,2020-09-14,2020-05-18,2,100,6,103091.319808612,6,103091.319808612,125,86,8,1,3163383.39580989,59,223,124,254,100,9,84,7,11,81,8,10,83,7,22,71,7,12,79,9,21,74,5,12,81,7,9,83,8,8,84,8,8,85,7,7,84,9,17,75,8,19,76,5,11,4,85,17,66,17,8,6,86,1,7,92,27,49,24,50,29,21,31,42,27,34,42,24,21,54,25,21,52,27,27,53,20,16,2,2,7,73,12,88,0,37,8,7,1,13,7,27,34,13,7,19,27,4,5,10,9,41,31,4,4,9,14,39,30,22,18,7,19,34,12,11,15,27,35,26,32,1,2,39,9,13,7,8,11,7,6,39,27,20,12,41,65,0.06,0.046546565661405,0.0325889425686317,0.000195664858702025,0.06,0.046546565661405,0.0325889425686317,0.000195664858702025,0.0204716672125778,0.00355185149015685,,0.0562525505181591,0.0450209951551494,0.0354765679358121,0.000200803618714158,0.0562525505181591,0.0450209951551494,0.0354765679358121,0.000200803618714158,0.0194371222020821,0.00345789408439829,-6.71265615229087e-05,-0.00580451956112711,-6.71265615229087e-05,-0.00580451956112711,0.000259075619800072,,,0.0562525505181591
CK,COK,Cook Islands,2020-09-16,2020-05-20,1,100,6,103091.319808612,6,103091.319808612,125,86,8,1,3190743.96427988,59,225,124,254,100,9,84,7,11,81,8,10,83,7,22,71,7,13,78,9,21,74,5,12,81,7,9,83,8,8,84,8,8,85,7,7,84,9,17,75,8,19,76,5,11,4,85,17,66,17,8,6,86,1,7,92,27,49,24,50,29,21,32,41,27,34,42,24,21,54,25,21,52,27,27,53,20,16,2,2,7,73,12,88,0,36,9,7,1,13,7,27,34,13,7,19,27,4,5,10,9,41,31,4,4,9,14,39,30,22,18,7,19,34,11,11,15,28,35,27,31,1,2,39,9,12,7,8,11,8,6,39,26,21,12,41,65,0.06,0.046546565661405,0.0323094930093766,0.000194015052126355,0.06,0.046546565661405,0.0323094930093766,0.000194015052126355,0.0204716672125778,0.00355185149015685,,0.0563164940383153,0.0450324973627812,0.0330940679091643,0.000193446970014511,0.0563164940383153,0.0450324973627812,0.0330940679091643,0.000193446970014511,0.0197776925275029,0.00348550358632381,-8.6508370791954e-06,-0.00560501006523981,-8.6508370791954e-06,-0.00560501006523981,0.000314186388066071,,,0.0563164940383153
CK,COK,Cook Islands,2020-09-17,2020-05-20,1,101,6,103091.319808612,6,103091.319808612,125,86,9,2,3447862.10763625,59,227,124,254,101,9,84,8,11,81,9,11,83,7,23,71,7,13,78,10,21,74,6,12,81,8,9,83,9,8,84,9,9,85,7,7,84,10,17,75,9,20,76,5,12,4,85,18,66,17,9,6,86,2,7,92,27,49,25,51,29,21,32,41,28,34,42,25,21,54,26,21,52,28,27,54,20,16,2,2,7,74,12,89,0,36,9,7,1,13,7,28,34,13,7,19,28,4,5,10,9,41,32,4,4,9,14,39,31,22,18,7,19,35,11,11,15,28,36,27,31,1,2,40,9,12,7,8,11,8,6,40,26,21,12,42,66,0.0594059405940594,0.0461002688546413,0.0299000704176328,0.000179770111944808,0.0594059405940594,0.0461002688546413,0.0299000704176328,0.000179770111944808,0.0204716672125778,0.00355185149015685,,0.0562168918661783,0.0449892808328914,0.0322595544897162,0.000190537780877772,0.0562168918661783,0.0449892808328914,0.0322595544897162,0.000190537780877772,0.0199161248415762,0.00349641518430861,7.71222075956734e-05,-0.00381547319760495,7.71222075956734e-05,-0.00381547319760495,0.000301401560101755,,,0.0562168918661783
