ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cli_smooth_slope2,p_cliWHO_smooth_slope2,p_cases_infected,p_cases_infected_smooth,p_cases_active
HM,HMD,Heard Island and McDonald Islands,2021-06-28,2020-12-02,100,2,82,0.08,0.0531724899927667,0.0637810212685918,0.000253430935413901,0.07,0.0500078962992033,0.0562840580599235,0.000239022353701657,0.0316444119261021,0.00464022992179265,12,1,3,9,0.0855719117101963,0.054798431974805,0.0678124012913064,0.000267941963942782,0.0755719117101963,0.0517711799651212,0.0598946421970158,0.000252884052541058,0.0371569654901059,0.00499425085233587,,,,,,,,0.25,0.229492723258785,0.0855719117101963
HM,HMD,Heard Island and McDonald Islands,2021-06-30,2020-12-10,100,2,81,0.09,0.0560905943465434,0.0701247213224683,0.00027610317414812,0.08,0.0531724899927667,0.0619761403646467,0.000260700989895264,0.0417047740991403,0.00529927067532489,12,1,3,11,0.0863929743781934,0.0550380266294256,0.0687207805853313,0.000271268837531574,0.0763929743781934,0.0520310129392376,0.060704489073012,0.000256054679467963,0.0379044876262548,0.00503730709390075,,,,,,,,0.214285714285714,0.226243485424505,0.0863929743781934
HM,HMD,Heard Island and McDonald Islands,2021-07-09,2020-12-18,100,3,79,0.09,0.0560905943465434,0.0736238347830832,0.000289334366209171,0.08,0.0531724899927667,0.0650686524331034,0.000273257999417231,0.0413506681112315,0.00524375953346229,14,1,3,13,0.0897163258265051,0.0560078152624704,0.0727877208367472,0.000286210636317431,0.0797163258265051,0.0530827186427198,0.0643272697668105,0.000270288781719077,0.0407038048229096,0.00518031520521731,,,,,,,,0.1875,0.21202069346341,0.0897163258265051
HM,HMD,Heard Island and McDonald Islands,2021-07-10,2020-12-21,100,1,79,0.09,0.0560905943465434,0.0737097655095828,0.00028965863012537,0.08,0.0531724899927667,0.0651445979009319,0.000273565823271198,0.0408272419326083,0.00517879607297568,15,1,4,13,0.0898181739918127,0.0560375356199313,0.0728471699012489,0.000286422139765111,0.0798181739918127,0.0531149494488832,0.0643806818640351,0.000270491141630615,0.0407763082455045,0.00518274461591419,,,,,,,,0.235294117647059,0.211127673176519,0.0898181739918127
HM,HMD,Heard Island and McDonald Islands,2021-07-11,2020-12-22,100,1,79,0.09,0.0560905943465434,0.0736433386016137,0.000289407967651609,0.08,0.0531724899927667,0.0650858898833506,0.000273327868945146,0.0408272419326083,0.00517879607297568,15,1,4,14,0.0898861868770809,0.0560573824895927,0.0728421052498155,0.000286394138002802,0.0798861868770809,0.0531364727636633,0.0643767874333665,0.00027046565435969,0.0408230827896844,0.00518402725005276,,,,,,,,0.222222222222222,0.210268273995112,0.0898861868770809
HM,HMD,Heard Island and McDonald Islands,2021-07-15,2020-12-24,100,1,79,0.09,0.0560905943465434,0.0733139269179641,0.000288164647942841,0.08,0.0531724899927667,0.0647947562523199,0.000272147618408948,0.0408272419326083,0.00517879607297568,15,1,4,15,0.0899858475200108,0.0560864645051961,0.0724271182538935,0.000284811987500201,0.0799858475200108,0.0531680113078745,0.0640108748285804,0.000268965713543043,0.040906894952584,0.00518661762826933,,,,,,,,0.210526315789474,0.206841771202374,0.0899858475200108
HM,HMD,Heard Island and McDonald Islands,2021-07-16,2020-12-26,100,1,79,0.09,0.0560905943465434,0.073124223972231,0.000287448426924895,0.08,0.0531724899927667,0.0646270970278607,0.000271467755180486,0.0403169014084507,0.00511542144299856,15,1,4,16,0.0899919917857583,0.0560882574660589,0.0722698145438127,0.000284216318343919,0.0799919917857583,0.0531699557183381,0.0638719025585676,0.000268400501479661,0.0409239550065534,0.00518786914870818,0.000736680012593661,0.000742902208751043,0.000736680012593666,0.000662876726925291,0.000627831586074582,,,0.2,0.206009149598929,0.0899919917857583
HM,HMD,Heard Island and McDonald Islands,2021-07-18,2020-12-27,100,1,79,0.09,0.0560905943465434,0.0727873352097295,0.000286176124164907,0.08,0.0531724899927667,0.0643293551639601,0.000270260086409498,0.0408272419326083,0.00517879607297568,15,1,4,16,0.0899975671295151,0.056089884409548,0.0719323079668052,0.000282939151790184,0.0799975671295152,0.0531717200881074,0.0635736623558901,0.000267188529078047,0.0409657942997165,0.00519169848399893,0.000600765458553622,0.00053525456357899,0.000600765458553624,0.000478195547146353,0.000510217778910277,,,0.2,0.204471980050267,0.0899975671295151
HM,HMD,Heard Island and McDonald Islands,2021-07-19,2020-12-31,100,1,79,0.09,0.0560905943465434,0.0704900153071715,0.000277486931617848,0.08,0.0531724899927667,0.0622989867281455,0.000262013933311786,0.0410055268318773,0.00518960879762535,15,1,4,16,0.0899986917983219,0.0560902125996422,0.0717594088308043,0.000282285049866417,0.079998691798322,0.0531720760000887,0.0634208639363921,0.000266567795601327,0.0409910655895911,0.00519424578148579,4.70609953028093e-05,-0.000171385334323824,4.70609953028116e-05,-0.000151067638403069,4.78767944469214e-05,,,0.2,0.203791149372092,0.0899986917983219
HM,HMD,Heard Island and McDonald Islands,2021-07-20,2021-01-01,100,1,79,0.09,0.0560905943465434,0.0695322621223992,0.000273857676117864,0.08,0.0531724899927667,0.0614525256699807,0.000258570556766377,0.0415312387143373,0.0052547013620195,15,1,4,16,0.0899993073060807,0.0560903922112292,0.0715874286719572,0.000281634452704786,0.0799993073060808,0.0531722707832859,0.0632688733529827,0.000265950384672946,0.0410189800375359,0.00519715430804236,3.01888857113404e-05,-0.000209956871548608,3.01888857113427e-05,-0.000185301418508727,4.0445298671909e-05,,,0.2,0.203179212768387,0.0899993073060807
