ISO2,ISO_3,country_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cli_smooth_slope2,p_cliWHO_smooth_slope2,p_cases_infected,p_cases_infected_smooth,p_cases_active
MV,MDV,Maldives,2020-06-12,2020-04-27,100,5,40,0.02,0.0274394957835608,0.0169127077550783,0.000179123934257062,0.01,0.0195013954179879,0.0141289923787257,0.000163951973653328,0.0139393059387251,0.00276888837723095,0,0,,,0.0186355441297011,0.0262826155435496,0.0169397027199511,0.000181244094071548,0.0099349925354747,0.0193751933896957,0.0144555510788062,0.000167711700935594,0.0140940158276754,0.00278534491361806,,,,,,,,,,0.0186355441297011
MV,MDV,Maldives,2020-06-13,2020-04-30,100,1,40,0.02,0.0274394957835608,0.0172691859995468,0.000182866262154778,0.01,0.0195013954179879,0.0144267967558967,0.000167382391122247,0.0139393059387251,0.00276888837723095,0,0,,,0.0183249952676841,0.0260262481228398,0.0168763150633642,0.000181012045822157,0.00992642889378843,0.019358532724247,0.0144744022571368,0.000167928132540306,0.0140700089270631,0.00278282384266938,,,,,,,,,,0.0183249952676841
MV,MDV,Maldives,2020-06-14,2020-05-06,100,4,38,0.02,0.0274394957835608,0.0172346599428559,0.000182503865888096,0.01,0.0195013954179879,0.0143979534506781,0.000167050190057791,0.0145246478873239,0.00284026583526211,0,0,,,0.0179585531925778,0.0257221099188208,0.0167942875249418,0.000180656867344501,0.00991492940403109,0.0193361487601908,0.0144897534514053,0.000168103916215385,0.0140396114571668,0.00277961920086951,,,,,,,,,,0.0179585531925778
MV,MDV,Maldives,2020-06-15,2020-05-06,101,1,39,0.0198019801980198,0.0271705622473482,0.0171086657085778,0.000181181281646135,0.0099009900990099,0.0193092777830645,0.0142926970008145,0.000165837821731816,0.0143749092493103,0.00281119829443896,0,0,,,0.017532583774067,0.0253655619622609,0.0166896173413813,0.00018013674842081,0.00989897821599193,0.0193050852767385,0.0144983359570746,0.000168201223990544,0.0140023406615872,0.00277566293620465,,,,,,,,,,0.017532583774067
MV,MDV,Maldives,2020-06-16,2020-05-06,102,1,40,0.0196078431372549,0.0269068483623884,0.0170378540873539,0.00018043788385954,0.00980392156862745,0.0191209083686488,0.0142335404854247,0.00016515638574532,0.0142282265018684,0.00278271963946985,0,0,,,0.0170452795665635,0.024952613921409,0.0165577320630274,0.000179398980459417,0.00987636621144244,0.0192610339380969,0.0144956104324962,0.000168167508016325,0.0139578429395355,0.00277089366359915,,,,,,,,,,0.0170452795665635
MV,MDV,Maldives,2020-06-18,2020-05-07,100,1,40,0.02,0.0274394957835608,0.0170677128377134,0.000180751354968222,0.01,0.0195013954179879,0.0142584846908338,0.000165443728184408,0.0145246478873239,0.00284026583526211,0,0,,,0.0158913912344561,0.023946233703934,0.0161917346897158,0.000177004946036745,0.00979816030288248,0.0191086149050286,0.014431204766578,0.000167417132890048,0.0138467388366072,0.00275874016767384,,,,,,,,,,0.0158913912344561
MV,MDV,Maldives,2020-06-19,2020-05-08,101,2,40,0.0198019801980198,0.0271705622473482,0.0174166579995098,0.000184414029051534,0.0099009900990099,0.0193092777830645,0.0145499958789305,0.000168801219086134,0.0143749092493103,0.00281119829443896,1,0,,,0.0152315011631304,0.0233463818572475,0.015944326839587,0.00017516679050443,0.00973241958739434,0.0189804576860931,0.0143516906762404,0.000166493823624214,0.0137789348823324,0.002751103265442,-0.000567340494428449,-0.000165895980060674,-3.37621580133946e-05,-1.73100670942944e-05,-5.25134908904966e-05,,,,,0.0152315011631304
MV,MDV,Maldives,2020-06-20,2020-05-10,101,4,39,0.0198019801980198,0.0271705622473482,0.0191333596576365,0.000202414048422818,0.0099009900990099,0.0193092777830645,0.0159841402510483,0.000185304404121067,0.0137941048351967,0.00275463212377826,1,0,,,0.0145242667188207,0.0226784221049471,0.0156443460718838,0.000172761200036541,0.00964028944928852,0.0188008353903376,0.0142263884640201,0.000165039937664104,0.0137019772772968,0.00274221828049684,-0.000633454758143899,-0.000205328165246725,-4.76899074166529e-05,-4.13356321861171e-05,-6.13386082943905e-05,,,,,0.0145242667188207
MV,MDV,Maldives,2020-06-21,2020-05-11,100,2,39,0.01,0.0195013954179879,0.0151722622017396,0.000175964834789257,0.01,0.0195013954179879,0.0151722622017396,0.000175964834789257,0.0133509389671362,0.00272471171416234,1,0,,,0.0137753586082288,0.021936392129161,0.0152820526212183,0.000169649538709503,0.00951272043101166,0.0185520984096814,0.0140413840453942,0.000162894093206362,0.0136131603573877,0.00273165858660351,-0.000697199097391498,-0.000252039150620586,-6.70348288365725e-05,-7.47282343351791e-05,-7.10751832965085e-05,,,,,0.0137753586082288
MV,MDV,Maldives,2020-06-22,2020-05-11,101,1,40,0.0099009900990099,0.0193092777830645,0.0150354015479747,0.000174389668677,0.0099009900990099,0.0193092777830645,0.0150354015479747,0.000174389668677,0.0132133004210832,0.00269680998686393,1,0,,,0.0129909242718732,0.0211138983035682,0.0148477000748755,0.000165690582935919,0.00933996272535272,0.0182152310394084,0.0137823596039063,0.000159890165926512,0.0135089263971491,0.00271888678639201,-0.000756943250365628,-0.000306986211084296,-9.31692484398685e-05,-0.000119329392194719,-8.22357107396803e-05,,,,,0.0129909242718732
