ISO2,ISO_3,country_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
KE,KEN,Kenya,2020-04-23,2020-04-23,219,0.0228310502283105,0.0197821644386899,0.0156888862654261,5.04875613943637e-05,0.0045662100456621,0.00892915096348435,0.000820013275438865,1.16293233904416e-05,0.00254303599374022,0.000797104715025895,0.0189923402613975,0.0155849663312764,0.0179185194902557,5.01924343518054e-05,0.00922958813532444,0.010443934796143,0.009275430444758,3.24268247375218e-05,0.00287733251525796,0.000755461704615958,,,,,
KE,KEN,Kenya,2020-04-24,2020-04-24,246,0.024390243902439,0.0192764331448648,0.0206336564816596,6.03817714430544e-05,0.00813008130081301,0.0112216144020999,0.00514817604411003,3.0398423373315e-05,0.00223004694835681,0.000708248249186538,0.0186764894020619,0.0152881581756456,0.0179241336519984,4.99314869616301e-05,0.00926025241999285,0.0103895813032283,0.0096593725690489,3.31346863202304e-05,0.00294811367908988,0.000758503266699166,,,,,
KE,KEN,Kenya,2020-04-25,2020-04-25,271,0.00738007380073801,0.0101902606466973,0.0101494886916363,3.82821975255561e-05,0.003690036900369,0.00721898329412487,0.00352192855473372,2.26263299385102e-05,0.00189194870716838,0.000617440308311591,0.0183401372174292,0.0149639366201118,0.0179080428095394,4.9650755071529e-05,0.00926953124160276,0.0103126550512643,0.0100269551230881,3.38188332490614e-05,0.00302012595927193,0.000760595952998415,,,,,
KE,KEN,Kenya,2020-04-26,2020-04-26,278,0.0323741007194245,0.0208055064481158,0.0211128041622296,5.6237790651393e-05,0.0287769784172662,0.0196520460312837,0.0205388742818795,5.54843991492001e-05,0.00218283872979575,0.000659432854822638,0.0179873770170348,0.0146116862119662,0.0178660195747744,4.93512645066544e-05,0.00925497102242663,0.0102091473476048,0.0103660851006503,3.44599541903652e-05,0.00309002280976865,0.000761114964182369,,,,,
KE,KEN,Kenya,2020-04-27,2020-04-27,268,0.0186567164179104,0.0161997673068537,0.0232987344125784,5.83126010391758e-05,0.00373134328358209,0.00729964148463805,0.00257273997937933,1.95818598242715e-05,0.00433781395597922,0.000942611014012605,0.0176243441129966,0.014231873210268,0.0177940141673163,4.90344116898645e-05,0.00921512994560982,0.0100753412733781,0.0106635928446018,3.50364218430927e-05,0.00315375535056129,0.000759355781954479,,,,,
KE,KEN,Kenya,2020-04-28,2020-04-28,273,0.021978021978022,0.0173914333340253,0.0142507953922575,4.66006402107932e-05,0.00732600732600733,0.010115882209534,0.0066467067875213,3.19480416178818e-05,0.00165700082850041,0.000573635097933492,0.0172575095504189,0.0138259151035746,0.0176867509150294,4.86990203691382e-05,0.00914793746800459,0.00990753399328011,0.0109038429230567,3.55211478352369e-05,0.00320649530308989,0.000754561055294559,,,,,
KE,KEN,Kenya,2020-04-29,2020-04-29,292,0.023972602739726,0.0175446724211605,0.0380622030203193,7.50029643380727e-05,0.0136986301369863,0.0133321457675664,0.032482199401689,6.94880570951212e-05,0.00142317318545419,0.000517603955193232,0.0168951452932729,0.013396895248717,0.0175404869725164,4.83446938422076e-05,0.00905284934023216,0.00970331108841656,0.011072165304441,3.58877164197283e-05,0.00324314454775676,0.00074600787152781,-0.000349532494687426,-6.30054196232062e-05,-2.9456465848715e-05,0.00029945580994716,6.09686720831333e-05
KE,KEN,Kenya,2020-04-30,2020-04-30,263,0,0,0,0,0,0,0,0,0.00437105390966489,0.00094981823178803,0.0165447768281542,0.0129492221507142,0.017351750213085,4.79689991917632e-05,0.00892935237211198,0.00946144719592789,0.0111544431110802,3.61090112469109e-05,0.00325874920597749,0.00073309811440566,-0.000355285428984614,-9.53972398188997e-05,-5.5150007980145e-05,0.000249178423671876,5.1772587814603e-05
KE,KEN,Kenya,2020-05-01,2020-05-01,189,0.0105820105820106,0.0145878465349369,0.0133745355472525,4.64976978780678e-05,0.0105820105820106,0.0145878465349369,0.0133745355472525,4.64976978780678e-05,0.00269703326341025,0.000879825811810473,0.016214121706957,0.0124890803087046,0.0171186161547456,4.75689363888303e-05,0.00877836932189769,0.00918294396824929,0.0111396857207974,3.6162233110329e-05,0.00324927535594862,0.000715476312911733,-0.000354335918412031,-0.000131571109132298,-8.18603199508452e-05,0.000185455099618219,3.81915661127814e-05
KE,KEN,Kenya,2020-05-02,2020-05-02,145,0.0137931034482759,0.0189836231612155,0.0249199888045234,6.41675952777022e-05,0.0137931034482759,0.0189836231612155,0.0249199888045234,6.41675952777022e-05,0.0123116320299419,0.00214495744743911,0.0159094165709698,0.0120240366292411,0.0168415611924499,4.71419827840134e-05,0.00860233589483211,0.00887144122915729,0.0110217358204381,3.60322612047584e-05,0.00321222974863163,0.000693121052222217,-0.000346326741010819,-0.000170743063720756,-0.000108772521265755,0.00010927511996463,2.03678231438303e-05
