"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2020/03/15","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/16","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/17","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/18","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/19","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/20","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/21","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/22","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/23","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/24","ESRI",316798,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/25","ESRI",316798,3,150,3,150,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/26","ESRI",316798,3,150,3,150,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/27","ESRI",316798,3,150,3,150,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/28","ESRI",316798,3,150,3,150,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/29","ESRI",316798,3,150,3,150,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/30","ESRI",316798,3,150,3,150,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/03/31","ESRI",316798,3,150,3,150,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/01","ESRI",316798,3,150,0,0,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/02","ESRI",316798,3,150,0,0,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/03","ESRI",316798,3,150,0,0,0.0133333333333333,0.0183551128081561,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/04","ESRI",316798,5,160,2,10,0.0125,0.0172151835812792,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/05","ESRI",316798,5,160,2,10,0.0125,0.0172151835812792,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/06","ESRI",316798,5,160,2,10,0.0125,0.0172151835812792,NA,NA,NA,NA,NA,NA,NA,NA
"2020/04/07","ESRI",316798,5,160,2,10,0.0125,0.0172151835812792,NA,NA,NA,NA,NA,NA,NA,NA
