"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_contagious","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_contagious","p_cases_active"
"2020/01/01","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/02","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/03","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/04","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/05","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/06","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/07","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/08","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/09","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/10","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/11","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/12","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/13","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/14","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/15","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/16","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/17","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/18","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/19","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/20","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/21","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/22","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/23","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/24","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/25","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/26","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/27","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/28","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/29","PH",108116622,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/30","PH",108116622,1,0,1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0
"2020/01/31","PH",108116622,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/01","PH",108116622,0,0,1,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/02","PH",108116622,1,1,2,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/03","PH",108116622,0,0,2,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/04","PH",108116622,0,0,2,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/05","PH",108116622,0,0,2,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/06","PH",108116622,0,0,2,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/07","PH",108116622,1,0,3,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/08","PH",108116622,0,0,3,1,0,NA,NA,0,0,0,0,NA,NA,0,0,0
"2020/02/09","PH",108116622,0,0,3,1,208.854121960429,208.459866045692,209.249123523377,208.854121960429,208.854121960429,208.854121960429,1.93174849617878e-06,1.9281019161484e-06,1.93540197291197e-06,1.93174849617878e-06,1.93174849617878e-06,1.93174849617878e-06
"2020/02/10","PH",108116622,0,0,3,1,180.029789883564,179.689945934954,180.370276572137,0,208.854121960429,208.854121960429,1.66514442047185e-06,1.66200111149379e-06,1.66829367432639e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/11","PH",108116622,0,0,3,1,158.580838746184,158.281484186874,158.880759468698,0,208.854121960429,208.854121960429,1.46675724613542e-06,1.46398843451541e-06,1.46953129435267e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/12","PH",108116622,0,0,3,1,142.598128368771,53.4176325676728,380.665058274828,0,208.854121960429,208.854121960429,1.31892881715053e-06,4.94074191179158e-07,3.52087450785161e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/13","PH",108116622,0,0,3,1,130.509756711748,48.889296867176,348.395204848925,0,208.854121960429,208.854121960429,1.20712018464421e-06,4.52190384445937e-07,3.22240186942693e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/14","PH",108116622,0,0,3,1,121.193943993508,45.3995690106835,323.526684961374,0,208.854121960429,208.854121960429,1.12095570275501e-06,4.19912943734808e-07,2.99238617500808e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/15","PH",108116622,0,0,3,1,113.879584641179,42.6595908299024,304.001035775453,0,208.854121960429,208.854121960429,1.05330320661682e-06,3.94570141396966e-07,2.81178814276544e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/16","PH",108116622,0,0,3,1,108.037115762772,40.4709866777657,288.404591547826,0,208.854121960429,208.854121960429,9.99264625218975e-07,3.74327147196346e-07,2.66753239430497e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/17","PH",108116622,0,0,3,1,103.298158011265,38.6957606855349,275.753965278916,0,208.854121960429,208.854121960429,9.55432717933648e-07,3.57907599865032e-07,2.55052331619199e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/18","PH",108116622,0,0,3,1,99.4018724424136,37.2362019011631,265.352848587633,0,208.854121960429,208.854121960429,9.19394914524925e-07,3.4440774427047e-07,2.45432056310114e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/19","PH",108116622,0,0,3,1,96.1600432996794,36.0218042090284,256.69880036377,0,208.854121960429,208.854121960429,8.89410356343536e-07,3.33175450200696e-07,2.3742769207474e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/20","PH",108116622,0,0,3,1,93.4343276441045,35.0007439816676,249.422514757926,0,208.854121960429,208.854121960429,8.6419947197485e-07,3.23731386850651e-07,2.3069765790308e-06,0,1.93174849617878e-06,1.93174849617878e-06
"2020/02/21","PH",108116622,0,0,3,1,91.1212592045891,34.1342624827914,243.247789027693,0,0,208.854121960429,8.42805273777321e-07,3.15717064142009e-07,2.24986486377361e-06,0,0,1.93174849617878e-06
"2020/02/22","PH",108116622,0,0,3,1,89.1422050532043,33.3929036115388,237.96471292786,0,0,208.854121960429,8.24500464444813e-07,3.08860034597999e-07,2.20100025810887e-06,0,0,1.93174849617878e-06
"2020/02/23","PH",108116622,0,0,3,1,87.4365217338837,32.7539501703502,233.411399026934,0,0,208.854121960429,8.08724136182166e-07,3.02950180688685e-07,2.15888542121612e-06,0,0,1.93174849617878e-06
"2020/02/24","PH",108116622,0,0,3,1,85.9568097477264,23.2263822307717,318.111235258069,0,0,208.854121960429,7.95037878150932e-07,2.1482711724726e-07,2.94229720993381e-06,0,0,1.93174849617878e-06
"2020/02/25","PH",108116622,0,0,3,1,84.6655672031241,22.8774756929233,313.332570692844,0,0,208.854121960429,7.83094825170584e-07,2.1159998592005e-07,2.89809804354454e-06,0,0,1.93174849617878e-06
"2020/02/26","PH",108116622,0,0,3,1,83.5327921560879,22.5713886440768,309.14036683442,0,0,208.854121960429,7.72617481113014e-07,2.08768903675855e-07,2.85932321150785e-06,0,0,1.93174849617878e-06
"2020/02/27","PH",108116622,0,0,3,1,82.5342387786095,22.3015696211139,305.44489408115,0,0,0,7.63381589730111e-07,2.06273274253e-07,2.82514278036868e-06,0,0,0
"2020/02/28","PH",108116622,0,0,3,1,81.6501312225864,22.0626749938054,302.172965451261,0,0,0,7.55204238831901e-07,2.04063672964232e-07,2.79487982385596e-06,0,0,0
"2020/02/29","PH",108116622,0,0,3,1,80.8642026450758,21.8503092999073,299.264380182098,0,0,0,7.47934971970136e-07,2.02099444985502e-07,2.76797752876609e-06,0,0,0
"2020/03/01","PH",108116622,0,0,3,1,80.1629684666768,21.6608288723696,296.669234185517,0,0,0,7.41449066607694e-07,2.00346889050692e-07,2.74397431863453e-06,0,0,0
"2020/03/02","PH",108116622,0,0,3,1,79.53517057134,21.4911916566148,294.345863127841,0,0,0,7.35642393371668e-07,1.9877786837083e-07,2.72248482872357e-06,0,0,0
"2020/03/03","PH",108116622,0,0,3,1,78.9713477857998,21.3388411498218,292.259252848781,0,0,0,7.30427443300993e-07,1.9736873715701e-07,2.7031852035553e-06,0,0,0
"2020/03/04","PH",108116622,0,0,3,1,78.4635007137995,21.2016158358103,290.379798971068,0,0,0,7.2573022780715e-07,1.96099502959039e-07,2.68580162420417e-06,0,0,0
"2020/03/05","PH",108116622,0,0,3,1,78.0048278260219,21.0776778739237,288.68233021509,0,0,0,7.21487837698276e-07,1.94953167089549e-07,2.67010127466885e-06,0,0,0
"2020/03/06","PH",108116622,2,0,5,1,129.315859834208,34.9424274565942,478.57555475885,0,0,0,1.19607750817638e-06,3.23192001472208e-07,4.42647528109831e-06,0,0,0
"2020/03/07","PH",108116622,1,0,6,1,152.745261992191,41.273284215435,565.283706023517,0,0,0,1.41278241186809e-06,3.81747815016224e-07,5.22846252099439e-06,0,0,0
"2020/03/08","PH",108116622,4,0,10,1,244.067640718987,65.9494963824177,903.251980890243,0,0,0,2.25744789472786e-06,6.09984803099173e-07,8.35442288319222e-06,0,0,0
"2020/03/09","PH",108116622,10,0,20,1,449.725888814242,121.520394059871,1664.357465547,0,0,0,4.15963688556827e-06,1.12397512807856e-06,1.53940942175108e-05,0,0,0
"2020/03/10","PH",108116622,13,0,33,1,630.860735328763,144.777146576112,2748.95089999802,0,0,0,5.8350022749394e-06,1.33908314834431e-06,2.54257934547568e-05,0,0,0
"2020/03/11","PH",108116622,16,0,49,1,715.826545688009,148.940722243536,3440.34617123569,0,0,0,6.62087413060324e-06,1.37759319046738e-06,3.18206960927404e-05,0,0,0
"2020/03/12","PH",108116622,3,1,52,2,1076.19943167413,533.41598289328,2171.29829978761,0,0,0,9.95406082585643e-06,4.93370929488789e-06,2.00829276721909e-05,0,0,0
"2020/03/13","PH",108116622,12,3,64,5,2341.18181251724,1920.84723409781,2853.49723911591,1356.90225448733,1356.90225448733,1356.90225448733,2.16542264196642e-05,1.77664377462497e-05,2.63927709387361e-05,1.25503574694308e-05,1.25503574694308e-05,1.25503574694308e-05
"2020/03/14","PH",108116622,47,3,111,8,4783.08527215415,4344.73831406443,5265.65769142861,3217.32889570639,4574.23115019372,4574.23115019372,4.42400547082774e-05,4.01856646433555e-05,4.8703498074779e-05,2.97579487426678e-05,4.23083062120986e-05,4.23083062120986e-05
"2020/03/15","PH",108116622,29,3,140,11,6130.2883846677,5709.08845526079,6582.56321892547,1347.20311251355,5921.43426270727,5921.43426270727,5.67007021794271e-05,5.2804909639711e-05,6.08839149536643e-05,1.24606474711497e-05,5.47689536832484e-05,5.47689536832484e-05
"2020/03/16","PH",108116622,2,1,142,12,4938.62745864863,4527.92883167577,5386.57785535282,0,5921.43426270727,5921.43426270727,4.56787066344769e-05,4.18800434929956e-05,4.98219215113178e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/17","PH",108116622,45,0,187,12,4852.51621312144,4357.60070661376,5403.64186256626,0,5921.43426270727,5921.43426270727,4.48822403378588e-05,4.03046324053092e-05,4.99797511484058e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/18","PH",108116622,15,7,202,19,6408.63858205155,6038.65234764156,6801.29375081513,0,5921.43426270727,5921.43426270727,5.92752387514618e-05,5.58531355857711e-05,6.29070130475879e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/19","PH",108116622,15,-2,217,17,4872.22998830885,4490.68157165741,5286.19646710213,0,5921.43426270727,5921.43426270727,4.50645783985819e-05,4.1535533469196e-05,4.88934667890579e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/20","PH",108116622,13,1,230,18,4450.2516663474,4101.8414120648,4828.25587444114,0,5921.43426270727,5921.43426270727,4.11615862947272e-05,3.79390452290009e-05,4.46578498766003e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/21","PH",108116622,77,1,307,19,5246.4945265561,4839.01064186379,5688.29185434099,0,5921.43426270727,5921.43426270727,4.85262527583973e-05,4.47573236413526e-05,5.26125562297071e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/22","PH",108116622,73,6,380,25,7248.0592466925,6828.30059869173,7693.62187330036,0,5921.43426270727,5921.43426270727,6.70392684548774e-05,6.31568067183206e-05,7.11603981976089e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/23","PH",108116622,82,8,462,33,9826.44393777269,9405.49111366518,10266.2369561861,0,5921.43426270727,5921.43426270727,9.08874487197047e-05,8.69939417240133e-05,9.49552137892926e-05,0,5.47689536832484e-05,5.47689536832484e-05
"2020/03/24","PH",108116622,90,2,552,35,10443.2503618813,10001.0815637904,10904.9683702009,3113.91651937112,9035.35078207839,9035.35078207839,9.65924588531933e-05,9.25027195521366e-05,0.000100863014108976,2.88014595884352e-05,8.35704132716836e-05,8.35704132716836e-05
"2020/03/25","PH",108116622,84,3,636,38,10904.4011563777,10463.2796937396,11364.119861037,1660.19625233891,9338.64477992998,10695.5470344173,0.000100857767794278,9.67777155832674e-05,0.000105109830947521,1.53556060264158e-05,8.63756618286685e-05,9.89260192980993e-05
"2020/03/26","PH",108116622,71,7,707,45,11985.2641300836,11570.2967640424,12415.1142531009,1080.86297370591,7202.1788579295,11776.4100081232,0.000110854962986946,0.000107016817118485,0.000114830763516649,9.99719519266809e-06,6.66149082786688e-05,0.000108923214490767
"2020/03/27","PH",108116622,96,9,803,54,13727.7033581719,13326.960599682,14140.4964830811,1742.43922808825,7597.41497350421,13518.8492362115,0.000126971256632231,0.000123264678022238,0.000130789292353965,1.61162936452848e-05,7.02705544528038e-05,0.000125039508136052
"2020/03/28","PH",108116622,272,14,1075,68,19632.9324112976,19177.8241180005,20098.8408640577,5905.2290531257,13502.6440266299,19424.0782893372,0.000181590323930927,0.000177380903724503,0.000185899637745412,5.46190672986962e-05,0.0001248896217515,0.000179658575434748
