"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_active","p_cases_infected","p_cases_infected_low","p_cases_infected_high","p_cases_daily","p_cases_active","p_infected","p_infected_low","p_infected_high","p_daily","p_active"
"2020-01-23","HK",7496981,2,0,2,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-24","HK",7496981,0,0,2,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-01-25","HK",7496981,3,0,5,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-01-26","HK",7496981,3,0,8,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-01-27","HK",7496981,0,0,8,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-01-28","HK",7496981,0,0,8,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-01-29","HK",7496981,2,0,10,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-01-30","HK",7496981,0,0,10,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-01-31","HK",7496981,2,0,12,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-02-01","HK",7496981,1,0,13,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-02-02","HK",7496981,2,0,15,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-02-03","HK",7496981,0,0,15,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-02-04","HK",7496981,2,1,17,1,208.334883513213,40.6063303774279,1068.88318360802,208.334883513213,208.334883513213,2.77891705358748e-05,5.41635764815569e-06,0.000142575149064405,2.77891705358748e-05,2.77891705358748e-05,2.77891705358748e-05,5.41635764815569e-06,0.000142575149064405,2.77891705358748e-05,2.77891705358748e-05
"2020-02-05","HK",7496981,4,0,21,1,225.14932905633,41.8827636378199,1210.33608987399,16.8144455431169,225.14932905633,3.00319994216778e-05,5.58661728472033e-06,0.000161443131558422,2.24282888580308e-06,3.00319994216778e-05,3.00319994216778e-05,5.58661728472033e-06,0.000161443131558422,2.24282888580308e-06,3.00319994216778e-05
"2020-02-06","HK",7496981,3,0,24,1,226.192668937281,40.6296323008386,1259.25637480885,1.04333988095166,226.192668937281,3.01711674255652e-05,5.41946582242087e-06,0.000167968462879771,1.39168003887387e-07,3.01711674255652e-05,3.01711674255652e-05,5.41946582242087e-06,0.000167968462879771,1.39168003887387e-07,3.01711674255652e-05
"2020-02-07","HK",7496981,1,0,25,1,206.526791806823,36.1009229205378,1181.50208591353,0,226.192668937281,2.75479945603201e-05,4.81539474630359e-06,0.000157597049520804,0,3.01711674255652e-05,2.75479945603201e-05,4.81539474630359e-06,0.000157597049520804,0,3.01711674255652e-05
"2020-02-08","HK",7496981,1,0,26,1,188.559400306348,32.2501787139867,1102.46357885979,0,226.192668937281,2.51513776420599e-05,4.30175542848337e-06,0.000147054338120877,0,3.01711674255652e-05,2.51513776420599e-05,4.30175542848337e-06,0.000147054338120877,0,3.01711674255652e-05
"2020-02-09","HK",7496981,3,0,29,1,186.281322010311,31.2978792505954,1108.72467275077,0,226.192668937281,2.48475115530253e-05,4.1747310351454e-06,0.000147889486814861,0,3.01711674255652e-05,2.48475115530253e-05,4.1747310351454e-06,0.000147889486814861,0,3.01711674255652e-05
"2020-02-10","HK",7496981,9,0,38,1,218.18094438952,35.6662361773292,1334.67754371461,0,226.192668937281,2.9102507314547e-05,4.75741317436034e-06,0.000178028668301895,0,3.01711674255652e-05,2.9102507314547e-05,4.75741317436034e-06,0.000178028668301895,0,3.01711674255652e-05
"2020-02-11","HK",7496981,11,0,49,1,251.110226487315,40.6095190544152,1552.74791021331,0,226.192668937281,3.34948463237822e-05,5.41678297629609e-06,0.000207116425960438,0,3.01711674255652e-05,3.34948463237822e-05,5.41678297629609e-06,0.000207116425960438,0,3.01711674255652e-05
"2020-02-12","HK",7496981,1,0,50,1,225.246646894574,35.7949390729463,1417.40852900613,0,226.192668937281,3.00449803587036e-05,4.77458047085171e-06,0.000189063908392742,0,3.01711674255652e-05,3.00449803587036e-05,4.77458047085171e-06,0.000189063908392742,0,3.01711674255652e-05
"2020-02-13","HK",7496981,3,0,53,1,207.718410278018,32.5631982007102,1325.02150748467,0,226.192668937281,2.77069410043881e-05,4.34350816691549e-06,0.00017674067834568,0,3.01711674255652e-05,2.77069410043881e-05,4.34350816691549e-06,0.00017674067834568,0,3.01711674255652e-05
"2020-02-14","HK",7496981,3,0,56,1,191.912120795336,29.6209358308672,1243.38617518572,0,17.8577854240685,2.55985870572883e-05,3.95104853952108e-06,0.000165851584149103,0,2.38199688969047e-06,2.55985870572883e-05,3.95104853952108e-06,0.000165851584149103,0,2.38199688969047e-06
"2020-02-15","HK",7496981,0,0,56,1,169.566662085444,25.8684300780785,1111.50358966565,0,1.04333988095166,2.26179927740838e-05,3.45051295689271e-06,0.000148260158277799,0,1.39168003887387e-07,2.26179927740838e-05,3.45051295689271e-06,0.000148260158277799,0,1.39168003887387e-07
"2020-02-16","HK",7496981,1,0,57,1,154.477924868521,23.3536737111077,1021.82763906367,0,0,2.06053509897546e-05,3.11507708384318e-06,0.000136298549918116,0,0,2.06053509897546e-05,3.11507708384318e-06,0.000136298549918116,0,0
"2020-02-17","HK",7496981,3,0,60,1,147.631993359706,22.207262150094,981.444957782332,0,0,1.96921925452e-05,2.96216065508157e-06,0.000130912024157769,0,0,1.96921925452e-05,2.96216065508157e-06,0.000130912024157769,0,0
"2020-02-18","HK",7496981,2,0,62,1,140.154842623852,20.9493650214872,937.659919084374,0,0,1.86948376451604e-05,2.79437349801037e-06,0.000125071668060033,0,0,1.86948376451604e-05,2.79437349801037e-06,0.000125071668060033,0,0
