"date","region","country","ISO2","ISO3","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_7days","p_cli_local_7days_low","p_cli_local_7days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","French Guiana","GF","GUF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.0125786163522013,0.000329571335091925,0.0248276613693106
2020-05-06,"Cayenne","French Guiana","GF","GUF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Saint-Laurent-du-Maroni","French Guiana","GF","GUF",0.0188679245283019,0,0.0554978435392005,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0.00471698113207547,0,0.0139402639808974
2020-05-07,"-99","French Guiana","GF","GUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-07,"Cayenne","French Guiana","GF","GUF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Saint-Laurent-du-Maroni","French Guiana","GF","GUF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0.00471698113207547,0,0.0139402639808974
2020-05-08,"-99","French Guiana","GF","GUF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-05-08,"Cayenne","French Guiana","GF","GUF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Saint-Laurent-du-Maroni","French Guiana","GF","GUF",NA,NA,NA,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0.00471698113207547,0,0.0139402639808974
2020-05-09,"-99","French Guiana","GF","GUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-09,"Cayenne","French Guiana","GF","GUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
