ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
GH,GHA,Ghana,Ahafo,2020-05-29,2020-05-02,100,6,28,0.02,0.0274394957835608,0.024726968054538,0.000152562994106167,0.02,0.0274394957835608,0.024726968054538,0.000152562994106167,0.00258695027306697,0.00119354127451567,0.0197504184376059,0.0271004617006999,0.0262466794671306,0.000161809038402875,0.0197504184376059,0.0271004617006999,0.0262466794671306,0.000161809038402875,0.00187067821368677,0.00100142776151331,,,,,
GH,GHA,Ghana,Ahafo,2020-05-30,2020-05-04,101,6,27,0.0198019801980198,0.0271705622473482,0.0245517242479232,0.000151495365853743,0.0198019801980198,0.0271705622473482,0.0245517242479232,0.000151495365853743,0.00256081946222791,0.00118150077856617,0.0197513549053379,0.0271013045958999,0.0263322102758006,0.000162326426738546,0.0197513549053379,0.0271013045958999,0.0263322102758006,0.000162326426738546,0.00183578393947198,0.000992296854885247,,,,,
GH,GHA,Ghana,Ahafo,2020-05-31,2020-05-08,101,10,24,0.0198019801980198,0.0271705622473482,0.0274331356440491,0.000169024793189547,0.0198019801980198,0.0271705622473482,0.0274331356440491,0.000169024793189547,0.00156494522691706,0.00092408261656366,0.0197539707535642,0.0271041057415431,0.0264252083552425,0.000162887035854367,0.0197539707535642,0.0271041057415431,0.0264252083552425,0.000162887035854367,0.00179948148243953,0.00098279444583127,,,,,
GH,GHA,Ghana,Ahafo,2020-06-01,2020-05-08,105,4,25,0.0190476190476191,0.0261455482229834,0.0266243393812027,0.000164109721970389,0.0190476190476191,0.0261455482229834,0.0266243393812027,0.000164109721970389,0.00150417065499795,0.000888222944763499,0.0197580909930625,0.0271087275673748,0.0265259283562754,0.000163494121797386,0.0197580909930625,0.0271087275673748,0.0265259283562754,0.000163494121797386,0.00176186251013391,0.000972933328898874,,,,,
GH,GHA,Ghana,Ahafo,2020-06-02,2020-05-09,101,3,25,0.0198019801980198,0.0271705622473482,0.026733007764156,0.000164770344526245,0.0198019801980198,0.0271705622473482,0.026733007764156,0.000164770344526245,0.00156494522691706,0.00092408261656366,0.0197641777966139,0.0271152905265405,0.0266359061775995,0.000164153392458095,0.0197641777966139,0.0271152905265405,0.0266359061775995,0.000164153392458095,0.00172314923761488,0.000962757402012626,,,,,
GH,GHA,Ghana,Ahafo,2020-06-03,2020-05-10,100,1,25,0.02,0.0274394957835608,0.0269127919329548,0.000165863132573277,0.02,0.0274394957835608,0.0269127919329548,0.000165863132573277,0.00158091405576315,0.000933504565758941,0.0197720749742281,0.0271233564928242,0.0267557065334416,0.000164866432036447,0.0197720749742281,0.0271233564928242,0.0267557065334416,0.000164866432036447,0.00168372901182053,0.000952352478617564,,,,,
GH,GHA,Ghana,Ahafo,2020-06-06,2020-05-10,102,2,26,0.0196078431372549,0.0269068483623884,0.0263923841791184,0.000162699355825639,0.0196078431372549,0.0269068483623884,0.0263923841791184,0.000162699355825639,0.00154929577464789,0.000914848959976437,0.019810602307409,0.0271542395104772,0.0271779899158855,0.000167313544346364,0.019810602307409,0.0271542395104772,0.0271779899158855,0.000167313544346364,0.00156739874901137,0.000921227960241858,1.00306449671815e-05,0.000155218408125807,1.00306449671815e-05,0.000155218408125807,-5.05465774459001e-05
GH,GHA,Ghana,Ahafo,2020-06-07,2020-05-11,100,1,26,0.02,0.0274394957835608,0.0275475764360477,0.000169719915221493,0.02,0.0274394957835608,0.0275475764360477,0.000169719915221493,0.00158091405576315,0.000933504565758941,0.0198302449473914,0.0271658231244639,0.0273389757023292,0.00016821025122639,0.0198302449473914,0.0271658231244639,0.0273389757023292,0.00016821025122639,0.00153188128794558,0.000911545658197058,1.31483403422647e-05,0.000167794237754762,1.31483403422647e-05,0.000167794237754762,-5.06504419210671e-05
GH,GHA,Ghana,Ahafo,2020-06-09,2020-05-11,101,1,27,0.0198019801980198,0.0271705622473482,0.0273937645691555,0.000168785630983294,0.0198019801980198,0.0271705622473482,0.0273937645691555,0.000168785630983294,0.00156494522691706,0.00092408261656366,0.0198828682359605,0.0271889859849743,0.027682342308307,0.00017004688317327,0.0198828682359605,0.0271889859849743,0.027682342308307,0.00017004688317327,0.00147010286331346,0.000894410325860451,2.14829137327154e-05,0.00020952232551076,2.14829137327154e-05,0.00020952232551076,-5.48964365210123e-05
GH,GHA,Ghana,Ahafo,2020-06-10,2020-05-12,101,2,27,0.0198019801980198,0.0271705622473482,0.0272954477402646,0.000168188355704182,0.0198019801980198,0.0271705622473482,0.0272954477402646,0.000168188355704182,0.00156494522691706,0.00092408261656366,0.0199170124404244,0.027200475745988,0.0278594353955315,0.000170952475548807,0.0199166760238951,0.0272002085754592,0.0278591316023587,0.000170951349122614,0.0014447768114415,0.000887248804702728,2.64869078936524e-05,0.000222251173209354,2.64308384720988e-05,0.000222200541013889,-5.2847616448735e-05
GH,GHA,Ghana,Ahafo,2020-06-11,2020-05-13,100,2,27,0.02,0.0274394957835608,0.0273641584204966,0.000168605779955169,0.02,0.0274394957835608,0.0273641584204966,0.000168605779955169,0.00129347513653349,0.000844508188575854,0.0199554865636691,0.0272109081140679,0.02803354679481,0.000171817369807487,0.0199545053162236,0.0272101288408274,0.0280326675002608,0.00017181410877624,0.00142340683992074,0.000881124389370676,3.1884794509209e-05,0.000232940102868424,3.17212532682804e-05,0.000232793553776875,-4.99570662823572e-05
GH,GHA,Ghana,Ahafo,2020-06-12,2020-05-14,100,3,27,0.02,0.0274394957835608,0.027707341514179,0.000170690200638804,0.02,0.0274394957835608,0.027707341514179,0.000170690200638804,0.00130680993175548,0.000853208762454368,0.0199958712929691,0.0272185027048738,0.0281968307606304,0.000172608944499784,0.0199936773842534,0.0272167604339425,0.028194872156533,0.000172601680159321,0.00140591500457596,0.000876038092327,3.72993864568242e-05,0.000240187371198135,3.69337350042085e-05,0.000239860937181901,-4.63023345407613e-05
GH,GHA,Ghana,Ahafo,2020-06-13,2020-05-15,101,4,27,0.0198019801980198,0.0271705622473482,0.0278874123795407,0.000171783611934322,0.0198019801980198,0.0271705622473482,0.0278874123795407,0.000171783611934322,0.00129347513653349,0.000844508188575854,0.0200335582176585,0.0272200338072996,0.0283382200782931,0.000173284549321729,0.0200291572262767,0.0272165386476389,0.0283343108843531,0.000173270047659113,0.00139204083285412,0.00087193244827173,3.71593183749278e-05,0.000193371693734613,3.64258198112978e-05,0.000192720161411268,-2.92263193595414e-05
GH,GHA,Ghana,Ahafo,2020-06-14,2020-05-16,100,2,27,0.02,0.0274394957835608,0.0287654967194722,0.0001771124769765,0.02,0.0274394957835608,0.0287654967194722,0.0001771124769765,0.00130680993175548,0.000853208762454368,0.0200613869409895,0.0272106015915293,0.0284432290982997,0.000173791393567712,0.0200530452641922,0.0272039768261854,0.0284358459942787,0.000173764002314745,0.00138136064594959,0.000868693379876223,3.85236655996724e-05,0.000184042232661754,3.71333861334504e-05,0.000182811715324927,-2.50867736659974e-05
GH,GHA,Ghana,Ahafo,2020-06-15,2020-05-16,104,4,28,0.0192307692307692,0.0263944833692685,0.0282031812688793,0.000173700497818245,0.0192307692307692,0.0263944833692685,0.0282031812688793,0.000173700497818245,0.00125505508297309,0.000819439548323456,0.0200694063482494,0.0271833880024521,0.0284939687147817,0.000174066242839977,0.0200542382461849,0.0271713416812863,0.0284805799904278,0.000174016566463912,0.0013732976727728,0.000866148635975939,3.10896853814805e-05,0.00013527106774577,2.85616683707423e-05,0.000133039613686787,-1.61341984234436e-05
GH,GHA,Ghana,Ahafo,2020-06-16,2020-05-16,105,1,29,0.0190476190476191,0.0261455482229834,0.0279266225454317,0.00017202167319896,0.0190476190476191,0.0261455482229834,0.0279266225454317,0.00017202167319896,0.00124275062137531,0.00081141082547504,0.0200453145806081,0.0271300416840241,0.0284701776886919,0.000174039606126329,0.0200186151400334,0.0271088373494464,0.0284466568246239,0.000173952331812966,0.00136710296155308,0.00086405932977378,2.13836900306158e-05,0.000101790382193395,1.69898526897102e-05,9.79208703775243e-05,-1.29456416480684e-05
GH,GHA,Ghana,Ahafo,2020-06-17,2020-05-17,100,2,29,0.02,0.0274394957835608,0.0296592930849297,0.000182531637103228,0.02,0.0274394957835608,0.0296592930849297,0.000182531637103228,0.00130680993175548,0.000853208762454368,0.0199752959520678,0.0270412187861626,0.0283507684329557,0.000173640628840824,0.0199296752180703,0.0270049873617034,0.0283106507469657,0.000173491764420962,0.0013618607840579,0.000862120462818532,3.30156473310646e-06,5.28702730242808e-05,-4.13834969221864e-06,4.63305411174947e-05,-1.02576759771394e-05
GH,GHA,Ghana,Ahafo,2020-06-18,2020-05-17,103,3,30,0.0194174757281553,0.0266482036524112,0.0289457219915023,0.000178205608244853,0.0194174757281553,0.0266482036524112,0.0289457219915023,0.000178205608244853,0.00140845070422535,0.000872335779060366,0.0198456634956794,0.0269078023273229,0.0281163733989498,0.000172805997892901,0.0197698682771909,0.0268476063852415,0.0280498353493134,0.000172559082602112,0.00135649063453613,0.000859962780144398,-2.50346328816101e-05,-1.34095602800979e-05,-3.73015178437488e-05,-2.41728012032594e-05,-8.23739500663846e-06
GH,GHA,Ghana,Ahafo,2020-06-19,2020-05-18,102,3,30,0.0196078431372549,0.0269068483623884,0.0292002950882045,0.000179749332375503,0.0196078431372549,0.0269068483623884,0.0292002950882045,0.000179749332375503,0.00143719459614832,0.000890125738902511,0.0196450142105207,0.026722460374002,0.0277522883651059,0.000171489552531563,0.0195224557789746,0.0266251248600674,0.0276448951511186,0.000171091005667435,0.00134977003278435,0.00085716226843404,-6.47573345229676e-05,-9.76552855312043e-05,-8.44502412170155e-05,-0.000114902622205742,-7.04513334496095e-06
GH,GHA,Ghana,Ahafo,2020-06-20,2020-05-19,101,4,30,0.0198019801980198,0.0271705622473482,0.0295824354345117,0.000182065843495865,0.0198019801980198,0.0271705622473482,0.0295824354345117,0.000182065843495865,0.00145201103528387,0.000899295621069523,0.019366705555531,0.0264814446391462,0.0272515829983084,0.000169672442681874,0.0191737384663723,0.0263281901132937,0.0270828292076741,0.000169046143798479,0.00134038323404411,0.000853259828871588,-0.000115780230909751,-0.000198607683331882,-0.000146551132969983,-0.000225502797767446,-6.82956865091474e-06
GH,GHA,Ghana,Ahafo,2020-06-21,2020-05-20,101,3,30,0.0297029702970297,0.0331085145091172,0.0432462145423943,0.000214366187966571,0.0297029702970297,0.0331085145091172,0.0432462145423943,0.000214366187966571,0.00143719459614832,0.000890125738902511,0.0190111114777344,0.0261861436349396,0.0266176914226182,0.000167371090293053,0.0187152604598685,0.0259511774821294,0.0263595037088191,0.000166412814050165,0.00132697569727051,0.000847782544586203,-0.000176382478419155,-0.000312712882027244,-0.000223162964386073,-0.000353512713601448,-7.72032925038037e-06
GH,GHA,Ghana,Ahafo,2020-06-22,2020-05-21,101,4,30,0.0297029702970297,0.0331085145091172,0.0427217909226366,0.000211824714006297,0.0297029702970297,0.0331085145091172,0.0427217909226366,0.000211824714006297,0.00143719459614832,0.000890125738902511,0.0185875570494719,0.0258445471569385,0.0258660180797113,0.000164641634919085,0.0181458752503825,0.0254937598392123,0.025481416044653,0.00016321407206014,0.00130832843015955,0.000840304976539398,-0.000242959588522707,-0.000434026601496774,-0.000312123314941812,-0.00049420679666182,-9.79575523225511e-06
GH,GHA,Ghana,Ahafo,2020-06-23,2020-05-22,100,1,30,0.02,0.0274394957835608,0.0219504597509317,0.000157913312614388,0.02,0.0274394957835608,0.0219504597509317,0.000157913312614388,0.00129347513653349,0.000844508188575854,0.0181149859194533,0.0254716216815605,0.025024211494102,0.000161580390598516,0.0174729780862667,0.0249617310739194,0.024466489177643,0.000159510096039494,0.0012834269109648,0.000830480044400402,-0.000310051672102408,-0.00055442615647562,-0.00040944952196726,-0.000640693594887127,-1.3072312182184e-05
GH,GHA,Ghana,Ahafo,2020-06-24,2020-05-22,102,2,31,0.0196078431372549,0.0269068483623884,0.0213940715868354,0.0001539543846842,0.0196078431372549,0.0269068483623884,0.0213940715868354,0.0001539543846842,0.00126760563380282,0.00082762874363293,0.0176213950708894,0.0250888984957276,0.0241308076903165,0.000158319211084472,0.016712956273062,0.02436740102437,0.0233436275312986,0.000155396937209742,0.00125160461941182,0.000818095897418902,-0.000370711404131666,-0.000664260951438881,-0.000509485334021479,-0.000784367969669137,-1.74810025207186e-05
GH,GHA,Ghana,Ahafo,2020-06-25,2020-05-23,102,3,31,0.00980392156862745,0.0191209083686488,0.0146062584418669,0.000125632003582938,0.00980392156862745,0.0191209083686488,0.0146062584418669,0.000125632003582938,0.00154929577464789,0.000914848959976437,0.0171415102714748,0.0247226670113103,0.0232317763893205,0.000155013296086655,0.0158904042375602,0.0237290114426606,0.0221505999150052,0.000150999287437016,0.00121275673805339,0.000803147000900469,-0.00041725065650766,-0.000753418662630899,-0.000605341923569077,-0.00091571587268557,-2.28355491218266e-05
GH,GHA,Ghana,Ahafo,2020-06-26,2020-05-24,101,2,31,0.0099009900990099,0.0193092777830645,0.0147800008903087,0.000127115197086034,0.0099009900990099,0.0193092777830645,0.0147800008903087,0.000127115197086034,0.00156494522691706,0.00092408261656366,0.0167130588589439,0.0244012281690529,0.0223757981397214,0.000151825881797417,0.0150363005289259,0.0230695019854105,0.0209309790513713,0.000146461341226074,0.00116745420410792,0.000785880758609484,-0.000442274449431176,-0.000812630809764502,-0.000689572989574392,-0.00102530835938379,-2.88215049893652e-05
GH,GHA,Ghana,Ahafo,2020-06-27,2020-05-24,103,2,32,0.00970873786407767,0.018936178546626,0.0144018394904345,0.000123886594228741,0.00970873786407767,0.018936178546626,0.0144018394904345,0.000123886594228741,0.00153395621252266,0.000905798007453933,0.0163720604178821,0.0241512659754733,0.0216085887863119,0.000148909511016034,0.0141850178416006,0.0224143061597613,0.0197300333082215,0.000141933973932333,0.00111699784809048,0.000766814329877628,-0.000439841843308728,-0.00083485043938439,-0.000755040436377983,-0.00110491173343292,-3.49963081966732e-05
GH,GHA,Ghana,Ahafo,2020-06-28,2020-05-25,102,4,32,0.00980392156862745,0.0191209083686488,0.0144678144953239,0.000124449954759643,0.00980392156862745,0.0191209083686488,0.0144678144953239,0.000124449954759643,0.000845070422535211,0.000675898970898153,0.0161467848110825,0.0239934029705695,0.0209664006497988,0.000146384902492819,0.0133703163772117,0.021788406714242,0.018589703012288,0.000137558922213357,0.00106336287416092,0.000746712908745681,-0.0004067953730649,-0.000816602904985408,-0.000795926478861808,-0.00114861883872749,-4.08275926664397e-05
