ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
KR,KOR,South Korea,Busan,2020-05-04,2020-05-02,110,52,3,0.0181818181818182,0.0249681255146025,0.011643214233866,8.64405138858513e-05,0.00909090909090909,0.0177366792474103,0.0111797191529582,8.47223807403838e-05,0.00312989045383412,0.00125023281806977,0.00431180335477575,0.00687291059657369,0.00209176306767937,2.12352261469035e-05,0.00309445098194797,0.00590455658661596,0.00202969701566029,2.10051530661419e-05,0.00155134199517097,0.000752663712287535,,,,,
KR,KOR,South Korea,Busan,2020-05-05,2020-05-04,128,76,2,0,0,0,0,0,0,0,0,0.000554508151269824,0.00048590411857126,0.00421254011233311,0.00681447063378645,0.00200330263557225,2.11024495898017e-05,0.00315417144247709,0.00597258165542267,0.00194934228162308,2.09024235777033e-05,0.00152407374563203,0.000741207370423722,,,,,
KR,KOR,South Korea,Busan,2020-05-06,2020-05-05,121,45,2,0,0,0,0,0,0,0,0,0.000938967136150235,0.00065035352698056,0.00414859136808009,0.00680123390989641,0.00195167050133015,2.12408535111435e-05,0.00324101145920565,0.00607929122203346,0.0019053980307678,2.10693257675478e-05,0.00149156143165228,0.000728485720588052,,,,,
KR,KOR,South Korea,Busan,2020-05-07,2020-05-06,102,57,2,0,0,0,0,0,0,0,0,0.000976153953423511,0.000722778650523015,0.00412325868390615,0.00683541839484093,0.0019436330495432,2.16881455944667e-05,0.00335676816519485,0.0062257065447999,0.00190455394519483,2.15432829902194e-05,0.00145271395124813,0.000714268518541745,,,,,
KR,KOR,South Korea,Busan,2020-05-08,2020-05-07,130,73,2,0,0,0,0,0,0,0,0,0.000770246478873239,0.000570376299593396,0.00413902274430133,0.0069181480349203,0.00198577488056696,2.24791926967143e-05,0.00350250942828259,0.00641182773217469,0.00195332259356719,2.23588950878782e-05,0.00140661392556383,0.000698345337488845,,,,,
KR,KOR,South Korea,Busan,2020-05-09,2020-05-08,154,81,2,0.00649350649350649,0.0126856500067797,0.000876479831002197,2.68312113112129e-05,0.00649350649350649,0.0126856500067797,0.000876479831002197,2.68312113112129e-05,0.0035901684617509,0.00112473346452106,0.00419738316984391,0.00704948153917864,0.00208400692208664,2.36436860186194e-05,0.00367807523860683,0.0066361395284388,0.00205738135376933,2.35434780834918e-05,0.00135260459797321,0.000680534843340983,,,,,
KR,KOR,South Korea,Busan,2020-05-10,2020-05-09,158,77,2,0.00632911392405063,0.0123655172261724,0.00094194692224722,2.88343758609645e-05,0.00632911392405063,0.0123655172261724,0.00094194692224722,2.88343758609645e-05,0.00374398288464967,0.00113016740902263,0.00429729704754612,0.00722653964023114,0.00224240129173544,2.51962598937039e-05,0.00388146008830943,0.00689497851936611,0.00222074725044462,2.51113951577204e-05,0.0012904236643298,0.000660713711040608,-2.41771787160396e-06,2.51063706760115e-05,0.000131168184393577,3.18417057973888e-05,-4.34863884735286e-05
KR,KOR,South Korea,Busan,2020-05-11,2020-05-10,154,77,2,0,0,0,0,0,0,0,0,0.000640204865556978,0.000474109850016128,0.00443492015203758,0.00744358723359267,0.00246244441328871,2.71329526222329e-05,0.00410845579181834,0.0071824203731274,0.00244494187582182,2.70593658282832e-05,0.00122036395327093,0.000638855445228298,3.7063339950745e-05,7.65236296194104e-05,0.000159047391556875,8.25999323664577e-05,-5.06182987268509e-05
KR,KOR,South Korea,Busan,2020-05-12,2020-05-11,158,81,2,0.00632911392405063,0.0123655172261724,0.0016932289337229,3.60993894191993e-05,0.00632911392405063,0.0123655172261724,0.0016932289337229,3.60993894191993e-05,0.000358840943751682,0.000351594562720756,0.00460335823557903,0.00769149046470031,0.00274239964957111,2.9426300989147e-05,0.00435142423153859,0.00748835149036062,0.00272796705072194,2.93566859787338e-05,0.00114331908749894,0.000615050365465885,7.57944779164899e-05,0.000131788191373493,0.000185068795388823,0.000137094836659022,-5.80403906922236e-05
KR,KOR,South Korea,Busan,2020-05-13,2020-05-12,146,65,2,0.00684931506849315,0.0133783578498663,0.0016803330569855,3.58246826271161e-05,0.00684931506849315,0.0133783578498663,0.0016803330569855,3.58246826271161e-05,0.000777076250607091,0.000538267214463693,0.00479206429485328,0.00795724851701356,0.00307653950442085,3.20206874748563e-05,0.00459957216448115,0.00779918926985757,0.00306385900021588,3.19445914140948e-05,0.00106080658033138,0.000589535818715649,0.000111467601824521,0.000188817742479609,0.00020713399988105,0.000193217509170175,-6.5317895152792e-05
