ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
BJ,BEN,Benin,Alibori,2020-09-12,2020-05-01,100,1,72,0.02,0.0274394957835608,0.0156199359405641,9.38466312238143e-05,0.01,0.0195013954179879,0.0128881660277113,8.53643226771078e-05,0.00329637398861253,0.00137516955286332,9,0,0.02,0.0274394957835608,0.0155969294265574,9.37094838205179e-05,0.01,0.0195013954179879,0.0128691831219321,8.52393974702309e-05,0.00328007281444502,0.00137144607889026,,,,,
BJ,BEN,Benin,Alibori,2020-09-25,2020-05-04,100,1,72,0.02,0.0274394957835608,0.0153958881638604,9.25110487849969e-05,0.01,0.0195013954179879,0.0127033019568672,8.41477602814361e-05,0.00314653880731196,0.00134365321813531,9,0,0.019998952243998,0.027438072811091,0.0152906119440417,9.18832862161503e-05,0.00999947612199902,0.0195003788913423,0.012616437490524,8.35759723980479e-05,0.00312220378995505,0.00133285406672549,,,,,
BJ,BEN,Benin,Alibori,2020-09-27,2020-05-07,100,1,72,0.02,0.0274394957835608,0.0154491563428517,9.28286162677528e-05,0.01,0.0195013954179879,0.0127472540663666,8.44370232886881e-05,0.00311341734618236,0.00132953158701289,10,0,0.0199978986071317,0.0274366418517348,0.015256739610442,9.16813074531741e-05,0.00999894930356585,0.019499356659117,0.0125884890878647,8.33920028030402e-05,0.00311868611744176,0.00133163912869031,,,,,
BJ,BEN,Benin,Alibori,2020-09-29,2020-05-09,100,2,72,0.02,0.0274394957835608,0.015393623204516,9.24975454519394e-05,0.01,0.0195013954179879,0.0127014331161634,8.41354605498664e-05,0.00311341734618236,0.00132953158701289,10,0,0.0199959935981296,0.0274340546316572,0.0152198746270733,9.14614769160725e-05,0.00999799679906481,0.0194975084307059,0.0125580714198235,8.31917742673369e-05,0.00311615894035809,0.00133065722621094,,,,,
BJ,BEN,Benin,Alibori,2020-09-30,2020-05-10,100,1,72,0.02,0.0274394957835608,0.0152497726440097,9.16398665436131e-05,0.01,0.0195013954179879,0.0125827405738867,8.33542401898451e-05,0.00311341734618236,0.00132953158701289,10,0,0.0199945763251501,0.0274321298128747,0.0151998381674856,9.1341994664244e-05,0.00999728816257504,0.0194961334008849,0.0125415391357759,8.30829464695311e-05,0.00311498551531253,0.00133017650230332,,,,,
BJ,BEN,Benin,Alibori,2020-10-01,2020-05-11,100,1,72,0.02,0.0274394957835608,0.0150919906566819,9.06989786409092e-05,0.01,0.0195013954179879,0.0124525530714155,8.24972523193304e-05,0.00311341734618236,0.00132953158701289,10,0,0.0199927512528234,0.0274296511559436,0.0151785859485218,9.1215260937345e-05,0.00999637562641168,0.0194943627265611,0.0125240037164564,8.29675140860029e-05,0.00311377585017229,0.00132967164167988,,,,,
BJ,BEN,Benin,Alibori,2020-10-02,2020-05-14,100,2,71,0.02,0.0274394957835608,0.0152234909135061,9.14831535211598e-05,0.01,0.0195013954179879,0.0125610552540803,8.32114997199547e-05,0.00311341734618236,0.00132953158701289,10,0,0.0199904685507314,0.0274265509854578,0.0151560484663532,9.10808610738037e-05,0.00999523427536571,0.019492148062559,0.0125054078135576,8.28450994628219e-05,0.00311247314633136,0.00132912219704456,-1.58857487809853e-06,-7.34801600340235e-05,-7.94287439049267e-07,-6.06292180624068e-05,-2.7933278018944e-05
BJ,BEN,Benin,Alibori,2020-10-04,2020-05-17,100,1,71,0.02,0.0274394957835608,0.0148978475036648,8.95410520451303e-05,0.01,0.0195013954179879,0.0122923636059305,8.14426134142972e-05,0.00311341734618236,0.00132953158701289,11,0,0.0199843578185948,0.0274182519124059,0.0151070771276804,9.0788820055558e-05,0.0099921789092974,0.01948621946656,0.0124650010701615,8.25791024152477e-05,0.00310937741115796,0.00132780723739039,-2.43240423387162e-06,-3.05891360602173e-05,-1.21620211693581e-06,-2.5239403393745e-05,-2.13772979951567e-06
BJ,BEN,Benin,Alibori,2020-10-05,2020-05-21,100,1,71,0.02,0.0274394957835608,0.0149831546473684,9.00498772544997e-05,0.01,0.0195013954179879,0.0123627513870063,8.19060465055352e-05,0.00311341734618236,0.00132953158701289,11,0,0.0199805533220215,0.0274130849709853,0.0150807442381684,9.06317805836061e-05,0.00999027666101077,0.0194825283665972,0.0124432735385434,8.24360680868491e-05,0.00310748791068037,0.00132700342203278,-2.8908808516927e-06,-2.93325620456007e-05,-1.44544042584635e-06,-2.4202591553536e-05,-1.86636779356575e-06
BJ,BEN,Benin,Alibori,2020-10-10,2020-05-21,101,1,72,0.0198019801980198,0.0271705622473482,0.0147928921923602,8.89149717160522e-05,0.0099009900990099,0.0193092777830645,0.0122057639244253,8.08723954453212e-05,0.00308098591549296,0.00131570370083514,11,0,0.0199608351246351,0.0273863054040034,0.0149430967361643,8.98108672198768e-05,0.00998041756231754,0.0194633978886906,0.012329699202139,8.16883714267182e-05,0.00309451206824103,0.00132147087952479,-5.8597455824255e-06,-4.61296484848356e-05,-2.92987279121275e-06,-3.80620362807376e-05,-3.60781201951017e-06
BJ,BEN,Benin,Alibori,2020-10-11,2020-05-22,100,1,72,0.02,0.0274394957835608,0.0149227476996746,8.96895770082984e-05,0.01,0.0195013954179879,0.0123129090077502,8.15778877678775e-05,0.00308098591549296,0.00131570370083514,11,0,0.0199587071341,0.0273834153495043,0.0149178312876048,8.96601790356131e-05,0.00997935356705002,0.0194613333249216,0.012308852426772,8.15511243293033e-05,0.00309161043364679,0.00132023369880793,-5.97819850834021e-06,-4.70011466468098e-05,-2.9890992541701e-06,-3.87811181673155e-05,-3.89584694429016e-06
BJ,BEN,Benin,Alibori,2020-10-16,2020-05-23,100,1,72,0.02,0.0274394957835608,0.0148554087334808,8.92879040508119e-05,0.01,0.0195013954179879,0.0122573469504062,8.12120513660628e-05,0.00308098591549296,0.00131570370083514,11,0,0.0199591420283333,0.0273840059856066,0.01481803484791,8.90649251147638e-05,0.00997957101416664,0.0194617552567218,0.0122265093820468,8.10089736927078e-05,0.0030805153583336,0.00131550302752959,-5.60153741501387e-06,-6.00918501019677e-05,-2.80076870750693e-06,-4.95823890682698e-05,-5.54341530644902e-06
BJ,BEN,Benin,Alibori,2020-10-18,2020-05-24,100,1,72,0.02,0.0274394957835608,0.014821874806267,8.90878657969334e-05,0.01,0.0195013954179879,0.0122296777702548,8.10298618598048e-05,0.00308098591549296,0.00131570370083514,11,0,0.0199592989079313,0.0273842190460411,0.014786640354693,8.88776445025532e-05,0.00997964945396563,0.0194619074603753,0.0122006054703741,8.08384042574107e-05,0.00307824912737922,0.00131453674968724,-5.19494046669182e-06,-6.15680186100414e-05,-2.59747023334591e-06,-5.08003905305878e-05,-5.70400315869007e-06
BJ,BEN,Benin,Alibori,2020-10-22,2020-05-25,100,1,72,0.02,0.0274394957835608,0.0147474339113608,8.86437826495785e-05,0.01,0.0195013954179879,0.0121682558401999,8.06254067793579e-05,0.00308098591549296,0.00131570370083514,11,0,0.0199563925775626,0.0273802719170387,0.0147244939198781,8.85068832107104e-05,0.00997819628878131,0.0194590877559258,0.0121493278228234,8.0500731642881e-05,0.00307757436264658,0.00131424901960906,-4.66087350536592e-06,-6.37638679670587e-05,-2.33043675268296e-06,-5.26122078896828e-05,-5.30050808523025e-06
