ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
SS,SSD,South Sudan,Central Equatoria,2020-12-28,2020-05-04,100,2,84,0.01,0.0195013954179879,0.0186592933159468,0.000129402535253247,0,0,0,0,0.0124872949034413,0.0026226393893964,11,0,0.00342313200260241,0.00667558507507185,0.00638732240957628,4.42961959643277e-05,0,0,0,0,0.012446409697037,0.00261410622518629,,,,,
SS,SSD,South Sudan,Central Equatoria,2020-12-29,2020-05-08,100,2,83,0,0,0,0,0,0,0,0,0.0124872949034413,0.0026226393893964,11,0,0.00331531235058985,0.00646532170829916,0.00618613855836371,4.29009823322728e-05,0,0,0,0,0.0124450507370955,0.00261382259623208,,,,,
SS,SSD,South Sudan,Central Equatoria,2020-12-30,2020-05-10,100,1,83,0,0,0,0,0,0,0,0,0.0123598735268755,0.00259604523405911,11,0,0.00320866149042265,0.00625733764872025,0.00598713559013793,4.15208931630153e-05,0,0,0,0,0.0124436768842475,0.00261353585897467,,,,,
SS,SSD,South Sudan,Central Equatoria,2021-05-31,2020-12-04,100,1,79,0.04,0.0384072934108425,0.0411261832209488,0.000136745867141423,0.02,0.0274394957835608,0.0135940638839671,7.97400986225023e-05,0.00674258315852562,0.0019633559998816,21,0,0.04,0.0384072934108425,0.0410721919894087,0.000136570168301036,0.02,0.0274394957835608,0.0135762173396674,7.96361307966109e-05,0.00674258315852562,0.0019633559998816,,,,,
SS,SSD,South Sudan,Central Equatoria,2021-06-01,2020-12-07,100,1,79,0.04,0.0384072934108425,0.0409619472601253,0.00013621144100182,0.02,0.0274394957835608,0.0135397764697549,7.94238448318301e-05,0.00674258315852562,0.0019633559998816,21,0,0.04,0.0384072934108425,0.0410778853362257,0.00013658869113576,0.02,0.0274394957835608,0.0135780992483271,7.9647093308886e-05,0.00674258315852562,0.0019633559998816,,,,,
SS,SSD,South Sudan,Central Equatoria,2021-06-03,2020-12-08,100,1,79,0.04,0.0384072934108425,0.0410056006959141,0.000136353499123074,0.02,0.0274394957835608,0.013554205904932,7.9507905875988e-05,0.00674258315852562,0.0019633559998816,20,0,0.04,0.0384072934108425,0.0410893632781567,0.000136626030261077,0.02,0.0274394957835608,0.0135818932273362,7.96691933965253e-05,0.00674258315852562,0.0019633559998816,,,,,
SS,SSD,South Sudan,Central Equatoria,2021-06-08,2020-12-13,100,1,79,0.04,0.0384072934108425,0.0412272517091808,0.000137074698443462,0.02,0.0274394957835608,0.0136274715911277,7.9934707993028e-05,0.00674258315852562,0.0019633559998816,19,0,0.04,0.0384072934108425,0.0410802406719664,0.000136596263096447,0.02,0.0274394957835608,0.0135788777933322,7.96516115764222e-05,0.00674258315852562,0.0019633559998816,0.00609614466623293,0.00578215304373169,0.00333333333333333,0.0022631462988887,-0.000950637756418558
SS,SSD,South Sudan,Central Equatoria,2021-06-09,2020-12-14,100,1,79,0.04,0.0384072934108425,0.0412655613429983,0.000137199331365419,0.02,0.0274394957835608,0.0136401346580282,8.00084722090459e-05,0.00674258315852562,0.0019633559998816,20,0,0.04,0.0384072934108425,0.0410637177546049,0.000136542458488177,0.02,0.0274394957835608,0.0135734162217355,7.96197877230476e-05,0.00674258315852562,0.0019633559998816,0.00611411460823503,0.00581292986604019,0.00333333333333333,0.00226223603695591,-0.000950411263094984
SS,SSD,South Sudan,Central Equatoria,2021-06-11,2020-12-17,100,1,79,0.04,0.0384072934108425,0.0411924073199962,0.000136961334551806,0.02,0.0274394957835608,0.0136159539443277,7.98676151855947e-05,0.00674258315852562,0.0019633559998816,21,0,0.0400006422194496,0.0384075701516355,0.0410086772576633,0.000136361470083213,0.02,0.0274394957835608,0.0135549010933277,7.95119033601888e-05,0.00674265559988586,0.00196336841739171,0.00613199678817116,0.00583692361125422,0.00333333333333333,0.00225915018222127,-0.000950170214060272
SS,SSD,South Sudan,Central Equatoria,2021-06-13,2020-12-18,100,1,79,0.04,0.0384072934108425,0.0409608845382909,0.000136207982582125,0.02,0.0274394957835608,0.0135394251921168,7.94217983907735e-05,0.00674258315852562,0.0019633559998816,21,0,0.0400025297685702,0.0384083835213345,0.0409201516127094,0.000136068017080107,0.02,0.0274394957835608,0.0135246936938273,7.93358878421865e-05,0.00674285658406314,0.0019634028690233,4.21628095034765e-07,-2.53400627832218e-05,-5.78241158658936e-19,-8.58727430668212e-06,4.55709229206514e-08
