"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","stillsick_p_w_provs","stillsick_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","stillsick_p_w_regs_rhs","stillsick_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESAL",716820,0,0,0,0,0,0,20,1,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESCO",782979,0,0,0,0,0,0,0,0,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESGR",914678,0.025,0.025,0,0,0,0,40,2,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESH",521870,0.00819672131147541,0.0166666666666667,0,0,0,0,122,3,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESCA",1240155,0,0,0,0,0,0,0,0,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESJ",633564,0,0,0,0,0,0,0,0,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESMA",1661785,0.0923076923076923,0.0666666666666667,0,0,0,0,65,2,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAN","ESSE",1942389,0,0,0,0,0,0,15,1,8414240,0.0264817150063052,0.0295638200183655,0.00383141762452107,0.00322222222222222,0.00255427841634738,0.00313131313131313,793,11,0.0214564965359151,0.0169178024396737,0,0,0,0,262,262,0.0252337460591562,0.0264232924301027,0.00287991865046939,0.00242201158504476,0.0019199457669796,0.00235367896979271
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAR","ESTE",134137,0,0,0,0,0,0,0,0,1319291,0.05,0.05,0,0,0,0,80,1,0.0283969236697914,0.0316012083222596,0,0,0,0,103,103,0.0378408914644181,0.0396443959409439,0,0,0,0
"ES",2020-09-01,47026208,0.0714285714285714,0,0.00238095238095238,420,5,0.0397347572696493,3438,0.00270390874199088,0.0033205779838599,3438,0.043185094736406,0.00240954853679747,0.00240954853679747,"ESAR","ESHU",220461,0,0,0,0,0,0,0,0,1319291,0.05,0.05,0,0,0,0,80,1,0.0283969236697914,0.0316012083222596,0,0,0,0,103,103,0.0378408914644181,0.0396443959409439,0,0,0,0
